1.27e+1, 3.51e-17
1.61e+1, 2.39e-17
2.03e+1, 1.82e-17
2.54e+1, 1.73e-17
3.20e+1, 1.00e-17
4.01e+1, 5.17e-18
5.06e+1, 1.53e-18
6.33e+1, 7.92e-19
1.01e+2, 4.73e-20
