SED_ID,stellar_mass,SFR,RA,DEC,X,Y,NAME,FIELD,Rs,GmR,UmG,Udet,zlya,zabs,zneb,type,comments,FULL_ID,z_best,GmRs,Comments,Umg,UmGa,G-R,Un-G,udet,zem,notes,NBmag,NBcol
Q0933-MD53,2195489800.0,13.0,143.349028,28.763568,375.47,1037.45,MD53,Q0933,24.57,0.44,1.64,yes,2.437,2.429,-1.0,GAL,,Q0933-MD53,2.429,,,,,,,,,,,
Q0933-MD54,3940924900.0,24.0,143.388992,28.766674,820.75,1074.59,MD54,Q0933,24.46,0.16,1.26,yes,2.32,2.312,-1.0,GAL,"maskc1,maskc3",Q0933-MD54,2.312,,,,,,,,,,,
Q0933-MD57,5308719100.0,42.0,143.405777,28.770685,1007.71,1124.55,MD57,Q0933,24.0,0.93,2.34,yes,2.633,-2.0,-1.0,GAL,,Q0933-MD57,2.633,,,,,,,,,,,
Q0933-MD58,880836160.0,17.0,143.405248,28.770502,1001.82,1122.26,MD58,Q0933,24.45,0.14,1.26,yes,2.634,-2.0,-1.0,GAL,,Q0933-MD58,2.634,,,,,,,,,,,
Q0933-MD59,1027933100.0,8.0,143.449006,28.773475,1489.08,1157.61,MD59,Q0933,25.44,0.26,1.72,yes,-2.0,2.639,-1.0,GAL,?,Q0933-MD59,2.639,,,,,,,,,,,
Q0933-MD63,2035614600.0,10.0,143.334125,28.775096,209.74,1184.84,MD63,Q0933,24.87,0.44,1.74,yes,2.628,2.623,-1.0,GAL,L3;  new z,Q0933-MD63,2.623,,,,,,,,,,,
Q0933-MD69,1211872000.0,12.0,143.376136,28.787663,678.96,1341.78,MD69,Q0933,24.73,0.15,1.18,yes,2.547,2.532,-1.0,GAL,,Q0933-MD69,2.532,,,,,,,,,,,
Q0933-MD70,2819939300.0,56.0,143.459345,28.787962,1605.58,1341.18,MD70,Q0933,23.2,0.5,1.78,yes,2.867,2.861,-1.0,GAL,,Q0933-MD70,2.861,,,,,,,,,,,
Q0933-MD75,343498460.0,4.0,143.351765,28.796124,407.79,1450.94,MD75,Q0933,24.49,0.3,1.37,yes,2.917,2.911,2.9131,GAL,"m2K,H;L2+L3; zneb nirspec/vlt; also on KCWI dube q0933-MD75; Lya is double, with blue comp. ~0.1*red, weak",Q0933-MD75,2.9131,,,,,,,,,,,
Q0933-MD77,1132451500.0,22.0,143.347835,28.79876,364.05,1484.77,MD77,Q0933,24.42,0.3,1.39,yes,2.78,2.774,-1.0,GAL,,Q0933-MD77,2.774,,,,,,,,,,,
Q0933-MD78,1145154200.0,22.0,143.439831,28.80337,1389.27,1538.03,MD78,Q0933,24.3,1.13,2.37,yes,2.456,-2.0,-1.0,GAL,?,Q0933-MD78,2.456,,,,,,,,,,,
Q0933-MD79,1836081200.0,36.0,143.455115,28.80379,1559.83,1542.74,MD79,Q0933,24.18,0.82,2.27,yes,-2.0,2.87,-1.0,GAL,,Q0933-MD79,2.87,,,,,,,,,,,
Q0933-MD81,3217677800.0,10.0,143.385035,28.810958,779.44,1637.42,MD81,Q0933,25.0,0.11,1.27,yes,-1.0,-1.0,2.2252,GAL,"m2K,H",Q0933-MD81,2.2252,,,,,,,,,,,
Q0933-MD83,3950674700.0,9.0,143.339682,28.812977,273.54,1666.5,MD83,Q0933,24.91,0.58,1.61,yes,2.883,2.878,-1.0,GAL,L3;  new z,Q0933-MD83,2.878,,,,,,,,,,,
Q0933-MD84,4458341900.0,88.0,143.466669,28.81362,1690.03,1667.59,MD84,Q0933,24.49,0.5,1.66,yes,-2.0,2.573,-1.0,GAL,,Q0933-MD84,2.573,,,,,,,,,,,
Q0933-MD87,3339028700.0,21.0,143.406388,28.819637,1017.92,1746.74,MD87,Q0933,24.0,0.7,1.82,yes,3.144,-2.0,-2.0,GAL,"m2K,H; L3; L3 spec is v. noisy, z from other mask",Q0933-MD87,3.144,,,,,,,,,,,
Q1009-BM20,14453407000.0,7.0,152.92751,29.73031,1372.18,282.72,BM20,Q1009,25.22,,,yes,2.637,-2.0,-1.0,GAL,,Q1009-BM20,2.637,0.22,nz;  obs as nb624 on N3,,0.22,,,,,,,
Q1009-BM78,4652350500.0,1.0,152.9601,29.6562,112.1,768.32,BM78,Q1009,25.49,,,yes,-2.0,2.068,-1.0,GAL,,Q1009-BM78,2.068,0.14,nz;  N1,,0.1,,,,,,,
Q1009-BM95,3570871300.0,17.0,152.96738,29.66378,241.33,876.16,BM95,Q1009,24.3,,,yes,2.65,-2.0,-1.0,GAL,,Q1009-BM95,2.65,0.23,"nz;  obs as nb2025 on N3[ap2]=[*,1]; [ap1]=[*,2] is BM92",,0.36,,,,,,,
Q1009-BX11,4795502100.0,24.0,152.91268,29.68384,581.03,63.77,BX11,Q1009,24.16,,,yes,2.771,2.766,-1.0,GAL,,Q1009-BX11,2.766,0.64,L1;  strong Ly alpha,,1.33,,,,,,,
Q1009-BX144,3051784700.0,3.0,152.96572,29.69174,717.04,850.68,BX144,Q1009,24.74,,,yes,-2.0,-2.0,2.116,GAL,,Q1009-BX144,2.116,-0.07,"zneb only, mos 5/13",,0.6,,,,,,,
Q1009-BX145,61245755000.0,24.0,152.96547,29.66194,209.95,847.87,BX145,Q1009,23.4,,,yes,-2.0,2.216,-1.0,GAL,,Q1009-BX145,2.216,0.3,?;   [RK=3.86],,0.85,,,,,,,
Q1009-BX146,14398199000.0,11.0,152.96638,29.68833,659.04,860.58,BX146,Q1009,23.87,,,yes,2.2722,2.266,2.268,GAL,,Q1009-BX146,2.268,0.22,zneb msfr2H 6/13; nz; m1; nice spectrum,,0.77,,,,,,,
Q1009-BX155,9060886500.0,3.0,152.9704,29.6996,850.95,919.89,BX155,Q1009,24.67,,,yes,-2.0,2.142,2.1451,GAL,,Q1009-BX155,2.1451,0.16,nz;  m10; zneb msfr2H 6/13,,0.57,,,,,,,
Q1009-BX158,14185890000.0,5.0,152.9707,29.71453,1105.01,923.88,BX158,Q1009,24.46,,,yes,2.464,2.462,-1.0,GAL,,Q1009-BX158,2.462,0.15,"nz;  m9[ap1]; z based on Lya, SiIII",,0.56,,,,,,,
Q1009-BX165,6388010000.0,32.0,152.97319,29.68137,540.84,961.85,BX165,Q1009,24.23,,,yes,2.531,2.527,2.5269,GAL,,Q1009-BX165,2.5269,0.25,sgb_H;K zneb msfr 5/2014; nz; m1; intervening abs 2.120,,1.16,,,,,,,
Q1009-BX169,4450669100.0,8.0,152.97428,29.71393,1094.92,977.01,BX169,Q1009,24.15,,,yes,2.1183,2.11,2.1164,GAL,,Q1009-BX169,2.1164,0.39,"nz;  N3, extracted as NB3141; zneb msfr2H 6/13",,0.91,,,,,,,
Q1009-BX171,1046178600.0,20.0,152.97526,29.69348,746.97,992.19,BX171,Q1009,23.71,,,yes,-2.0,-2.0,2.2062,GAL,,Q1009-BX171,2.2062,0.29,zneb mos 5/13; nz; removed z 8/17/11 due to ambiguity; probbly z=1.695; m6+m8,,0.85,,,,,,,
Q1009-BX172,3104128800.0,6.0,152.9753,29.67227,386.06,993.45,BX172,Q1009,24.07,,,yes,2.1028,2.097,2.0987,GAL,,Q1009-BX172,2.0987,-0.02,"sgb_H;K new zneb; nz; N2; v. nice spec, has MgII+FeII@z=0.861",,0.26,,,,,,,
Q1009-BX173,16665811000.0,8.0,152.9762,29.69796,823.24,1006.0,BX173,Q1009,25.5,,,yes,2.6536,-2.0,-2.0,GAL,,Q1009-BX173,2.6536,0.27,"m1_H,K; [RK=4.00]; =nb2418/NB4791",,1.02,,,,,,,
Q1009-BX177,936414590.0,4.0,152.97836,29.69063,698.58,1038.28,BX177,Q1009,24.6,,,yes,2.0987,2.0931,2.0952,GAL,,Q1009-BX177,2.0952,0.12,nz;  m5; zneb mos 5/13,,0.48,,,,,,,
Q1009-BX182,4785946600.0,3.0,152.98236,29.68407,587.1,1097.86,BX182,Q1009,25.49,,,yes,-1.0,-1.0,2.3066,GAL,,Q1009-BX182,2.3066,0.53,"sg2_2024A K,H,J; zneb msfr, hp1_J,K",,0.81,,,,,,,
Q1009-BX185,431968160.0,3.0,152.98306,29.70365,920.3,1107.61,BX185,Q1009,25.33,,,yes,-1.0,-1.0,2.1163,GAL,,Q1009-BX185,2.1163,0.01,sgb_H;K also close1; zneb msfr 5/2014,,0.78,,,,,,,
Q1009-BX188,21643348000.0,10.0,152.9835,29.72373,1262.0,1113.48,BX188,Q1009,23.61,,,yes,2.197,2.19,2.1973,GAL,,Q1009-BX188,2.1973,0.1,nz;  m8; v. strong em and abs; zneb mos 5/13,,0.65,,,,,,,
Q1009-BX199,81585979000.0,40.0,152.98804,29.7308,1382.47,1180.59,BX199,Q1009,23.94,,,yes,2.6496,-2.0,2.6508,AGN,,Q1009-BX199,2.6508,0.26,"sgb_HK has broad-ish Hbeta; [RK=4.52]; observed as NB4280 on N4, N6; has OVI, NV emission",,1.21,,,,,,,
Q1009-BX201,8588659200.0,171.0,152.98323,29.66936,336.82,1111.25,BX201,Q1009,24.49,,,yes,-2.0,2.659,-1.0,GAL,,Q1009-BX201,2.659,0.59,"nz;  N4[ap1]=[*,2]; [ap2]=[*,1] is Egal z=0.047",,1.37,,,,,,,
Q1009-BX206,5089259500.0,12.0,152.99019,29.66451,254.55,1214.72,BX206,Q1009,24.43,,,yes,-2.0,2.2553,-1.0,GAL,,Q1009-BX206,2.2553,0.57,nz;  m9,,1.04,,,,,,,
Q1009-BX213,5367999000.0,13.0,152.99448,29.73172,1398.36,1276.09,BX213,Q1009,24.18,,,yes,2.26,2.253,-1.0,GAL,,Q1009-BX213,2.253,0.16,nz;  m11,,0.83,,,,,,,
Q1009-BX215,17229396000.0,17.0,152.99462,29.69886,839.21,1279.29,BX215,Q1009,24.13,,,yes,2.509,2.504,2.5059,GAL,,Q1009-BX215,2.5059,0.54,nz;  zneb mos 5/13; on kcwi cube q1009-BX222; has int. CIV at z=2.354,,1.26,,,,,,,
Q1009-BX218,15646050000.0,6.0,152.99566,29.70209,894.21,1294.61,BX218,Q1009,24.45,,,yes,2.1129,2.1078,2.1091,GAL,,Q1009-BX218,2.1091,0.25,kcwi cube q1009-BX222; zneb msfr 5/2014; nz; m5+m8i;msfr2H,,0.84,,,,,,,
Q1009-BX222,826045120.0,10.0,152.9962,29.70014,861.05,1302.69,BX222,Q1009,24.92,,,yes,2.209,2.204,2.2031,GAL,,Q1009-BX222,2.2031,0.1,"kcwi cube q1009-BX222; nz;  m7, zneb nspec",,0.57,,,,,,,
Q1009-BX222-CS9,2885694700.0,9.0,152.996414,29.700727,869.09,1306.51,CS9,Q1009,25.31,,,yes,2.6561,2.6517,-1.0,GAL,,Q1009-BX222-CS9,2.6517,0.65,NEW ID,,1.52,,,,,,,
Q1009-BX223,2983782700.0,11.0,152.99712,29.65164,35.8,1318.03,BX223,Q1009,24.2,,,yes,2.2039,2.1981,-1.0,GAL,,Q1009-BX223,2.1981,0.14,nz;  N3 on slit w/NB4098,,0.65,,,,,,,
Q1009-BX227,7250705900.0,11.0,152.99895,29.6969,806.02,1343.61,BX227,Q1009,24.77,,,yes,-2.0,-2.0,2.4558,GAL,,Q1009-BX227,2.4558,0.4,zneb msfr close1K; 5/2014,,0.83,,,,,,,
Q1009-BX228,10004218000.0,15.0,153.00116,29.7167,1143.03,1375.7,BX228,Q1009,24.43,,,yes,-2.0,2.1441,2.145,GAL,,Q1009-BX228,2.145,0.36,"nz;  m7; emission is weak; zneb msfr2H 6/13--lris z had typo, fixed 7/1/13",,0.68,,,,,,,
Q1009-BX239,3728329500.0,4.0,153.00424,29.69895,841.11,1422.03,BX239,Q1009,24.68,,,yes,-1.0,-1.0,2.3256,GAL,,Q1009-BX239,2.3256,0.14,"serndip on m2 mask, on MD82 slit",,0.71,,,,,,,
Q1009-BX241,5866907100.0,117.0,153.00546,29.71565,1125.32,1439.54,BX241,Q1009,22.84,,,yes,-2.0,2.639,-2.0,GAL,,Q1009-BX241,2.639,1.08,nz;  z not precise; msfr2H,,0.31,,,,,,,
Q1009-BX242,6477758000.0,129.0,153.00532,29.69306,740.92,1438.27,BX242,Q1009,23.88,,,yes,2.9633,2.953,2.9564,GAL,,Q1009-BX242,2.9564,0.49,m1_K;,,1.02,,,,,,,
Q1009-BX245,1750071000.0,5.0,153.00764,29.66461,256.9,1473.73,BX245,Q1009,25.36,,,yes,-2.0,2.576,2.5763,GAL,,Q1009-BX245,2.5763,0.22,"sg2_2024A K,H,J; Hb in H, [OII] just barely on J; most signal is on q1009msfr1; nz;  on N1 on NB3786 slit, [ap1]",,1.15,,,,,,,
Q1009-BX249,2411320600.0,48.0,153.01059,29.65443,83.79,1517.89,BX249,Q1009,23.33,,,yes,-2.0,2.26,-1.0,GAL,,Q1009-BX249,2.26,0.39,?,,1.13,,,,,,,
Q1009-BX250,17679981000.0,17.0,153.01181,29.70363,921.03,1534.19,BX250,Q1009,24.37,,,yes,-2.0,-2.0,2.4229,GAL,,Q1009-BX250,2.4229,0.36,"m1,m10,N5; zneb msfr2H 6/13",,0.83,,,,,,,
Q1009-BX255,8768789500.0,17.0,153.01447,29.7222,1237.13,1572.96,BX255,Q1009,23.55,,,yes,2.6522,-2.0,-1.0,GAL,,Q1009-BX255,2.6522,0.29,,,0.64,,,,,,,
Q1009-BX26,2964283100.0,4.0,152.91963,29.66396,242.93,167.38,BX26,Q1009,24.78,,,yes,-2.0,2.468,-1.0,GAL,,Q1009-BX26,2.468,-0.17,not  100% secure,,0.13,,,,,,,
Q1009-BX269,8102322700.0,12.0,153.02599,29.68662,632.16,1745.25,BX269,Q1009,23.99,,,yes,2.2035,2.1961,2.1997,GAL,,Q1009-BX269,2.1997,0.17,"zneb, mos 5/13; nz; m5",,0.57,,,,,,,
Q1009-BX279,730852860.0,14.0,153.02959,29.70765,990.16,1797.84,BX279,Q1009,24.55,,,yes,2.512,2.507,-1.0,GAL,,Q1009-BX279,2.507,0.16,nz;  m6,,1.14,,,,,,,
Q1009-BX281,3337680600.0,26.0,153.03066,29.67579,448.07,1814.98,BX281,Q1009,24.33,,,yes,-2.0,2.49,-1.0,GAL,,Q1009-BX281,2.49,0.4,nz;  m5; z is not precise,,0.7,,,,,,,
Q1009-BX289,1567044500.0,7.0,153.0321,29.71159,1057.3,1834.92,BX289,Q1009,25.03,,,yes,2.654,2.648,-1.0,GAL,,Q1009-BX289,2.648,0.57,nz;  N1,,1.54,,,,,,,
Q1009-BX296,4644382200.0,58.0,153.03824,29.72137,1223.98,1925.62,BX296,Q1009,23.74,,,yes,2.656,2.65,-1.0,GAL,,Q1009-BX296,2.65,0.36,m1,,1.16,,,,,,,
Q1009-BX46,1433526800.0,22.0,152.92664,29.70106,874.43,270.53,BX46,Q1009,23.95,,,yes,-2.0,2.273,2.2707,GAL,,Q1009-BX46,2.2707,0.24,"zneb msfr, hp1_K; nz; m5+m10+N3; N3 on slit with NB612, [ap1]; corrected 4/15/2011",,0.75,,,,,,,
Q1009-BX5,994354620.0,19.0,152.91107,29.72334,1253.12,39.01,BX5,Q1009,24.55,,,yes,2.261,2.259,-1.0,GAL,,Q1009-BX5,2.259,0.18,,,0.73,,,,,,,
Q1009-BX57,1716392600.0,2.0,152.93093,29.71292,1076.36,333.89,BX57,Q1009,24.28,,,yes,-2.0,2.1,-1.0,GAL,,Q1009-BX57,2.1,0.18,?m6+m8,,0.44,,,,,,,
Q1009-BX59,7528556500.0,15.0,152.93178,29.6603,181.0,347.82,BX59,Q1009,23.7,,,yes,2.323,2.318,-1.0,GAL,,Q1009-BX59,2.318,0.14,z    from m8,,0.68,,,,,,,
Q1009-BX61,1516645100.0,7.0,152.93249,29.68644,625.82,357.7,BX61,Q1009,24.77,,,yes,-2.0,-2.0,2.1157,GAL,,Q1009-BX61,2.1157,0.18,zneb msfr apr+may14,,1.06,,,,,,,
Q1009-BX67,4015374600.0,5.0,152.9347,29.70061,867.0,390.13,BX67,Q1009,24.65,,,yes,-2.0,-2.0,2.5318,GAL,,Q1009-BX67,2.5318,-0.04,"zneb msfr, hp1_K; ap1; ap2 is serendip @3.168",,0.24,,,,,,,
Q1009-BX68,7963292200.0,7.0,152.93545,29.68264,561.24,401.72,BX68,Q1009,23.85,,,yes,2.575,2.567,2.5694,GAL,,Q1009-BX68,2.5694,0.06,same object as MD9; zneb msfr apr+may14;nz; m8,,1.01,,,,,,,
Q1009-BX77,12217817000.0,19.0,152.93925,29.66593,277.02,458.56,BX77,Q1009,23.98,,,yes,2.4372,2.432,-1.0,GAL,,Q1009-BX77,2.432,0.14,nz;  m5+m7,,0.81,,,,,,,
Q1009-BX78,6397785100.0,5.0,152.9397,29.65277,53.1,465.58,BX78,Q1009,25.12,,,yes,2.569,2.564,-1.0,GAL,,Q1009-BX78,2.564,0.55,nz;  N1,,1.3,,,,,,,
Q1009-BX85,1309234400.0,13.0,152.94234,29.68319,570.81,503.96,BX85,Q1009,23.95,,,yes,-2.0,-2.0,2.0051,GAL,,Q1009-BX85,2.0051,0.1,zneb msfr hp1_K; also on msfr2H,,0.42,,,,,,,
Q1009-BX86,542997500.0,10.0,152.94286,29.72112,1216.25,510.67,BX86,Q1009,24.52,,,yes,2.1125,2.1043,-1.0,GAL,,Q1009-BX86,2.1043,0.01,nz;  m9,,0.39,,,,,,,
Q1009-BX93,1819943700.0,5.0,152.94737,29.70664,969.99,577.97,BX93,Q1009,24.37,,,yes,-1.0,-1.0,2.045,GAL,,Q1009-BX93,2.045,0.05,"zneb only, mos 5/13",,0.33,,,,,,,
Q1009-C10,879605380.0,5.0,152.94734,29.71674,1141.85,577.25,C10,Q1009,25.38,,,no,3.1402,3.1362,3.1357,GAL,,Q1009-C10,3.1357,0.73,"on kcwi cube q1009-C9; m1_H,K; nz; m11; extended Lya",,2.31,,,,,,,
Q1009-C100,499088190.0,4.0,152.984853,29.664654,256.81,1135.5,C100,Q1009,25.39,,,no,-1.0,-1.0,2.9082,GAL,,Q1009-C100,2.9082,0.39,"m2_K,H",,2.91,,,,,,,
Q1009-C17,8134178800.0,5.0,152.96431,29.72065,1208.93,828.89,C17,Q1009,24.66,,,no,-1.0,-1.0,3.1318,GAL,,Q1009-C17,3.1318,0.5,"m1_H,K; zneb msfr 5/2014",,2.98,,,,,,,
Q1009-C18,3629680900.0,57.0,152.96757,29.70796,993.11,877.64,C18,Q1009,24.14,,,no,-2.0,3.0965,3.0959,GAL,,Q1009-C18,3.0959,1.0,"sg2_2024A K,H,J; m2_K,H; 2nd object with line at same posn as Hb @z=3.0959; L3; nz; m10; strong abs",,2.79,,,,,,,
Q1009-C26,9762892800.0,12.0,152.99193,29.68314,571.62,1239.91,C26,Q1009,23.81,,,no,3.069,3.064,3.0648,GAL,,Q1009-C26,3.0648,0.44,"L1;  m1_K; m6,m7; zneb mos 5/13",,3.49,,,,,,,
Q1009-C27,6530397700.0,4.0,152.99219,29.72725,1322.21,1242.27,C27,Q1009,25.07,,,no,2.656,-2.0,-1.0,GAL,,Q1009-C27,2.656,0.65,nz;  m8; aka nb4332,,2.5,,,,,,,
Q1009-C28,8104581600.0,6.0,152.99613,29.68609,621.97,1302.14,C28,Q1009,24.61,,,no,3.043,3.039,3.0397,GAL,,Q1009-C28,3.0397,0.18,"sg2_2024A K,H,J; J has O2 obliterated by sky lines; m2_K,H; L3; weak abs",,3.35,,,,,,,
Q1009-C29,923929410.0,14.0,152.99638,29.72415,1269.62,1304.53,C29,Q1009,24.85,,,no,3.142,-2.0,3.1367,GAL,,Q1009-C29,3.1367,0.7,"sg_H,K nothing; m1_H,K; nz; m7; Lya nearly off blue side",,2.45,,,,,,,
Q1009-C30,1201688400.0,23.0,152.99933,29.70781,991.68,1348.87,C30,Q1009,24.68,,,no,-2.0,2.5014,2.5037,GAL,,Q1009-C30,2.5037,0.86,L1;  nz; z from Dec06 L1; zneb msfr2H 6/13 O3,,2.48,,,,,,,
Q1009-C31,263599580.0,5.0,153.00498,29.71152,1055.03,1432.56,C31,Q1009,25.25,,,no,3.0422,-2.0,3.0402,GAL,,Q1009-C31,3.0402,0.24,L3;  L1; m1_K; nz; z from L1; poss NV emission,,2.83,,,,,,,
Q1009-C35,25647774000.0,12.0,153.01373,29.69933,847.94,1562.84,C35,Q1009,24.13,,,no,3.0695,3.0635,3.0642,GAL,,Q1009-C35,3.0642,0.89,"m1_K; nz; m8, N4; z from N4; v. close to C36;zneb mos 5/13",,2.61,,,,,,,
Q1009-C36,5657226800.0,14.0,153.01643,29.69791,823.88,1602.95,C36,Q1009,24.1,,,no,3.0687,3.061,3.0642,GAL,,Q1009-C36,3.0642,1.04,"m2_K,H; L3; L1; m1_K; nz; m6,m7,L1[ap1]; zneb msfr2H 6/13, from O2 doublet",,2.7,,,,,,,
Q1009-C37,1353849000.0,21.0,153.01943,29.73182,1401.02,1646.18,C37,Q1009,24.8,,,no,-2.0,2.957,-2.0,GAL,,Q1009-C37,2.957,0.11,sg_H;K nz; m11; z not precise,,3.09,,,,,,,
Q1009-C39,15996156000.0,8.0,153.02161,29.72861,1346.49,1678.64,C39,Q1009,24.23,,,no,3.1435,-2.0,3.1382,GAL,,Q1009-C39,3.1382,0.49,"new zneb, suggests Lya is wrong; O2 probably there, but not sig. etected; sg_H;K nz;",,2.59,,,,,,,
Q1009-C43,10667949000.0,13.0,153.02963,29.70277,907.12,1798.63,C43,Q1009,24.7,,,no,-2.0,3.033,3.0308,GAL,,Q1009-C43,3.0308,0.82,"m2_K,H; L3; zneb msfr 5/2014; nz; m10,m11; z fom m11",,2.44,,,,,,,
Q1009-C46,528564380.0,4.0,153.04516,29.70032,866.09,2029.16,C46,Q1009,24.43,,,no,-2.0,3.061,3.064,GAL,,Q1009-C46,3.064,0.65,"m2_K,H; L3; L1;m1_K; m6,m11; z from m11,L1; msfr2H 6/13",,2.82,,,,,,,
Q1009-C6,905371970.0,7.0,152.9282,29.69173,715.71,293.91,C6,Q1009,24.7,,,no,-2.0,-2.0,2.953,GAL,,Q1009-C6,2.953,0.31,L3;  zneb msfr 4/2014,,3.09,,,,,,,
Q1009-C62,449752100.0,2.0,152.933806,29.687384,641.92,377.21,C62,Q1009,25.81,,,no,3.0559,3.054,3.0557,GAL,,Q1009-C62,3.0557,0.23,"m2_K,H,H; L3",,2.78,,,,,,,
Q1009-C64,498341180.0,6.0,152.943655,29.659024,159.63,524.13,C64,Q1009,25.92,,,no,3.041,-2.0,-2.0,GAL,,Q1009-C64,3.041,0.7,"m2_K,H; L3; approx z",,2.29,,,,,,,
Q1009-C7,15062440000.0,9.0,152.9288,29.68456,593.72,302.99,C7,Q1009,24.65,,,no,-2.0,2.776,-1.0,GAL,,Q1009-C7,2.776,0.76,L1;  nz,,2.61,,,,,,,
Q1009-C77,3618439700.0,2.0,153.038294,29.717191,1152.87,1926.59,C77,Q1009,25.85,,,no,3.1584,-2.0,-1.0,GAL,,Q1009-C77,3.1584,-0.04,L3,,2.97,,,,,,,
Q1009-C8,1577821400.0,3.0,152.93424,29.71939,1186.55,382.83,C8,Q1009,25.15,,,no,-2.0,-2.0,3.0277,GAL,,Q1009-C8,3.0277,0.68,"m1_H,K; nz; m11[ap1] removed z 2/2/2011; [ap2] maybe z=0.324",,2.41,,,,,,,
Q1009-C87,93134905000.0,37.0,153.024674,29.685637,615.38,1725.76,C87,Q1009,25.83,,,no,2.5086,-2.0,2.4987,GAL,,Q1009-C87,2.4987,0.46,"m2_K,H; L3",,2.55,,,,,,,
Q1009-C95,3934571300.0,1.0,152.999257,29.710363,1035.13,1347.7,C95,Q1009,25.82,,,no,2.9614,-2.0,-1.0,GAL,,Q1009-C95,2.9614,0.28,L3,,2.69,,,,,,,
Q1009-D12,813279940.0,16.0,152.98582,29.69676,803.16,1148.79,D12,Q1009,24.37,,,yes,-2.0,2.909,2.9103,GAL,,Q1009-D12,2.9103,0.4,"L1;  m1_K; nz; m5,m6,m7,m9,L1/ap1,N4; intv system z=2.651",,2.22,,,,,,,
Q1009-D15,3154817500.0,2.0,152.9947,29.70291,908.13,1280.34,D15,Q1009,25.16,,,yes,3.106,-2.0,-1.0,GAL,,Q1009-D15,3.106,0.43,,,1.93,,,,,,,
Q1009-D16,1970816900.0,1.0,153.00472,29.66068,189.92,1430.53,D16,Q1009,25.48,,,yes,2.6445,-2.0,-1.0,GAL,,Q1009-D16,2.6445,0.03,nz;  observed as NB3787 on N3,,1.72,,,,,,,
Q1009-D18,4822242800.0,3.0,153.01696,29.67147,374.0,1611.81,D18,Q1009,25.33,,,yes,3.031,-2.0,-1.0,GAL,,Q1009-D18,3.031,0.36,nz;  N1,,1.89,,,,,,,
Q1009-D19,2476976100.0,49.0,153.01706,29.67319,403.27,1613.23,D19,Q1009,23.27,,,yes,2.3993,-2.0,-2.0,GAL,,Q1009-D19,2.3993,-0.17,,,3.35,,,,,,,
Q1009-D20,24887749000.0,19.0,153.01769,29.7217,1228.75,1620.75,D20,Q1009,24.42,,,yes,-2.0,2.504,-1.0,GAL,,Q1009-D20,2.504,0.31,,,2.48,,,,,,,
Q1009-D22,26923147000.0,10.0,153.0187,29.68667,632.71,1637.06,D22,Q1009,25.02,,,yes,-2.0,2.425,2.4267,GAL,,Q1009-D22,2.4267,0.63,"m1_H,K; zneb msfr m1H, 2013; nz; m11[ap2]",,2.27,,,,,,,
Q1009-D25,246796980.0,4.0,153.03393,29.71037,1036.62,1862.12,D25,Q1009,25.02,,,yes,-1.0,-1.0,2.9576,GAL,,Q1009-D25,2.9576,-0.09,"m2_K,H; L3; zneb msfr hp1_K",,2.72,,,,,,,
Q1009-D27,17041656000.0,34.0,153.03815,29.70443,935.72,1924.98,D27,Q1009,23.81,,,yes,-2.0,2.955,2.9571,GAL,,Q1009-D27,2.9571,0.85,"m2_K,H; zneb msfr 5/2014, 2/15; nz; m6,m7,m11; z from m11",,2.75,,,,,,,
Q1009-D3,466242080.0,7.0,152.91609,29.65964,169.33,114.93,D3,Q1009,25.22,,,yes,2.331,-2.0,-1.0,GAL,,Q1009-D3,2.331,0.48,nz;  N4; seems to have broadish Lya em,,2.09,,,,,,,
Q1009-D5,5191620100.0,16.0,152.9348,29.6725,388.68,392.34,D5,Q1009,24.43,,,yes,-2.0,2.7764,-1.0,GAL,,Q1009-D5,2.7764,0.53,"L1;  nz; on mult; m5,m6,m7,L1- z from L1",,2.84,,,,,,,
Q1009-D6,13188244000.0,5.0,152.94912,29.72779,1329.94,603.35,D6,Q1009,24.81,,,yes,-1.0,-1.0,2.5106,GAL,,Q1009-D6,2.5106,0.35,"zneb msfr m1H, m3 2013/14",,2.66,,,,,,,
Q1009-M10,21073750000.0,8.0,152.97042,29.71644,1137.5,919.66,M10,Q1009,25.39,,,yes,-1.0,-1.0,2.509,GAL,,Q1009-M10,2.509,0.85,"m1_H,K; [RK=4.01]",,2.09,,,,,,,
Q1009-M11,4576838100.0,14.0,152.97299,29.68397,585.07,958.8,M11,Q1009,24.6,,,yes,2.669,2.667,-1.0,GAL,,Q1009-M11,2.667,1.09,on   mult masks; z from m11,,2.36,,,,,,,
Q1009-M9,5053988400.0,6.0,152.96724,29.70265,902.74,872.9,M9,Q1009,25.44,,,yes,-2.0,-2.0,3.0557,GAL,,Q1009-M9,3.0557,0.73,"sg_H;K m1_H,K; zneb msfr 5/2014",,2.14,,,,,,,
Q1009-MD12,1232047700.0,24.0,152.94177,29.70245,898.52,494.99,MD12,Q1009,23.93,,,yes,-2.0,2.773,-1.0,GAL,,Q1009-MD12,2.773,0.51,"L1;  nz; m6,L1",,1.74,,,,,,,
Q1009-MD13,1712685200.0,10.0,152.94587,29.71463,1105.9,555.5,MD13,Q1009,24.67,,,yes,2.597,2.5912,-1.0,GAL,,Q1009-MD13,2.5912,0.05,"nz;  m9; also on q1009-C9 cube, seg 11",,1.18,,,,,,,
