SED_ID,stellar_mass,SFR,RA,DEC,X,Y,NAME,FIELD,Rs,GmR,UmG,Udet,zlya,zabs,zneb,type,comments,FULL_ID,z_best,GmRs,Comments,Umg,UmGa,G-R,Un-G,udet,zem,notes,NBmag,NBcol
Q0142-BX120,16384101000.0,6.0,26.29111,-9.76653,1001.77,716.93,BX120,Q0142,24.91,,1.13,yes,-1.0,-1.0,2.2241,GAL,,Q0142-BX120,2.2241,0.32,q0142_ext 10/17 (but on bar); zneb only; mosfire 9/2012,,,,,,,,,
Q0142-BX122,8602281000.0,13.0,26.32069,-9.78935,372.73,736.99,BX122,Q0142,24.36,,1.15,yes,-2.0,2.4166,2.4177,GAL,,Q0142-BX122,2.4177,0.41,"lris LM1 9/14; nz; m1; zneb mosfire oct12+nov13; has companion zneb=2.4193, 2'' SW",,,,,,,,,
Q0142-BX126,2086304000.0,10.0,26.32208,-9.78678,382.89,785.61,BX126,Q0142,24.7,,0.88,yes,-1.0,-1.0,2.4155,GAL,,Q0142-BX126,2.4155,0.36,"rk_H,K;zneb msfr hiprih1,hiprih1k1",,,,,,,,,
Q0142-BX132,3374115100.0,5.0,26.30132,-9.7664,871.96,828.68,BX132,Q0142,24.99,,0.75,yes,2.33,2.328,2.3255,GAL,,Q0142-BX132,2.3255,0.27,zneb msfr msfr3 9/15; also on q0142-BX132 kcwi cube,,,,,,,,,
Q0142-BX138,1058545300.0,8.0,26.30046,-9.76404,908.75,850.31,BX138,Q0142,24.61,,0.72,yes,2.4213,2.415,2.4177,GAL,,Q0142-BX138,2.4177,0.08,q0142-BX132 kcwi cube; q0142_ext 10/17 (obscured by bar); lris LM1; nz; m1; mosfire,,,,,,,,,
Q0142-BX142,882982590.0,5.0,26.3307,-9.78651,275.04,882.04,BX142,Q0142,25.18,,0.61,yes,2.3325,2.3277,2.3282,GAL,,Q0142-BX142,2.3282,0.12,"q0142_ext 10/17; LM1 sep2014, mosfire oct 2012",,,,,,,,,
Q0142-BX143,4020150300.0,6.0,26.32631,-9.7841,357.74,866.29,BX143,Q0142,24.5,,0.61,yes,2.029,2.026,-1.0,GAL,,Q0142-BX143,2.026,0.21,,,,,,,,,,
Q0142-BX144,9466039300.0,15.0,26.34044,-9.79458,61.85,881.35,BX144,Q0142,24.45,,0.89,yes,-2.0,2.285,2.2829,GAL,,Q0142-BX144,2.2829,0.48,"rk_H,K;nz; m1; zneb mosfire 2014; resolved into 2 pieces w/shear",,,,,,,,,
Q0142-BX15,24424446000.0,9.0,26.26836,-9.79663,965.87,77.68,BX15,Q0142,24.41,,1.34,yes,-2.0,2.117,2.115,GAL,,Q0142-BX15,2.115,0.35,zneb msfr3 9/15,,,,,,,,,
Q0142-BX150,2713769000.0,8.0,26.30744,-9.76322,827.97,936.28,BX150,Q0142,24.28,,0.75,yes,-2.0,2.393,-2.0,GAL,,Q0142-BX150,2.393,0.06,,,,,,,,,,
Q0142-BX16,1239450600.0,4.0,26.26884,-9.79622,964.18,88.22,BX16,Q0142,24.84,,0.83,yes,-1.0,-1.0,2.1144,GAL,,Q0142-BX16,2.1144,0.41,zneb msfr3 9/15 (on BX15 slit),,,,,,,,,
Q0142-BX161,16688441000.0,16.0,26.31392,-9.76639,710.12,964.62,BX161,Q0142,23.65,,0.8,yes,2.033,2.0255,2.0259,GAL,,Q0142-BX161,2.0259,0.24,"rk_H,K; only 5008 is on H band, mospec will not measure it; LM1 (sep15, but not",,,,,,,,,
Q0142-BX162,930896130.0,7.0,26.28621,-9.74043,1349.39,1005.79,BX162,Q0142,24.71,,0.4,yes,2.286,2.28,-1.0,GAL,,Q0142-BX162,2.28,-0.05,nz;  m6; noisy,,,,,,,,,
Q0142-BX164,46873522000.0,18.0,26.28848,-9.74155,1308.0,1015.6,BX164,Q0142,23.84,,0.79,yes,-2.0,2.2828,2.2835,GAL,,Q0142-BX164,2.2835,0.22,zneb msfr3 9/15; nz; m9,,,,,,,,,
Q0142-BX165,2262774800.0,17.0,26.32028,-9.76763,614.84,1016.93,BX165,Q0142,23.45,,0.4,yes,2.359,2.353,2.3576,GAL,,Q0142-BX165,2.3576,0.2,"on   kcwi cube; q0142_ext 10/17; rk_H,K;zneb msfr3 9/15; very large o3/hb",,,,,,,,,
Q0142-BX169,20289403000.0,8.0,26.28823,-9.73869,1342.4,1050.34,BX169,Q0142,24.24,,0.94,yes,-2.0,2.281,2.2824,GAL,,Q0142-BX169,2.2824,0.37,,,,,,,,,,
Q0142-BX17,1882100600.0,7.0,26.29447,-9.81716,406.43,90.33,BX17,Q0142,24.62,,0.6,yes,2.03,2.03,-1.0,GAL,,Q0142-BX17,2.03,0.13,q0142_ext 10/17; not 100% sure,,,,,,,,,
Q0142-BX176,3341575700.0,2.0,26.29973,-9.74079,1171.68,1146.82,BX176,Q0142,24.98,,0.53,yes,2.4186,-2.0,2.4164,GAL,,Q0142-BX176,2.4164,0.14,q0142_ext 10/17; zneb msfr3 9/15,,,,,,,,,
Q0142-BX180,828103040.0,13.0,26.33013,-9.76248,544.39,1190.51,BX180,Q0142,24.96,,0.78,yes,2.4193,2.41,2.4149,GAL,,Q0142-BX180,2.4149,0.26,q0142_ext 10/17; LM1 9/14; nz; m8; zneb mosfire oct12+nov13,,,,,,,,,
Q0142-BX182,9771035600.0,6.0,26.31874,-9.7522,802.9,1202.34,BX182,Q0142,24.52,,0.88,yes,-2.0,2.3546,2.3555,GAL,,Q0142-BX182,2.3555,0.35,"LM1  9/14; nz; m1+m2+m5,m9,m; zneb mosfire oct12+nov13",,,,,,,,,
Q0142-BX186,418860800.0,8.0,26.32285,-9.75222,749.85,1246.38,BX186,Q0142,25.18,,0.61,yes,2.361,2.354,2.357,GAL,,Q0142-BX186,2.357,0.39,also on q0142-BX195 kcwi cube; q0142_ext 10/17; zneb msfr3 9/15 (among others),,,,,,,,,
Q0142-BX187,2755886300.0,8.0,26.31396,-9.74445,948.85,1252.29,BX187,Q0142,24.0,,0.38,yes,2.014,2.009,2.0091,GAL,,Q0142-BX187,2.0091,0.12,,,,,,,,,,
Q0142-BX188,3127211000.0,6.0,26.32412,-9.75155,740.83,1268.84,BX188,Q0142,24.66,,0.75,yes,-2.0,2.0601,2.0602,GAL,,Q0142-BX188,2.0602,0.23,lris LM1 9/14,,,,,,,,,
Q0142-BX193,3959513100.0,4.0,26.31514,-9.74275,952.22,1287.26,BX193,Q0142,24.38,,0.52,yes,-2.0,2.005,-1.0,GAL,,Q0142-BX193,2.005,0.29,"q0142_ext, 10/17;",,,,,,,,,
Q0142-BX195,63618695000.0,25.0,26.32376,-9.74838,780.03,1306.46,BX195,Q0142,23.56,,0.98,yes,2.3816,2.379,2.3807,AGN,,Q0142-BX195,2.3807,0.53,on   kcwi cube; zneb msfr3 9/15,,,,,,,,,
Q0142-BX196,2694456600.0,6.0,26.31989,-9.74509,865.65,1307.82,BX196,Q0142,25.06,,1.1,yes,2.495,2.489,2.4918,GAL,,Q0142-BX196,2.4918,0.34,LM1; nz; m10; zneb mosfire oct12+nov13,,,,,,,,,
Q0142-BX197,2055405300.0,12.0,26.30557,-9.73315,1179.93,1309.79,BX197,Q0142,24.39,,1.2,yes,2.6726,2.662,-1.0,GAL,,Q0142-BX197,2.662,0.32,nz;  m9,,,,,,,,,
Q0142-BX199,3034064100.0,1.0,26.34109,-9.76035,426.73,1336.52,BX199,Q0142,24.93,,0.73,yes,2.824,2.817,-1.0,GAL,,Q0142-BX199,2.817,0.47,nz;  m11,,,,,,,,,
Q0142-BX200,3013627900.0,1.0,26.31682,-9.73939,967.27,1349.36,BX200,Q0142,25.36,,0.81,yes,-2.0,-2.0,2.0619,GAL,,Q0142-BX200,2.0619,0.36,zneb msfr3 9/15; note old LRIS z was wrong,,,,,,,,,
Q0142-BX211,2633324300.0,8.0,26.29493,-9.7173,1489.56,1402.59,BX211,Q0142,24.63,,1.27,yes,-2.0,2.28,2.2829,GAL,,Q0142-BX211,2.2829,0.34,zneb msfr3 9/15; nz; m8,,,,,,,,,
Q0142-BX212,4707344900.0,5.0,26.32902,-9.74441,755.7,1415.13,BX212,Q0142,24.35,,0.62,yes,-2.0,2.3778,2.3782,GAL,,Q0142-BX212,2.3782,0.26,"lris LM1 sep2014; nz; m2; changed z, but that also wrong; zneb=2.3780, mosfire oct12+nov13",,,,,,,,,
Q0142-BX214,6330694700.0,10.0,26.31245,-9.72863,1140.78,1443.12,BX214,Q0142,24.32,,1.02,yes,2.393,2.385,2.3865,GAL,,Q0142-BX214,2.3865,0.22,q0142_ext 10/17; LM1[ap1]; LM1[ap2] is BX214b at z=0.705 nz; m1; zneb mosfire oct12+nov13,,,,,,,,,
Q0142-BX218,669443650.0,3.0,26.33562,-9.74513,663.01,1476.84,BX218,Q0142,25.46,,1.02,yes,-1.0,-1.0,2.4034,GAL,,Q0142-BX218,2.4034,0.53,zneb mosfire nov13; single line,,,,,,,,,
Q0142-BX231,1169440300.0,2.0,26.31498,-9.72084,1193.21,1572.38,BX231,Q0142,24.89,,0.43,yes,2.328,2.32,2.3212,GAL,,Q0142-BX231,2.3212,-0.05,zneb msfr3 9/15; nz; m2,,,,,,,,,
Q0142-BX241,6881683500.0,5.0,26.33398,-9.72789,872.08,1684.88,BX241,Q0142,24.76,,0.74,yes,-2.0,2.2845,2.2843,GAL,,Q0142-BX241,2.2843,0.19,LM1  ; zneb msfr3 9/15+others,,,,,,,,,
Q0142-BX242,9236531200.0,7.0,26.34861,-9.73952,557.19,1690.29,BX242,Q0142,24.6,,0.88,yes,-1.0,-1.0,2.2814,GAL,,Q0142-BX242,2.2814,0.28,"nebz, mosfire Sep 2012",,,,,,,,,
Q0142-BX245,6908887000.0,5.0,26.3429,-9.73313,700.27,1712.42,BX245,Q0142,24.32,,0.59,yes,2.05,2.044,2.0455,GAL,,Q0142-BX245,2.0455,0.16,q0142_ext 10/17; nz; m2,,,,,,,,,
Q0142-BX246,2811244000.0,8.0,26.33241,-9.72393,935.44,1719.81,BX246,Q0142,23.75,,0.71,yes,2.666,2.662,2.6631,GAL,,Q0142-BX246,2.6631,0.04,"nz;  m5;wk low ion; zneb mosfire nov13, from NII line",,,,,,,,,
Q0142-BX248,9799548900.0,7.0,26.3222,-9.7141,1173.89,1738.45,BX248,Q0142,24.92,,1.42,yes,-2.0,2.494,2.498,GAL,,Q0142-BX248,2.498,0.66,LM1  ; zneb mosfire oct12+nov13,,,,,,,,,
Q0142-BX255,1587405100.0,1.0,26.35458,-9.73581,520.89,1803.21,BX255,Q0142,25.35,,1.29,yes,-1.0,-1.0,2.631,GAL,,Q0142-BX255,2.631,0.32,zneb mosfire nov13,,,,,,,,,
Q0142-BX256,49443959000.0,19.0,26.31555,-9.70356,1374.31,1804.76,BX256,Q0142,23.91,,0.88,yes,2.321,-2.0,-1.0,AGN,,Q0142-BX256,2.321,0.32,,,,,,,,,,
Q0142-BX257,19962329000.0,10.0,26.32703,-9.7126,1128.15,1810.15,BX257,Q0142,24.24,,1.07,yes,2.674,-2.0,-1.0,STAR,,Q0142-BX257,2.674,0.55,,,,,,,,,,
Q0142-BX259,2893365200.0,18.0,26.34988,-9.73058,638.34,1821.03,BX259,Q0142,23.63,,0.89,yes,2.676,2.667,-1.0,GAL,,Q0142-BX259,2.667,0.27,q0142_ext 10/17;,,,,,,,,,
Q0142-BX261,5110708700.0,16.0,26.373,-9.74836,147.25,1837.39,BX261,Q0142,23.55,,0.7,yes,2.075,2.067,-1.0,GAL,,Q0142-BX261,2.067,0.18,,,,,,,,,,
Q0142-BX266,873191100.0,13.0,26.34043,-9.71753,902.12,1890.04,BX266,Q0142,24.76,,1.15,yes,2.503,-2.0,2.4982,GAL,,Q0142-BX266,2.4982,0.32,q0142_ext 10/17; LM1; nz; m6+m9; zneb mosfire oct12+nov13,,,,,,,,,
Q0142-BX27,4215048400.0,8.0,26.26484,-9.78932,1090.84,135.43,BX27,Q0142,24.62,,0.8,yes,2.403,2.398,-1.0,GAL,,Q0142-BX27,2.398,0.38,,,,,,,,,,
Q0142-BX273,5587195900.0,2.0,26.32065,-9.69682,1382.25,1947.98,BX273,Q0142,24.96,,0.8,yes,2.046,2.044,-1.0,GAL,,Q0142-BX273,2.044,0.16,lris LM1 9/14; m10,,,,,,,,,
Q0142-BX280,13624952000.0,5.0,26.36608,-9.73022,433.99,2000.34,BX280,Q0142,24.32,,0.89,yes,-2.0,2.371,-1.0,GAL,,Q0142-BX280,2.371,0.29,"nz;  m6+N4, good",,,,,,,,,
Q0142-BX3,4039299600.0,3.0,26.28796,-9.81825,478.2,5.9,BX3,Q0142,24.94,,0.81,yes,2.064,2.063,-1.0,GAL,,Q0142-BX3,2.063,0.08,z    from m9,,,,,,,,,
Q0142-BX30,9910676500.0,3.0,26.29206,-9.80943,521.7,165.55,BX30,Q0142,24.75,,0.76,yes,2.215,-2.0,2.2138,GAL,,Q0142-BX30,2.2138,0.14,q0142_ext 10/17; zneb msfr3 9/15; LM1 9/14,,,,,,,,,
Q0142-BX32,4195838500.0,1.0,26.25563,-9.77714,1342.04,195.59,BX32,Q0142,25.16,,0.62,yes,-1.0,-1.0,2.0711,GAL,,Q0142-BX32,2.0711,0.1,"rk_H,K",,,,,,,,,
Q0142-BX34,4663385100.0,4.0,26.29651,-9.81026,455.46,202.65,BX34,Q0142,24.74,,0.96,yes,2.856,-2.0,-1.0,GAL,,Q0142-BX34,2.856,0.13,"m10, Lya only",,,,,,,,,
Q0142-BX37,3836030200.0,7.0,26.29411,-9.80605,532.22,231.9,BX37,Q0142,24.39,,0.88,yes,-2.0,2.208,2.2626,GAL,,Q0142-BX37,2.2626,0.29,q0142_ext 10/17; zneb msfr3 9/15; z from m9,,,,,,,,,
Q0142-BX40,48767488000.0,30.0,26.28936,-9.80158,642.01,239.22,BX40,Q0142,23.26,,1.04,yes,2.4,2.3932,2.3924,GAL,,Q0142-BX40,2.3924,0.52,lris LM1 9/14; zneb mosfire nov13,,,,,,,,,
Q0142-BX41,4247373100.0,8.0,26.28542,-9.79669,745.98,260.77,BX41,Q0142,24.43,,1.01,yes,-2.0,2.117,2.1162,GAL,,Q0142-BX41,2.1162,0.27,zneb msfr3 9/15; z from m11,,,,,,,,,
Q0142-BX42,4230186000.0,2.0,26.28538,-9.79629,750.85,265.58,BX42,Q0142,25.08,,1.05,yes,-1.0,-1.0,2.215,GAL,,Q0142-BX42,2.215,0.26,"rk_H,K; no signifiant Ha?; zneb msfr hiprijk1",,,,,,,,,
Q0142-BX44,28797831000.0,9.0,26.28244,-9.79284,826.26,279.05,BX44,Q0142,24.47,,1.25,yes,-2.0,2.004,-2.0,GAL,,Q0142-BX44,2.004,0.63,"check again!; rk_H; very broad O3,Kz from m9",,,,,,,,,
Q0142-BX48,11220316000.0,4.0,26.29581,-9.8017,557.81,307.16,BX48,Q0142,24.69,,1.06,yes,-2.0,2.224,2.2249,GAL,,Q0142-BX48,2.2249,0.37,"rk_H,K;lris LM1 9/14; zneb, mosfire 9/2012",,,,,,,,,
Q0142-BX49,7251820500.0,9.0,26.29706,-9.80323,525.06,300.61,BX49,Q0142,24.02,,0.87,yes,2.006,-2.0,-1.0,GAL,,Q0142-BX49,2.006,0.55,q0142_ext 10/17;,,,,,,,,,
Q0142-BX5,4894344200.0,38.0,26.27104,-9.80331,858.58,19.12,BX5,Q0142,24.93,,1.22,yes,-2.0,2.3923,2.3921,GAL,,Q0142-BX5,2.3921,0.58,"LM1; zneb msfr3 9/15; lris LM1 9/14; 2nd ap on LM1 BX5 slit (BX5b) is off
26.28836000   -9.79558000      720.30     306.99 BX50       Q0142     24.66      0.21     0.57   yes   -2.0000  -2.0000  -1.0000 ---    ""
26.29177000   -9.79730000      657.72     321.22 BX51       Q0142     25.22      0.33     1.00   yes   -1.0000  -1.0000  -1.0000 ---    ""
26.26927000   -9.77947000     1141.34     312.12 BX52       Q0142     24.20      0.34     0.97   yes   -2.0000  -2.0000  -1.0000 ---    m1,m9,m10""",,,,,,,,,
Q0142-BX53,77878632000.0,24.0,26.31921,-9.81956,62.32,325.52,BX53,Q0142,24.14,,0.58,yes,-2.0,2.05,2.0043,GAL,,Q0142-BX53,2.0043,0.19,"rk_H; has O3 next to bright continuum;,Kzneb msfr 2014",,,,,,,,,
Q0142-BX61,15101216000.0,9.0,26.28941,-9.79121,754.46,375.51,BX61,Q0142,23.98,,0.9,yes,2.075,2.069,2.0704,GAL,,Q0142-BX61,2.0704,0.39,zneb msfr3 9/15 (double emission lines); nz; m6+m8; lris LM1 9/14,,,,,,,,,
Q0142-BX62,38567252000.0,15.0,26.30416,-9.80312,435.01,378.56,BX62,Q0142,24.96,,1.46,yes,-2.0,-2.0,2.2237,GAL,,Q0142-BX62,2.2237,0.56,"rk_H,K;zneb msfr hiprih1",,,,,,,,,
Q0142-BX67,6765286400.0,10.0,26.27925,-9.77968,1010.78,416.94,BX67,Q0142,24.2,,0.71,yes,2.112,2.111,2.115,GAL,,Q0142-BX67,2.115,0.28,zneb msfr3 9/15; nz; m9,,,,,,,,,
Q0142-BX68,6706884600.0,4.0,26.26511,-9.76559,1346.18,448.97,BX68,Q0142,24.48,,0.66,yes,2.224,2.221,2.2209,GAL,,Q0142-BX68,2.2209,0.28,zneb msfr3 9/15,,,,,,,,,
Q0142-BX69,1256043900.0,3.0,26.2608,-9.76135,1447.82,458.01,BX69,Q0142,25.36,,1.21,yes,-2.0,2.142,-1.0,GAL,,Q0142-BX69,2.142,0.37,?not sure,,,,,,,,,
Q0142-BX70,13423449000.0,16.0,26.30193,-9.79453,557.35,466.99,BX70,Q0142,24.42,,1.12,yes,-2.0,2.1157,2.1163,GAL,,Q0142-BX70,2.1163,0.37,lris LM1 9/14; zneb msfr 2014; nz; m5+m10,,,,,,,,,
Q0142-BX73,4279878400.0,3.0,26.28044,-9.77617,1033.77,475.72,BX73,Q0142,24.26,,0.3,yes,2.08,2.069,-1.0,GAL,,Q0142-BX73,2.069,-0.01,nz;  m11,,,,,,,,,
Q0142-BX75,3760520200.0,11.0,26.31672,-9.80508,252.22,488.26,BX75,Q0142,24.14,,0.58,yes,2.42,2.414,2.4175,GAL,,Q0142-BX75,2.4175,0.01,q0142_ext 10/17; rk_H; Ha has a very broad base; Kzneb mosfire nov13,,,,,,,,,
Q0142-BX76,4316819500.0,5.0,26.28228,-9.77651,1006.41,491.1,BX76,Q0142,24.35,,0.57,yes,-2.0,2.071,2.0718,GAL,,Q0142-BX76,2.0718,0.08,"rk_H,K;nz; m9",,,,,,,,,
Q0142-BX81,7555961300.0,11.0,26.30978,-9.79588,441.74,533.92,BX81,Q0142,24.15,,1.17,yes,-2.0,2.5005,2.5026,GAL,,Q0142-BX81,2.5026,0.44,nz;  m5; LM1 9/14; zneb mosfire nov13; BX81b at zneb=2.0814=BM68,,,,,,,,,
Q0142-BX89,9992257500.0,12.0,26.2639,-9.75547,1472.11,568.4,BX89,Q0142,24.29,,1.18,yes,-2.0,2.382,2.3905,GAL,,Q0142-BX89,2.3905,0.33,"rk_H,K",,,,,,,,,
Q0142-BX9,7565252600.0,3.0,26.30273,-9.82738,188.83,45.55,BX9,Q0142,24.8,,1.25,yes,2.266,-2.0,-1.0,GAL,,Q0142-BX9,2.266,0.56,q0142_ext 10/17; z from m11,,,,,,,,,
Q0142-BX94,15268766000.0,19.0,26.26532,-9.75545,1454.08,583.97,BX94,Q0142,23.97,,1.18,yes,-2.0,2.389,-1.0,GAL,,Q0142-BX94,2.389,0.36,z    from m10,,,,,,,,,
Q0142-BX97,47387177000.0,14.0,26.31274,-9.79177,448.52,619.63,BX97,Q0142,24.25,,0.68,yes,-2.0,-2.0,2.0257,GAL,,Q0142-BX97,2.0257,0.33,"nebz, mosfire Sep 2012+nov13; nz; m6+m8",,,,,,,,,
Q0142-C1,26519351000.0,33.0,26.2862,-9.80041,695.38,220.48,C1,Q0142,23.81,,3.14,yes,-2.0,3.001,3.0006,GAL,,Q0142-C1,3.0006,0.74,"rk_H,K;z from m11",,,,,,,,,
Q0142-C12,5354021900.0,10.0,26.33197,-9.74513,709.93,1437.5,C12,Q0142,24.26,,3.06,yes,2.9295,2.9216,2.9237,GAL,,Q0142-C12,2.9237,0.56,q0142_ext 10/17; zneb msfr3 9/15 + others,,,,,,,,,
Q0142-C19,9076260900.0,18.0,26.35774,-9.73099,532.82,1900.38,C19,Q0142,23.98,,3.08,yes,-2.0,2.837,-1.0,GAL,,Q0142-C19,2.837,0.67,?,,,,,,,,,
Q0142-C20,44322927000.0,22.0,26.32072,-9.69034,1452.01,2033.57,C20,Q0142,24.86,,2.6,yes,-2.0,2.908,-1.0,GAL,,Q0142-C20,2.908,0.58,,,,,,,,,,
Q0142-C3,4415262700.0,13.0,26.28021,-9.76118,1200.21,669.47,C3,Q0142,24.69,,2.66,yes,-2.0,2.843,-1.0,GAL,,Q0142-C3,2.843,0.69,nz;  m11,,,,,,,,,
Q0142-C6,3999078900.0,6.0,26.32528,-9.77385,482.75,989.38,C6,Q0142,24.87,,2.59,yes,-1.0,-1.0,2.6559,GAL,,Q0142-C6,2.6559,0.58,"based on Hb in H; rk_H,K",,,,,,,,,
Q0142-C9,12945043000.0,6.0,26.3299,-9.75785,597.83,1248.65,C9,Q0142,24.52,,2.67,yes,3.109,3.102,-1.0,GAL,,Q0142-C9,3.102,0.67,,,,,,,,,,
Q0142-D13,10895418000.0,5.0,26.30076,-9.74065,1159.97,1159.75,D13,Q0142,24.85,,2.59,yes,-2.0,2.725,-1.0,GAL,,Q0142-D13,2.725,0.52,,,,,,,,,,
Q0142-D14,2539245600.0,8.0,26.30876,-9.74692,988.76,1163.9,D14,Q0142,25.17,,2.42,yes,2.832,2.832,-1.0,GAL,,Q0142-D14,2.832,0.55,,,,,,,,,,
Q0142-D15,6405044200.0,4.0,26.31295,-9.74738,929.89,1203.04,D15,Q0142,24.73,,2.25,yes,2.825,2.818,-1.0,GAL,,Q0142-D15,2.818,0.43,,,,,,,,,,
Q0142-D17,8314807800.0,4.0,26.337,-9.75101,581.15,1414.73,D17,Q0142,24.97,,2.56,yes,-2.0,2.76,-1.0,GAL,,Q0142-D17,2.76,0.56,nz:  m11,,,,,,,,,
Q0142-D20,3736071200.0,18.0,26.32721,-9.72304,1011.99,1675.41,D20,Q0142,23.75,,1.97,yes,-2.0,2.818,-1.0,GAL,,Q0142-D20,2.818,0.34,,,,,,,,,,
Q0142-D22,29275912000.0,14.0,26.31164,-9.69644,1502.22,1855.82,D22,Q0142,23.91,,2.2,yes,2.67,2.668,-1.0,GAL,,Q0142-D22,2.668,0.5,"m2,m8; z from m8",,,,,,,,,
Q0142-M10,49214386000.0,24.0,26.32723,-9.7585,625.07,1211.37,M10,Q0142,24.06,,2.53,yes,-2.0,2.816,-1.0,GAL,,Q0142-M10,2.816,1.2,z    from m10,,,,,,,,,
Q0142-M11,2598917100.0,2.0,26.32774,-9.74773,735.95,1357.87,M11,Q0142,25.34,,1.9,yes,3.137,-2.0,-1.0,GAL,,Q0142-M11,3.137,0.85,,,,,,,,,,
Q0142-MD12,63911395000.0,25.0,26.29626,-9.7911,667.63,450.78,MD12,Q0142,24.32,,1.63,yes,2.2234,2.223,2.2244,GAL,,Q0142-MD12,2.2244,0.47,"rk_H,K; v. bright H continuum, broad O3,Hb",,,,,,,,,
Q0142-MD14,5552342000.0,3.0,26.2652,-9.76052,1400.33,516.31,MD14,Q0142,24.95,,1.82,yes,2.7319,-2.0,-1.0,GAL,,Q0142-MD14,2.7319,0.39,,,,,,,,,,
Q0142-MD15,14508598000.0,9.0,26.29911,-9.78517,695.67,559.13,MD15,Q0142,24.25,,1.76,yes,-2.0,2.6647,-1.0,GAL,,Q0142-MD15,2.6647,0.59,nz;  m1,,,,,,,,,
Q0142-MD17,13024725000.0,41.0,26.28366,-9.76892,1071.46,605.34,MD17,Q0142,23.23,,2.03,yes,2.797,2.7896,-1.0,GAL,,Q0142-MD17,2.7896,0.65,,,,,,,,,,
Q0142-MD20,9868244000.0,7.0,26.31676,-9.78337,488.45,772.92,MD20,Q0142,24.56,,1.97,yes,2.5062,2.4991,2.5007,GAL,,Q0142-MD20,2.5007,0.57,"lris LM1 9/14; nebz, mosfire Sep 2012+nov13",,,,,,,,,
Q0142-MD21,273240130.0,5.0,26.32265,-9.78128,435.53,863.76,MD21,Q0142,25.33,,1.67,yes,2.7405,-2.0,-1.0,GAL,,Q0142-MD21,2.7405,0.6,observed as as NB3464 on N2 mask,,,,,,,,,
Q0142-MD23,11225264000.0,7.0,26.31248,-9.74691,941.05,1204.13,MD23,Q0142,25.05,,2.2,yes,-2.0,2.824,-1.0,GAL,,Q0142-MD23,2.824,0.92,,,,,,,,,,
Q0142-MD26,2107235100.0,8.0,26.31896,-9.73429,995.37,1439.2,MD26,Q0142,24.7,,1.54,yes,2.6716,2.662,-1.0,GAL,,Q0142-MD26,2.662,0.32,q0142_ext 10/17;,,,,,,,,,
Q0142-MD27,1165480700.0,11.0,26.33316,-9.74304,717.42,1477.69,MD27,Q0142,24.56,,1.76,yes,2.8228,-2.0,-1.0,GAL,,Q0142-MD27,2.8228,0.39,,,,,,,,,,
Q0142-MD28,30608175000.0,12.0,26.35152,-9.75647,334.96,1499.73,MD28,Q0142,24.35,,1.46,yes,-2.0,2.28,-1.0,GAL,,Q0142-MD28,2.28,0.44,,,,,,,,,,
Q0142-MD32,4204879400.0,2.0,26.32116,-9.72229,1097.95,1620.02,MD32,Q0142,25.46,,1.3,yes,2.673,2.665,-1.0,GAL,,Q0142-MD32,2.665,0.15,,,,,,,,,,
Q0142-MD33,4013276400.0,8.0,26.31982,-9.72063,1133.28,1627.31,MD33,Q0142,24.18,,1.33,yes,2.672,2.664,-1.0,GAL,,Q0142-MD33,2.664,0.21,,,,,,,,,,
Q0142-MD36,11852077000.0,7.0,26.33492,-9.73015,835.35,1665.42,MD36,Q0142,24.34,,2.04,yes,-2.0,2.819,-1.0,GAL,,Q0142-MD36,2.819,0.55,,,,,,,,,,
Q0142-MD37,961701570.0,3.0,26.36203,-9.74324,344.1,1786.22,MD37,Q0142,25.25,,1.56,yes,2.7661,-2.0,-1.0,GAL,,Q0142-MD37,2.7661,0.12,obs  as NB7005 on N1,,,,,,,,,
Q0142-MD38,10233071000.0,12.0,26.31523,-9.70464,1366.65,1787.17,MD38,Q0142,24.14,,2.34,yes,3.017,3.015,-1.0,GAL,,Q0142-MD38,3.015,0.87,m8;  app. LyC det,,,,,,,,,
Q0142-MD41,60340310000.0,24.0,26.34338,-9.71834,855.36,1911.23,MD41,Q0142,24.55,,1.89,yes,-2.0,2.285,-1.0,GAL,,Q0142-MD41,2.285,0.54,nz;  m10,,,,,,,,,
Q0142-MD42,4402143200.0,3.0,26.37986,-9.74816,61.23,1913.94,MD42,Q0142,24.93,,1.18,yes,2.6404,-2.0,-1.0,GAL,,Q0142-MD42,2.6404,0.11,nz;  N6,,,,,,,,,
Q0142-MD44,16829068000.0,42.0,26.3393,-9.70729,1028.3,2011.93,MD44,Q0142,23.71,,2.11,yes,-2.0,3.052,-1.0,GAL,,Q0142-MD44,3.052,1.02,"on   m1,m2",,,,,,,,,
Q0142-Q0142,3455884700000.0,17320.0,26.31908,-9.75481,770.07,1171.84,Q0142,Q0142,99.0,,9.0,n/a,2.7434,-2.0,-1.0,QSO,,Q0142-Q0142,2.7434,9.0,,,,,,,,,,
Q0142-RK102,120905540000.0,48.0,26.33566,-9.73265,798.57,1640.67,RK102,Q0142,24.1,,0.85,yes,2.2861,2.2819,2.2831,GAL,,Q0142-RK102,2.2831,0.84,lris LM1 9/14; zneb mosfire nov13,,,,,,,,,
