10.392901343601752, 1.4438168619379029e-18
11.12004052636362, 1.3989787891127685e-18
11.898053990870997, 1.3572448095445024e-18
12.730501155464234, 1.310677282552817e-18
13.621190473133177, 1.2678389023289648e-18
14.57419685522257, 1.2207392204052816e-18
15.593880314186734, 1.173906975528855e-18
16.684905910684364, 1.1246058828822277e-18
17.852265096271434, 1.0733043788146745e-18
19.10129854933532, 1.025636553292472e-18
20.437720608744637, 9.714664476654526e-19
21.86764541699918, 9.189969742490475e-19
23.397614892484697, 8.660764703961472e-19
25.03462865880629, 8.131193208100051e-19
26.78617606812699, 7.585987547491498e-19
28.660270465018815, 7.04170478086004e-19
30.665485847583547, 6.528230234753569e-19
32.81099609356844, 5.991406661962094e-19
35.10661693093626, 5.477949394283382e-19
37.56285084490588, 4.976993091159209e-19
40.19093512691304, 4.493408100949508e-19
43.0028932853161, 4.0211327960314455e-19
46.01159005305083, 3.58037742991446e-19
49.230790243895235, 3.155912054816664e-19
52.67522172661159, 2.7573043093454134e-19
56.360642805073844, 2.375833905303482e-19
60.30391431264425, 2.0394043180493093e-19
64.52307675063213, 1.724305140726188e-19
69.03743282374352, 1.4468938688644923e-19
73.86763575012263, 1.1973766884735247e-19
79.0357837500036, 9.858997677063285e-20
85.31149622990023, 7.596674653354319e-20
90.91583480606333, 5.910623846616851e-20
97.23025675332438, 4.284574383400113e-20
102.63537769374894, 3.555705335588546e-20
