name,RA,Dec,comments
LAE1802,238.1778833,19.1989394, point=cross 14 color=cyan width=2
LAE1803,237.9521333,19.2008303, point=cross 14 color=cyan width=2
LAE1804,237.9472667,19.2004833, point=cross 14 color=cyan width=2
LAE1805,238.1011375,19.2009350, point=cross 14 color=cyan width=2
LAE1808,237.7926250,19.2016431, point=cross 14 color=cyan width=2
LAE1809,237.7448125,19.1996006, point=cross 14 color=cyan width=2
LAE1813,237.8736417,19.2019864, point=cross 14 color=cyan width=2
LAE1818,238.0965458,19.2025606, point=cross 14 color=cyan width=2
LAE1822,237.8342542,19.2034244, point=cross 14 color=cyan width=2
LAE1824,238.0452792,19.2031347, point=cross 14 color=cyan width=2
LAE1834,237.7771208,19.2041975, point=cross 14 color=cyan width=2
LAE1836,238.0716583,19.2039461, point=cross 14 color=cyan width=2
LAE1845,238.0716417,19.2046147, point=cross 14 color=cyan width=2
LAE1846,237.9411625,19.2064003, point=cross 14 color=cyan width=2
LAE1850,237.7581125,19.2071806, point=cross 14 color=cyan width=2
LAE1851,237.9857333,19.2073344, point=cross 14 color=cyan width=2
LAE1853,237.7568833,19.2076369, point=cross 14 color=cyan width=2
LAE1854,238.0748500,19.2076342, point=cross 14 color=cyan width=2
LAE1855,237.8940667,19.2071131, point=cross 14 color=cyan width=2
LAE1861,238.1044208,19.2087889, point=cross 14 color=cyan width=2
LAE1862,237.9429958,19.2090639, point=cross 14 color=cyan width=2
LAE1863,238.0762417,19.2089472, point=cross 14 color=cyan width=2
LAE1864,238.1324542,19.2091600, point=cross 14 color=cyan width=2
LAE1865,237.8837833,19.2087939, point=cross 14 color=cyan width=2
LAE1866,237.8454542,19.2085744, point=cross 14 color=cyan width=2
LAE1871,238.0674125,19.2100961, point=cross 14 color=cyan width=2
LAE1872,237.9437125,19.2106542, point=cross 14 color=cyan width=2
LAE1876,237.9848333,19.2115914, point=cross 14 color=cyan width=2
LAE1878,238.1570625,19.2113136, point=cross 14 color=cyan width=2
LAE1882,237.8930792,19.2111117, point=cross 14 color=cyan width=2
LAE1883,237.9919583,19.2072736, point=cross 14 color=cyan width=2
LAE1889,237.9573667,19.2131783, point=cross 14 color=cyan width=2
LAE1890,238.0604875,19.2133578, point=cross 14 color=cyan width=2
LAE1892,238.0078417,19.2138069, point=cross 14 color=cyan width=2
LAE1897,237.8016500,19.2142961, point=cross 14 color=cyan width=2
LAE1898,238.0145125,19.2138539, point=cross 14 color=cyan width=2
LAE1901,237.8922917,19.2139825, point=cross 14 color=cyan width=2
LAE1902,238.0655875,19.2155683, point=cross 14 color=cyan width=2
LAE1904,238.0145042,19.2160583, point=cross 14 color=cyan width=2
LAE1905,238.0149417,19.2140144, point=cross 14 color=cyan width=2
LAE1906,237.9948417,19.2166794, point=cross 14 color=cyan width=2
LAE1907,237.8853875,19.2162442, point=cross 14 color=cyan width=2
LAE1908,237.7624458,19.2168103, point=cross 14 color=cyan width=2
LAE1910,238.1635792,19.2149944, point=cross 14 color=cyan width=2
LAE1911,238.1183292,19.2169378, point=cross 14 color=cyan width=2
LAE1914,237.9064583,19.2172814, point=cross 14 color=cyan width=2
LAE1916,238.0138500,19.2145289, point=cross 14 color=cyan width=2
LAE1917,237.9753750,19.2178086, point=cross 14 color=cyan width=2
LAE1918,238.0791333,19.2178428, point=cross 14 color=cyan width=2
LAE1922,237.8200292,19.2181425, point=cross 14 color=cyan width=2
LAE1923,237.9870000,19.2184214, point=cross 14 color=cyan width=2
LAE1924,238.1183333,19.2186803, point=cross 14 color=cyan width=2
LAE1925,238.1028708,19.2177694, point=cross 14 color=cyan width=2
LAE1926,238.0831333,19.2190050, point=cross 14 color=cyan width=2
LAE1931,237.8234042,19.2184983, point=cross 14 color=cyan width=2
LAE1933,237.8071292,19.2191853, point=cross 14 color=cyan width=2
LAE1936,237.9512833,19.2203656, point=cross 14 color=cyan width=2
LAE1937,237.8731000,19.2202369, point=cross 14 color=cyan width=2
LAE1938,237.9153958,19.2208053, point=cross 14 color=cyan width=2
LAE1940,238.0536583,19.2217575, point=cross 14 color=cyan width=2
LAE1943,238.0864583,19.2219344, point=cross 14 color=cyan width=2
LAE1944,237.9308625,19.2220828, point=cross 14 color=cyan width=2
LAE1945,238.1360167,19.2223306, point=cross 14 color=cyan width=2
LAE1946,237.9829500,19.2233469, point=cross 14 color=cyan width=2
LAE1948,237.9905583,19.2242986, point=cross 14 color=cyan width=2
LAE1953,237.9260125,19.2248489, point=cross 14 color=cyan width=2
LAE1954,237.8082042,19.2251039, point=cross 14 color=cyan width=2
LAE1957,237.9183458,19.2256519, point=cross 14 color=cyan width=2
LAE1958,237.8500667,19.2260047, point=cross 14 color=cyan width=2
LAE1959,238.0582583,19.2259264, point=cross 14 color=cyan width=2
LAE1961,237.9443375,19.2266064, point=cross 14 color=cyan width=2
LAE1963,237.9038250,19.2266858, point=cross 14 color=cyan width=2
LAE1970,237.9290500,19.2273903, point=cross 14 color=cyan width=2
LAE1977,237.7722875,19.2290717, point=cross 14 color=cyan width=2
LAE1978,237.9544250,19.2291397, point=cross 14 color=cyan width=2
LAE1979,238.0701708,19.2295389, point=cross 14 color=cyan width=2
LAE1980,237.8233000,19.2290747, point=cross 14 color=cyan width=2
LAE1981,237.9850958,19.2293728, point=cross 14 color=cyan width=2
LAE1982,238.0633208,19.2286917, point=cross 14 color=cyan width=2
LAE1991,238.1181250,19.2306989, point=cross 14 color=cyan width=2
LAE1994,238.1027750,19.2319269, point=cross 14 color=cyan width=2
LAE1995,237.7563583,19.2321708, point=cross 14 color=cyan width=2
LAE1997,238.0551208,19.2318339, point=cross 14 color=cyan width=2
LAE1998,237.8439625,19.2327419, point=cross 14 color=cyan width=2
LAE2000,237.9029083,19.2329572, point=cross 14 color=cyan width=2
LAE2002,237.7932167,19.2336225, point=cross 14 color=cyan width=2
LAE2008,237.8029625,19.2344581, point=cross 14 color=cyan width=2
LAE2009,237.7960333,19.2334625, point=cross 14 color=cyan width=2
LAE2012,237.7972875,19.2358256, point=cross 14 color=cyan width=2
LAE2013,238.1311583,19.2355633, point=cross 14 color=cyan width=2
LAE2014,237.7972958,19.2364636, point=cross 14 color=cyan width=2
LAE2015,238.1545458,19.2362842, point=cross 14 color=cyan width=2
LAE2016,237.8667667,19.2352675, point=cross 14 color=cyan width=2
LAE2017,237.7963458,19.2371261, point=cross 14 color=cyan width=2
LAE2021,237.8169792,19.2385994, point=cross 14 color=cyan width=2
LAE2022,237.9587750,19.2386144, point=cross 14 color=cyan width=2
LAE2023,238.1750000,19.2385256, point=cross 14 color=cyan width=2
LAE2030,238.0403333,19.2406719, point=cross 14 color=cyan width=2
LAE2036,237.9114917,19.2421361, point=cross 14 color=cyan width=2
LAE2037,237.9846417,19.2413122, point=cross 14 color=cyan width=2
LAE2043,237.8748000,19.2422917, point=cross 14 color=cyan width=2
LAE2044,237.7747375,19.2428525, point=cross 14 color=cyan width=2
LAE2045,238.1581542,19.2429106, point=cross 14 color=cyan width=2
LAE2046,237.9278167,19.2435425, point=cross 14 color=cyan width=2
LAE2051,237.9088167,19.2439392, point=cross 14 color=cyan width=2
LAE2052,237.9387333,19.2437547, point=cross 14 color=cyan width=2
LAE2055,238.1582042,19.2441636, point=cross 14 color=cyan width=2
LAE2058,238.1672083,19.2445711, point=cross 14 color=cyan width=2
LAE2060,238.0787458,19.2447144, point=cross 14 color=cyan width=2
LAE2062,238.1499083,19.2453358, point=cross 14 color=cyan width=2
LAE2063,238.1716000,19.2456186, point=cross 14 color=cyan width=2
LAE2064,238.0581208,19.2453189, point=cross 14 color=cyan width=2
LAE2067,237.8657417,19.2462736, point=cross 14 color=cyan width=2
LAE2068,238.0707125,19.2472256, point=cross 14 color=cyan width=2
LAE2070,237.7991917,19.2473603, point=cross 14 color=cyan width=2
LAE2071,237.8458500,19.2467642, point=cross 14 color=cyan width=2
LAE2072,237.8428042,19.2472861, point=cross 14 color=cyan width=2
LAE2073,238.1398417,19.2479089, point=cross 14 color=cyan width=2
LAE2074,238.0551125,19.2485300, point=cross 14 color=cyan width=2
LAE2077,237.9041667,19.2482742, point=cross 14 color=cyan width=2
LAE2078,238.1397000,19.2482158, point=cross 14 color=cyan width=2
LAE2079,237.9626708,19.2497244, point=cross 14 color=cyan width=2
LAE2081,238.1599542,19.2491017, point=cross 14 color=cyan width=2
LAE2087,238.0275292,19.2515325, point=cross 14 color=cyan width=2
LAE2088,238.1464667,19.2511467, point=cross 14 color=cyan width=2
LAE2092,238.0007042,19.2503683, point=cross 14 color=cyan width=2
LAE2095,237.8003792,19.2529356, point=cross 14 color=cyan width=2
LAE2097,237.8307667,19.2536633, point=cross 14 color=cyan width=2
LAE2100,237.7871833,19.2541297, point=cross 14 color=cyan width=2
LAE2108,238.1682917,19.2546425, point=cross 14 color=cyan width=2
LAE2116,238.1749917,19.2563294, point=cross 14 color=cyan width=2
LAE2118,237.8410167,19.2560714, point=cross 14 color=cyan width=2
LAE2119,237.8697750,19.2566258, point=cross 14 color=cyan width=2
LAE2120,238.0144917,19.2569697, point=cross 14 color=cyan width=2
LAE2124,237.8601208,19.2570172, point=cross 14 color=cyan width=2
LAE2125,238.0111125,19.2565006, point=cross 14 color=cyan width=2
LAE2133,238.0573417,19.2589183, point=cross 14 color=cyan width=2
LAE2137,237.9246500,19.2599322, point=cross 14 color=cyan width=2
LAE2141,238.0529542,19.2609611, point=cross 14 color=cyan width=2
LAE2142,237.7891250,19.2598572, point=cross 14 color=cyan width=2
LAE2143,237.9427208,19.2607758, point=cross 14 color=cyan width=2
LAE2145,238.0520667,19.2605053, point=cross 14 color=cyan width=2
LAE2146,237.9295833,19.2611725, point=cross 14 color=cyan width=2
LAE2148,237.7891792,19.2608583, point=cross 14 color=cyan width=2
LAE2149,238.1242083,19.2609361, point=cross 14 color=cyan width=2
LAE2153,237.9517333,19.2585258, point=cross 14 color=cyan width=2
LAE2160,237.7778042,19.2631781, point=cross 14 color=cyan width=2
LAE2162,238.1264708,19.2634608, point=cross 14 color=cyan width=2
LAE2164,237.7428042,19.2640794, point=cross 14 color=cyan width=2
LAE2169,238.0148167,19.2645844, point=cross 14 color=cyan width=2
LAE2171,237.9200792,19.2647636, point=cross 14 color=cyan width=2
LAE2173,237.7990000,19.2657164, point=cross 14 color=cyan width=2
LAE2177,237.9698875,19.2648478, point=cross 14 color=cyan width=2
LAE2183,237.7629458,19.2684839, point=cross 14 color=cyan width=2
LAE2185,238.0101083,19.2689747, point=cross 14 color=cyan width=2
LAE2191,238.0466000,19.2700858, point=cross 14 color=cyan width=2
LAE2192,238.0136125,19.2702044, point=cross 14 color=cyan width=2
LAE2194,237.7657083,19.2708439, point=cross 14 color=cyan width=2
LAE2195,237.8487125,19.2703975, point=cross 14 color=cyan width=2
LAE2197,238.1360792,19.2721586, point=cross 14 color=cyan width=2
LAE2198,237.8307958,19.2709831, point=cross 14 color=cyan width=2
LAE2200,237.8312792,19.2706606, point=cross 14 color=cyan width=2
LAE2201,237.7846167,19.2730519, point=cross 14 color=cyan width=2
LAE2202,238.1550792,19.2717544, point=cross 14 color=cyan width=2
LAE2204,238.1096833,19.2732844, point=cross 14 color=cyan width=2
LAE2205,238.1712917,19.2738825, point=cross 14 color=cyan width=2
LAE2206,237.9818500,19.2741244, point=cross 14 color=cyan width=2
LAE2207,238.0643417,19.2744761, point=cross 14 color=cyan width=2
LAE2212,238.1188750,19.2745644, point=cross 14 color=cyan width=2
LAE2213,238.1311417,19.2734886, point=cross 14 color=cyan width=2
LAE2218,238.1235083,19.2777481, point=cross 14 color=cyan width=2
LAE2219,237.7849875,19.2780789, point=cross 14 color=cyan width=2
LAE2222,237.7909667,19.2785433, point=cross 14 color=cyan width=2
LAE2223,237.8015958,19.2784958, point=cross 14 color=cyan width=2
LAE2224,238.1778958,19.2783064, point=cross 14 color=cyan width=2
LAE2225,237.8157708,19.2780697, point=cross 14 color=cyan width=2
LAE2226,237.9622167,19.2782942, point=cross 14 color=cyan width=2
LAE2229,237.8526750,19.2784103, point=cross 14 color=cyan width=2
LAE2230,238.1429125,19.2799922, point=cross 14 color=cyan width=2
LAE2233,237.8413917,19.2809283, point=cross 14 color=cyan width=2
LAE2239,238.1543458,19.2816069, point=cross 14 color=cyan width=2
LAE2241,237.9201333,19.2817969, point=cross 14 color=cyan width=2
LAE2243,237.7542750,19.2816611, point=cross 14 color=cyan width=2
LAE2245,238.0796000,19.2821969, point=cross 14 color=cyan width=2
LAE2246,237.7999625,19.2820767, point=cross 14 color=cyan width=2
LAE2249,237.7744708,19.2832786, point=cross 14 color=cyan width=2
LAE2256,238.1558875,19.2840536, point=cross 14 color=cyan width=2
LAE2257,237.8095375,19.2848322, point=cross 14 color=cyan width=2
LAE2259,238.1687375,19.2841700, point=cross 14 color=cyan width=2
LAE2260,237.7673542,19.2850617, point=cross 14 color=cyan width=2
LAE2261,238.1105125,19.2835828, point=cross 14 color=cyan width=2
LAE2266,238.0318250,19.2860078, point=cross 14 color=cyan width=2
LAE2270,237.8250875,19.2871297, point=cross 14 color=cyan width=2
LAE2272,237.9841125,19.2867131, point=cross 14 color=cyan width=2
LAE2273,237.7568417,19.2867308, point=cross 14 color=cyan width=2
LAE2276,238.1100667,19.2878594, point=cross 14 color=cyan width=2
LAE2281,237.7867750,19.2898089, point=cross 14 color=cyan width=2
LAE2283,237.7709458,19.2910586, point=cross 14 color=cyan width=2
LAE2289,238.0345167,19.2928894, point=cross 14 color=cyan width=2
LAE2294,237.9933500,19.2933747, point=cross 14 color=cyan width=2
LAE2295,237.8028833,19.2931578, point=cross 14 color=cyan width=2
LAE2296,238.1459333,19.2943814, point=cross 14 color=cyan width=2
LAE2303,238.0602042,19.2958947, point=cross 14 color=cyan width=2
LAE2305,237.7918000,19.2954853, point=cross 14 color=cyan width=2
LAE2307,237.8593458,19.2944892, point=cross 14 color=cyan width=2
LAE2308,237.8417417,19.2964481, point=cross 14 color=cyan width=2
LAE2309,238.0965583,19.2967219, point=cross 14 color=cyan width=2
LAE2310,237.8223833,19.2978356, point=cross 14 color=cyan width=2
LAE2312,237.7947792,19.2982633, point=cross 14 color=cyan width=2
LAE2313,238.1795833,19.2978497, point=cross 14 color=cyan width=2
LAE2316,238.1039000,19.2995506, point=cross 14 color=cyan width=2
LAE2319,237.7579417,19.2991008, point=cross 14 color=cyan width=2
LAE2323,237.7502917,19.3015683, point=cross 14 color=cyan width=2
LAE2325,237.7789292,19.3003631, point=cross 14 color=cyan width=2
LAE2330,237.7976042,19.3028000, point=cross 14 color=cyan width=2
LAE2332,237.8077500,19.3044800, point=cross 14 color=cyan width=2
LAE2333,237.8335333,19.3042097, point=cross 14 color=cyan width=2
LAE2334,237.8598958,19.3052506, point=cross 14 color=cyan width=2
LAE2338,238.1017875,19.3056514, point=cross 14 color=cyan width=2
LAE2341,237.8137458,19.3065292, point=cross 14 color=cyan width=2
LAE2344,238.1108917,19.3065808, point=cross 14 color=cyan width=2
LAE2345,238.0500458,19.3067058, point=cross 14 color=cyan width=2
LAE2351,238.1221708,19.3077958, point=cross 14 color=cyan width=2
LAE2352,238.0494833,19.3080511, point=cross 14 color=cyan width=2
LAE2353,238.1745042,19.3077517, point=cross 14 color=cyan width=2
LAE2358,238.0652417,19.3088561, point=cross 14 color=cyan width=2
LAE2359,237.8631708,19.3086597, point=cross 14 color=cyan width=2
LAE2361,238.0621958,19.3077303, point=cross 14 color=cyan width=2
LAE2363,238.1264750,19.3090072, point=cross 14 color=cyan width=2
LAE2364,237.9342458,19.3095264, point=cross 14 color=cyan width=2
LAE2365,238.1222875,19.3099506, point=cross 14 color=cyan width=2
LAE2366,238.0288625,19.3097647, point=cross 14 color=cyan width=2
LAE2367,237.7457500,19.3101519, point=cross 14 color=cyan width=2
LAE2369,238.1460708,19.3101247, point=cross 14 color=cyan width=2
LAE2370,238.1720667,19.3109714, point=cross 14 color=cyan width=2
LAE2371,237.8261875,19.3102461, point=cross 14 color=cyan width=2
LAE2372,238.1143917,19.3108694, point=cross 14 color=cyan width=2
LAE2375,237.8439375,19.3114242, point=cross 14 color=cyan width=2
LAE2378,237.7403792,19.3122511, point=cross 14 color=cyan width=2
LAE2379,238.0480833,19.3127192, point=cross 14 color=cyan width=2
LAE2387,238.1091708,19.3041611, point=cross 14 color=cyan width=2
LAE2388,238.0410083,19.3149114, point=cross 14 color=cyan width=2
LAE2390,238.1645750,19.3147456, point=cross 14 color=cyan width=2
LAE2392,237.7491792,19.3152867, point=cross 14 color=cyan width=2
LAE2393,238.1561042,19.3151000, point=cross 14 color=cyan width=2
LAE2398,237.7946875,19.3162847, point=cross 14 color=cyan width=2
LAE2399,237.7994542,19.3170064, point=cross 14 color=cyan width=2
LAE2400,237.7955500,19.3174731, point=cross 14 color=cyan width=2
LAE2401,237.8238375,19.3174975, point=cross 14 color=cyan width=2
LAE2406,237.7683417,19.3193900, point=cross 14 color=cyan width=2
LAE2410,238.0971208,19.3197939, point=cross 14 color=cyan width=2
LAE2412,238.1507500,19.3202728, point=cross 14 color=cyan width=2
LAE2415,238.1730833,19.3206261, point=cross 14 color=cyan width=2
LAE2416,237.7401542,19.3213561, point=cross 14 color=cyan width=2
LAE2417,237.8497292,19.3215069, point=cross 14 color=cyan width=2
LAE2418,238.1310375,19.3204169, point=cross 14 color=cyan width=2
LAE2424,237.9803292,19.3222942, point=cross 14 color=cyan width=2
LAE2425,237.8427958,19.3230044, point=cross 14 color=cyan width=2
LAE2426,237.7953917,19.3233589, point=cross 14 color=cyan width=2
LAE2427,237.9839000,19.3231639, point=cross 14 color=cyan width=2
LAE2428,237.8210375,19.3234778, point=cross 14 color=cyan width=2
LAE2435,237.8213208,19.3245342, point=cross 14 color=cyan width=2
LAE2441,237.9928833,19.3253767, point=cross 14 color=cyan width=2
LAE2443,237.9546458,19.3257147, point=cross 14 color=cyan width=2
LAE2445,237.8569458,19.3256856, point=cross 14 color=cyan width=2
LAE2446,238.1641292,19.3263256, point=cross 14 color=cyan width=2
LAE2450,237.8382458,19.3270103, point=cross 14 color=cyan width=2
LAE2451,238.1309375,19.3280761, point=cross 14 color=cyan width=2
LAE2453,237.8356583,19.3284667, point=cross 14 color=cyan width=2
LAE2457,237.7952708,19.3282181, point=cross 14 color=cyan width=2
LAE2458,237.7708125,19.3289222, point=cross 14 color=cyan width=2
LAE2460,237.7988458,19.3289069, point=cross 14 color=cyan width=2
LAE2461,237.9836917,19.3288608, point=cross 14 color=cyan width=2
LAE2464,238.0123958,19.3298697, point=cross 14 color=cyan width=2
LAE2465,237.9786417,19.3300439, point=cross 14 color=cyan width=2
LAE2466,237.9624500,19.3306400, point=cross 14 color=cyan width=2
LAE2467,238.0146542,19.3308961, point=cross 14 color=cyan width=2
LAE2468,238.1717875,19.3321000, point=cross 14 color=cyan width=2
LAE2471,238.0270667,19.3324914, point=cross 14 color=cyan width=2
LAE2472,238.0034625,19.3333214, point=cross 14 color=cyan width=2
LAE2474,238.0777917,19.3330322, point=cross 14 color=cyan width=2
LAE2477,237.8655292,19.3337667, point=cross 14 color=cyan width=2
LAE2483,238.1033917,19.3356467, point=cross 14 color=cyan width=2
LAE2484,237.9767625,19.3348769, point=cross 14 color=cyan width=2
LAE2491,237.9571792,19.3363428, point=cross 14 color=cyan width=2
LAE2493,237.7419042,19.3376025, point=cross 14 color=cyan width=2
LAE2494,238.0865667,19.3380522, point=cross 14 color=cyan width=2
LAE2495,238.0196750,19.3386008, point=cross 14 color=cyan width=2
LAE2499,237.9792917,19.3393369, point=cross 14 color=cyan width=2
LAE2502,237.9576750,19.3397058, point=cross 14 color=cyan width=2
LAE2503,237.8518667,19.3400717, point=cross 14 color=cyan width=2
LAE2505,237.9713125,19.3404597, point=cross 14 color=cyan width=2
LAE2507,237.7809000,19.3407994, point=cross 14 color=cyan width=2
LAE2510,237.7745958,19.3409983, point=cross 14 color=cyan width=2
LAE2511,238.0668125,19.3410547, point=cross 14 color=cyan width=2
LAE2519,237.8312125,19.3435572, point=cross 14 color=cyan width=2
LAE2520,237.9155250,19.3437675, point=cross 14 color=cyan width=2
LAE2524,237.7719083,19.3444444, point=cross 14 color=cyan width=2
LAE2526,238.1151333,19.3451286, point=cross 14 color=cyan width=2
LAE2527,238.1481583,19.3450117, point=cross 14 color=cyan width=2
LAE2529,237.9560333,19.3457972, point=cross 14 color=cyan width=2
LAE2533,238.1182542,19.3471964, point=cross 14 color=cyan width=2
LAE2537,238.0764667,19.3470400, point=cross 14 color=cyan width=2
LAE2539,238.1486500,19.3479578, point=cross 14 color=cyan width=2
LAE2540,237.7782667,19.3473867, point=cross 14 color=cyan width=2
LAE2541,237.7447125,19.3481875, point=cross 14 color=cyan width=2
LAE2542,238.0760500,19.3478381, point=cross 14 color=cyan width=2
LAE2543,237.9149208,19.3477847, point=cross 14 color=cyan width=2
LAE2544,237.7753458,19.3484803, point=cross 14 color=cyan width=2
LAE2545,238.0184208,19.3483500, point=cross 14 color=cyan width=2
LAE2548,237.7846583,19.3486689, point=cross 14 color=cyan width=2
LAE2550,237.7430875,19.3494747, point=cross 14 color=cyan width=2
LAE2551,237.7972875,19.3499761, point=cross 14 color=cyan width=2
LAE2552,237.8486375,19.3494447, point=cross 14 color=cyan width=2
LAE2563,237.9200708,19.3533742, point=cross 14 color=cyan width=2
LAE2566,237.7523792,19.3536761, point=cross 14 color=cyan width=2
LAE2568,237.8204417,19.3539717, point=cross 14 color=cyan width=2
LAE2570,238.0377167,19.3542031, point=cross 14 color=cyan width=2
LAE2571,238.1221417,19.3524078, point=cross 14 color=cyan width=2
LAE2572,238.1435667,19.3547203, point=cross 14 color=cyan width=2
LAE2577,237.8726250,19.3555414, point=cross 14 color=cyan width=2
LAE2580,237.8727208,19.3570661, point=cross 14 color=cyan width=2
LAE2582,238.1620792,19.3565322, point=cross 14 color=cyan width=2
LAE2588,237.7976458,19.3577103, point=cross 14 color=cyan width=2
LAE2594,237.8456917,19.3587400, point=cross 14 color=cyan width=2
LAE2595,237.7541250,19.3589022, point=cross 14 color=cyan width=2
LAE2597,238.1750125,19.3602003, point=cross 14 color=cyan width=2
LAE2608,238.0851167,19.3633017, point=cross 14 color=cyan width=2
LAE2609,238.1268792,19.3631206, point=cross 14 color=cyan width=2
LAE2611,238.0016333,19.3628764, point=cross 14 color=cyan width=2
LAE2616,237.9209250,19.3643956, point=cross 14 color=cyan width=2
LAE2617,237.8996583,19.3642014, point=cross 14 color=cyan width=2
LAE2618,238.0899167,19.3646344, point=cross 14 color=cyan width=2
LAE2619,237.9381500,19.3648639, point=cross 14 color=cyan width=2
LAE2625,238.0934667,19.3679317, point=cross 14 color=cyan width=2
LAE2631,237.9027375,19.3685489, point=cross 14 color=cyan width=2
LAE2632,238.0795167,19.3691536, point=cross 14 color=cyan width=2
LAE2634,237.7713000,19.3696619, point=cross 14 color=cyan width=2
LAE2635,237.9874208,19.3704867, point=cross 14 color=cyan width=2
LAE2637,238.1198625,19.3708086, point=cross 14 color=cyan width=2
LAE2640,237.9374750,19.3715139, point=cross 14 color=cyan width=2
LAE2641,238.0516125,19.3709381, point=cross 14 color=cyan width=2
LAE2644,237.8767167,19.3718722, point=cross 14 color=cyan width=2
LAE2645,237.7728000,19.3717286, point=cross 14 color=cyan width=2
LAE2647,237.8881625,19.3722383, point=cross 14 color=cyan width=2
LAE2650,238.0893000,19.3733289, point=cross 14 color=cyan width=2
LAE2653,237.7658833,19.3736725, point=cross 14 color=cyan width=2
LAE2654,238.1806708,19.3739311, point=cross 14 color=cyan width=2
LAE2655,237.7819958,19.3728761, point=cross 14 color=cyan width=2
LAE2661,238.1231417,19.3778875, point=cross 14 color=cyan width=2
LAE2665,237.9485625,19.3794931, point=cross 14 color=cyan width=2
LAE2667,237.7839333,19.3809886, point=cross 14 color=cyan width=2
LAE2669,238.1181042,19.3815231, point=cross 14 color=cyan width=2
LAE2672,237.8821083,19.3824364, point=cross 14 color=cyan width=2
LAE2673,237.8274167,19.3717156, point=cross 14 color=cyan width=2
LAE2676,238.0541958,19.3824678, point=cross 14 color=cyan width=2
LAE2677,237.8667250,19.3812772, point=cross 14 color=cyan width=2
LAE2680,238.1286417,19.3840522, point=cross 14 color=cyan width=2
LAE2681,237.7860917,19.3847194, point=cross 14 color=cyan width=2
LAE2685,237.8674375,19.3856161, point=cross 14 color=cyan width=2
LAE2687,238.1256792,19.3859697, point=cross 14 color=cyan width=2
LAE2690,237.8011042,19.3876647, point=cross 14 color=cyan width=2
LAE2695,237.8068833,19.3895683, point=cross 14 color=cyan width=2
LAE2696,237.8794083,19.3888883, point=cross 14 color=cyan width=2
LAE2698,238.0662208,19.3909464, point=cross 14 color=cyan width=2
LAE2699,237.9420833,19.3908039, point=cross 14 color=cyan width=2
LAE2707,238.0805167,19.3945167, point=cross 14 color=cyan width=2
LAE2710,237.9113708,19.3949825, point=cross 14 color=cyan width=2
LAE2717,238.0777292,19.3966639, point=cross 14 color=cyan width=2
LAE2719,237.7739583,19.3981447, point=cross 14 color=cyan width=2
LAE2722,238.0317375,19.3963572, point=cross 14 color=cyan width=2
LAE2725,237.8234958,19.3988669, point=cross 14 color=cyan width=2
LAE2726,237.9316292,19.3994989, point=cross 14 color=cyan width=2
LAE2727,237.8448500,19.3998528, point=cross 14 color=cyan width=2
LAE2730,238.1333542,19.4002544, point=cross 14 color=cyan width=2
LAE2731,237.9024833,19.4005353, point=cross 14 color=cyan width=2
LAE2732,237.9611375,19.4009439, point=cross 14 color=cyan width=2
LAE2734,237.9655500,19.4001403, point=cross 14 color=cyan width=2
LAE2736,237.9371375,19.4008464, point=cross 14 color=cyan width=2
SMGB,237.8241667,19.2995278,B
SMGC,238.1725000,19.2527778,C
SMGD,238.0941667,19.1888333,D
SMGE,238.0137500,19.2142500,E
SMGF,238.1104167,19.1713333,F
SMGG,237.9683333,19.1843889,G
SMGI,238.0141667,19.1670278,I
SMGJ,238.0537500,19.1878611,J
SMGK,237.9716667,19.1831944,K
SMGL,237.9741667,19.1860278,L
SMGM,237.7920833,19.2335556,M
SMGO,237.8329167,19.2920000,O
SMGP1,238.1741667,19.2407222,P1
SMGP2,238.1745833,19.2445000,P2
SMGQ,237.9562500,19.1780833,Q
