10.661085718721173, 2.6847575980898295e-17
11.699246711447246, 2.5200315894364238e-17
12.806402556101013, 2.3438172169662802e-17
14.018378174884138, 2.170643532944435e-17
15.345113676437482, 1.9995719866361217e-17
16.797534299586815, 1.824384436740501e-17
18.34142269444568, 1.6530916168604564e-17
20.077690950119294, 1.4835285713769235e-17
21.86830202330617, 1.3277111123456702e-17
23.878807052364163, 1.1659402189730775e-17
26.07427024578981, 1.0176192374251924e-17
28.400345698477338, 8.824077233962322e-18
30.77931775535745, 7.551710309404027e-18
33.52578426438498, 6.377698117387095e-18
36.33457622568191, 5.360714665193913e-18
39.3791439690907, 4.436152242071612e-18
42.4652455183947, 3.65367815754387e-18
45.79373072554994, 2.96264184733827e-18
49.25951301054672, 2.388410974316442e-18
53.068209961989425, 1.8890900958085603e-18
56.71377169576777, 1.5021008971146996e-18
60.54994993248896, 1.16783797689003e-18
64.6455455653801, 9.092047276627956e-19
69.0190084533426, 6.962954256495279e-19
73.13530131588433, 5.353650304522548e-19
77.69280275120133, 4.0499171364307167e-19
82.12098972752214, 3.0638463451603306e-19
86.80228623749844, 2.2920481397469117e-19
91.7512006466724, 1.6955726328713549e-19
96.49579699171704, 1.2685215759176632e-19
101.232175710567, 9.381852647367961e-20
106.2016128055695, 6.88783848429311e-20
111.13543479307839, 5.071546606899181e-20
116.00689956827364, 3.7343089071494725e-20
121.39811743700143, 2.692987865558818e-20
126.40224725577328, 1.9722138813589345e-20
131.61377450133597, 1.4278104683600602e-20
137.04095108012302, 1.0257741163158602e-20
141.9753210471109, 7.512700183807405e-21
147.83144448053784, 5.3150392931751285e-21
152.7709715632269, 3.87230968961614e-21
158.2746513728611, 2.7661417505471313e-21
163.56416660752694, 1.9979551589822616e-21
169.03171874886277, 1.4286286686884532e-21
174.24329234501263, 1.027957906840958e-21
180.06929423588133, 7.269664230837026e-22
