     0.240000      13.6117
     0.480000      14.5401
     0.720000      13.4725
     0.960000      12.4084
      1.20000      11.6461
      1.44000      11.2899
      1.68000      10.7220
      1.92000      9.99617
      2.16000      9.16593
      2.40000      8.56804
      2.64000      7.95855
      2.88000      7.19397
      3.12000      6.58966
      3.36000      6.60507
      3.60000      5.86459
      3.84000      5.25169
      4.08000      4.35309
      4.32000      4.29728
      4.56000      4.06615
      4.80000      3.92024
      5.04000      3.16626
      5.28000      2.75290
      5.52000      2.85578
      5.76000      2.97043
      6.00000      2.73406
      6.24000      2.14822
      6.48000      2.33023
      6.72000      2.27416
      6.96000      2.41037
      7.20000      1.90719
      7.44000      1.84210
      7.68000      1.77349
      7.92000      1.30662
      8.16000      1.15210
      8.40000     0.850663
      8.64000     0.810212
      8.88000     0.834259
      9.12000     0.809572
      9.36000     0.899873
      9.60000      1.03693
      9.84000     0.983417
      10.0800     0.842626
      10.3200     0.729612
      10.5600     0.651107
      10.8000     0.769899
      11.0400     0.724300
      11.2800     0.773529
      11.5200     0.655779
      11.7600     0.632838
      12.0000     0.616169
      12.2400     0.701423
      12.4800     0.526655
      12.7200     0.385845
      12.9600     0.331890
      13.2000     0.432312
      13.4400     0.203515
      13.6800     0.336946
      13.9200     0.231897
      14.1600     0.154607
      14.4000     0.408951
      14.6400     0.311390
      14.8800     0.360326
      15.1200     0.632966
      15.3600     0.466765
      15.6000     0.386394
      15.8400     0.249928
      16.0800     0.125988
      16.3200     0.202656
      16.5600     0.111642
      16.8000     0.225185
      17.0400     0.271515
      17.2800     0.322627
      17.5200     0.246462
      17.7600     0.231302
      18.0000     0.300610
      18.2400     0.268032
      18.4800     0.237447
      18.7200     0.162992
      18.9600     0.237648
      19.2000     0.276599
      19.4400    0.0531967
      19.6800   -0.0205179
      19.9200    0.0437058
      20.1600    0.0432943
      20.4000     0.110910
      20.6400     0.116689
      20.8800     0.169483
      21.1200     0.222671
      21.3600     0.225085
      21.6000    0.0540745
      21.8400    0.0969116
      22.0800     0.105022
      22.3200    0.0527030
      22.5600    0.0808831
      22.8000    0.0771343
      23.0400    0.0519623
      23.2800     0.176981
      23.5200     0.126875
      23.7600     0.103102
