     0.200000      11.7598
     0.400000      11.8647
     0.600000      10.5790
     0.800000      8.94076
      1.00000      7.18877
      1.20000      6.15332
      1.40000      5.12191
      1.60000      3.96005
      1.80000      3.42478
      2.00000      2.92312
      2.20000      2.48388
      2.40000      2.10922
      2.60000      1.98252
      2.80000      1.83362
      3.00000      1.67433
      3.20000      1.50529
      3.40000      1.31717
      3.60000      1.16303
      3.80000      1.14107
      4.00000      1.14463
      4.20000      1.21989
      4.40000      1.12053
      4.60000     0.983380
      4.80000     0.924871
      5.00000     0.994087
      5.20000     0.946815
      5.40000     0.908870
      5.60000     0.901107
      5.80000     0.820224
      6.00000     0.771490
      6.20000     0.784629
      6.40000     0.755498
      6.60000     0.663734
      6.80000     0.705858
      7.00000     0.826268
      7.20000     0.708628
      7.40000     0.598074
      7.60000     0.647906
      7.80000     0.700902
      8.00000     0.631485
      8.20000     0.602226
      8.40000     0.629126
      8.60000     0.583637
      8.80000     0.600955
      9.00000     0.610327
      9.20000     0.553701
      9.40000     0.490310
      9.60000     0.535140
      9.80000     0.479612
      10.0000     0.530733
      10.2000     0.526316
      10.4000     0.328077
      10.6000     0.256227
      10.8000     0.256200
      11.0000     0.205975
      11.2000     0.173781
      11.4000     0.168350
      11.6000     0.155293
      11.8000     0.132050
      12.0000     0.145921
      12.2000    0.0920473
      12.4000    0.0645529
      12.6000    0.0629437
      12.8000    0.0600360
      13.0000    0.0433766
      13.2000    0.0682560
      13.4000    0.0258577
      13.6000    0.0371956
      13.8000   0.00942692
      14.0000    0.0103321
      14.2000    0.0143827
      14.4000      0.00000
      14.6000      0.00000
      14.8000      0.00000
      15.0000      0.00000
      15.2000      0.00000
      15.4000      0.00000
      15.6000      0.00000
      15.8000      0.00000
