0.140000 5.85697
0.280000 5.79435
0.420000 5.83818
0.560000 5.58342
0.700000 4.9856
0.840000 4.26004
0.980000 4.26811
1.12000 3.48462
1.26000 3.30398
1.40000 2.95443
1.54000 2.73293
1.68000 2.43987
1.82000 2.28988
1.96000 2.10513
2.10000 1.86203
2.24000 1.57621
2.38000 1.38135
2.52000 1.27378
2.66000 1.29018
2.80000 1.28553
2.94000 1.07652
3.08000 0.931292
3.22000 0.9272
3.36000 0.859358
3.50000 0.712982
3.64000 0.609864
3.78000 0.618413
3.92000 0.632628
4.06000 0.609873
4.20000 0.531145
4.34000 0.624633
4.48000 0.494635
4.62000 0.524666
4.76000 0.4233
4.90000 0.346903
5.04000 0.39881
5.18000 0.462266
5.32000 0.358378
5.46000 0.337515
5.60000 0.382743
5.74000 0.347657
5.88000 0.366985
6.02000 0.296162
6.16000 0.298625
6.30000 0.215892
6.44000 0.182122
6.58000 0.156449
6.72000 0.185257
6.86000 0.255578
7.00000 0.246651
7.14000 0.200511
7.28000 0.233962
7.42000 0.198148
7.56000 0.185517
7.70000 0.202028
7.84000 0.230283
7.98000 0.175819
8.12000 0.107568
8.26000 0.13754
8.40000 0.138563
8.54000 0.114407
8.68000 0.0977117
8.82000 0.147917
8.96000 0.166491
9.10000 0.152007
9.24000 0.037876
9.38000 0.0922225
9.52000 0.0716284
9.66000 0.0631044
9.80000 0.0296203
9.94000 0.15717
10.0800 0.167488
10.2200 0.115103
10.3600 0.0818204
10.5000 0.0947108
10.6400 0.0610258
10.7800 0.0515548
10.9200 0.0317072
11.0600 0.0228061
11.2000 0.0203001
11.3400 0.00719134
11.4800 -0.0150113
11.6200 0.0109044
11.7600 0.0135446
11.9000 0.0200151
