ID, Source RA (Degrees), Source Dec (Degrees), Source Type, Source MSA Disp (meters), Source MSA Spat (meters), Aperture PA (Degrees), Fiducial RA (Degrees), Fiducial Dec (Degrees), V2 (arcsec), V3 (arcsec), Quadrant, Column (Disp), Row (Spat), Offset (x), Offset (y), NRS1 Min Wave, NRS1 Max Wave, NRS2 Min Wave, NRS2 Max Wave
83,237.94975000,19.15091940,Primary,-0.040303,-0.028822,257.9984,237.96524529,19.18338750,506.2664,-416.8801,1,24,65,0.210,0.118,-1.00000000,-1.00000000,-1.00000000,-2.00000000
151,237.99716670,19.17637220,Primary,-0.018650,0.039198,257.9984,237.96524529,19.18338750,347.2274,-321.4532,2,231,158,0.520,0.481,-1.00000000,+1.90250576,+2.06732726,-2.00000000
165,237.98404170,19.19901110,Primary,0.016460,0.028759,257.9984,237.96524529,19.18338750,298.1707,-400.3731,4,114,107,0.399,0.226,-1.00000000,+2.82773018,+2.99247289,-2.00000000
182,237.93233330,19.19452500,Primary,0.024353,-0.038507,257.9984,237.96524529,19.18338750,398.6032,-545.5766,3,189,17,0.712,0.577,-1.00000000,+2.95490599,-2.00000000,-2.00000000
188,237.94037500,19.19805830,Primary,0.027038,-0.027356,257.9984,237.96524529,19.18338750,374.0938,-528.0064,3,215,72,0.266,0.364,-1.00000000,+3.04182482,-2.00000000,-2.00000000
207,237.94157000,19.20823000,Filler,0.040700,-0.022883,257.9984,237.96524529,19.18338750,340.1986,-542.4533,3,345,94,0.388,0.354,-1.00000000,-2.00000000,-2.00000000,-2.00000000
272,237.97374000,19.20684000,Contaminant,0.030136,0.017760,257.9984,237.96524529,19.18338750,290.8305,-444.7277,4,244,53,0.696,0.191,-1.00000000,-2.00000000,-2.00000000,-2.00000000
273,237.97534000,19.19667000,Filler,0.015606,0.016839,257.9984,237.96524529,19.18338750,320.0486,-422.0004,4,106,48,0.292,0.650,-1.00000000,+2.79338193,+2.95801950,-2.00000000
282,237.98734000,19.18027000,Filler,-0.010476,0.027575,257.9984,237.96524529,19.18338750,351.4258,-357.4515,2,309,101,0.407,0.378,-1.00000000,+2.11111164,+2.27584457,-2.00000000
287,237.99248000,19.17427000,Filler,-0.020247,0.032505,257.9984,237.96524529,19.18338750,361.6508,-331.6141,2,216,125,0.329,0.587,-1.00000000,+1.85533309,+2.02010512,-2.00000000
330,237.94157000,19.20823000,Contaminant,0.040700,-0.022883,257.9984,237.96524529,19.18338750,340.1986,-542.4533,3,345,94,0.388,0.354,-1.00000000,-2.00000000,-2.00000000,-2.00000000
357,237.96900900,19.20924800,Filler,0.034750,0.012386,257.9984,237.96524529,19.18338750,291.1818,-462.9966,4,288,26,0.664,0.788,-1.00000000,-2.00000000,-2.00000000,-2.00000000
362,237.99498000,19.17291800,Filler,-0.022828,0.035360,257.9984,237.96524529,19.18338750,361.7124,-321.8180,2,191,139,0.735,0.612,-1.00000000,+1.78764081,+1.95243454,-2.00000000
393,237.94037500,19.19805830,Contaminant,0.027038,-0.027356,257.9984,237.96524529,19.18338750,374.0938,-528.0064,3,215,72,0.266,0.364,-1.00000000,+3.04182482,-2.00000000,-2.00000000
604,237.99070830,19.20010000,Filler,0.016136,0.037721,257.9984,237.96524529,19.18338750,283.6186,-382.5581,4,111,151,0.290,0.268,-1.00000000,+2.82785249,+2.99266386,-2.00000000
625,237.97595830,19.16497500,Filler,-0.028438,0.008517,257.9984,237.96524529,19.18338750,418.4036,-364.1049,2,138,7,0.371,0.701,-1.00000000,-1.00000000,+1.78221512,-2.00000000
679,237.94037500,19.19805830,Contaminant,0.027038,-0.027356,257.9984,237.96524529,19.18338750,374.0938,-528.0064,3,215,72,0.266,0.364,-1.00000000,+3.04182482,-2.00000000,-2.00000000
