ID, Source RA (Degrees), Source Dec (Degrees), Source Type, Source MSA Disp (meters), Source MSA Spat (meters), Aperture PA (Degrees), Fiducial RA (Degrees), Fiducial Dec (Degrees), V2 (arcsec), V3 (arcsec), Quadrant, Column (Disp), Row (Spat), Offset (x), Offset (y), NRS1 Min Wave, NRS1 Max Wave, NRS2 Min Wave, NRS2 Max Wave
127,238.02062500,19.16478890,Primary,-0.033370,0.037041,258.0058,237.98804433,19.18228500,378.9717,-300.9567,2,91,147,0.314,0.859,-1.00000000,-1.00000000,-1.00000000,-2.00000000
139,238.01100000,19.21136940,Primary,0.034017,0.038110,258.0058,237.98804433,19.18228500,249.0114,-411.8863,4,281,153,0.626,0.198,-1.00000000,-2.00000000,-2.00000000,-2.00000000
171,237.98125000,19.16296670,Primary,-0.024734,-0.014123,258.0058,237.98804433,19.18228500,450.4918,-414.3512,1,172,137,0.443,0.368,-1.00000000,-1.00000000,+1.85876417,-2.00000000
215,237.97176000,19.15904000,Filler,-0.027447,-0.027263,258.0058,237.98804433,19.18228500,478.6617,-435.5149,1,146,72,0.648,0.803,-1.00000000,-1.00000000,+1.77298474,-2.00000000
233,238.01131000,19.16113000,Filler,-0.035788,0.023924,258.0058,237.98804433,19.18228500,406.0140,-322.0694,2,68,83,0.317,0.399,-1.00000000,-1.00000000,-1.00000000,-2.00000000
286,237.99104000,19.20554000,Filler,0.031355,0.010629,258.0058,237.98804433,19.18228500,300.6392,-460.6726,4,256,18,0.329,0.149,-1.00000000,-2.00000000,-2.00000000,-2.00000000
291,237.99568000,19.21032000,Filler,0.036715,0.018001,258.0058,237.98804433,19.18228500,277.8990,-455.3901,4,307,54,0.368,0.383,-1.00000000,-2.00000000,-2.00000000,-2.00000000
295,238.00512000,19.17761000,Filler,-0.011226,0.020639,258.0058,237.98804433,19.18228500,364.6878,-369.5621,2,302,67,0.289,0.290,-1.00000000,+2.08550310,+2.25017643,-2.00000000
297,238.00669000,19.16437000,Filler,-0.029998,0.018877,258.0058,237.98804433,19.18228500,403.5772,-341.4854,2,123,58,0.483,0.607,-1.00000000,-1.00000000,+1.74929476,-2.00000000
304,238.01486000,19.16727000,Filler,-0.028299,0.030271,258.0058,237.98804433,19.18228500,380.8290,-322.4206,2,139,114,0.630,0.597,-1.00000000,-1.00000000,+1.80310059,-2.00000000
307,238.01765000,19.16101000,Filler,-0.037756,0.032100,258.0058,237.98804433,19.18228500,395.7927,-303.0801,2,49,123,0.547,0.572,-1.00000000,-1.00000000,-1.00000000,-2.00000000
365,238.00340300,19.16223100,Filler,-0.032021,0.014033,258.0058,237.98804433,19.18228500,415.7777,-347.4358,2,104,34,0.229,0.798,-1.00000000,-1.00000000,-1.00000000,-2.00000000
480,237.97158330,19.16833890,Filler,-0.014629,-0.024888,258.0058,237.98804433,19.18228500,449.7974,-452.4862,1,268,84,0.731,0.500,-1.00000000,+1.94881988,+2.11293435,-2.00000000
545,238.01908330,19.15953330,Filler,-0.040206,0.033539,258.0058,237.98804433,19.18228500,398.0268,-296.2220,2,26,130,0.209,0.640,-1.00000000,-1.00000000,-1.00000000,-2.00000000
561,238.00841670,19.16995830,Filler,-0.022754,0.022701,258.0058,237.98804433,19.18228500,383.1696,-346.2598,2,192,77,0.469,0.408,-1.00000000,+1.78036785,+1.94505954,-2.00000000
596,237.99200000,19.20727780,Contaminant,0.033500,0.012373,258.0058,237.98804433,19.18228500,293.5863,-460.9044,4,276,26,0.752,0.720,-1.00000000,-2.00000000,-2.00000000,-2.00000000
605,237.99150000,19.20009720,Filler,0.023699,0.009624,258.0058,237.98804433,19.18228500,316.9371,-449.6813,4,183,13,0.399,0.200,-1.00000000,+2.99937105,-2.00000000,-2.00000000
624,237.98329170,19.16467780,Filler,-0.022955,-0.011043,258.0058,237.98804433,19.18228500,441.7147,-411.3307,1,189,152,0.373,0.507,-1.00000000,+1.74468958,+1.90900791,-2.00000000
955,238.00912920,19.18010220,Contaminant,-0.008893,0.026540,258.0058,237.98804433,19.18228500,350.1733,-362.0990,2,324,96,0.493,0.291,-1.00000000,+2.15209866,+2.31682301,-2.00000000
