ID, Source RA (Degrees), Source Dec (Degrees), Source Type, Source MSA Disp (meters), Source MSA Spat (meters), Aperture PA (Degrees), Fiducial RA (Degrees), Fiducial Dec (Degrees), V2 (arcsec), V3 (arcsec), Quadrant, Column (Disp), Row (Spat), Offset (x), Offset (y), NRS1 Min Wave, NRS1 Max Wave, NRS2 Min Wave, NRS2 Max Wave
151,237.99716670,19.17637220,Primary,-0.018650,0.039405,257.9983,237.96509311,19.18335694,346.8774,-321.0565,2,231,159,0.515,0.497,-1.00000000,+1.90266073,+2.06748390,-2.00000000
165,237.98404170,19.19901110,Primary,0.016461,0.028965,257.9983,237.96509311,19.18335694,297.8207,-399.9764,4,114,108,0.403,0.238,-1.00000000,+2.82792830,+2.99267268,-2.00000000
182,237.93233330,19.19452500,Primary,0.024354,-0.038307,257.9983,237.96509311,19.18335694,398.2532,-545.1800,3,189,18,0.720,0.560,-1.00000000,+2.95519257,-2.00000000,-2.00000000
188,237.94037500,19.19805830,Primary,0.027040,-0.027155,257.9983,237.96509311,19.18335694,373.7437,-527.6097,3,215,73,0.276,0.352,-1.00000000,+3.04210162,-2.00000000,-2.00000000
207,237.94157000,19.20823000,Filler,0.040701,-0.022682,257.9983,237.96509311,19.18335694,339.8486,-542.0566,3,345,95,0.402,0.343,-1.00000000,-2.00000000,-2.00000000,-2.00000000
272,237.97374000,19.20684000,Contaminant,0.030137,0.017965,257.9983,237.96509311,19.18335694,290.4804,-444.3311,4,244,54,0.705,0.198,-1.00000000,-2.00000000,-2.00000000,-2.00000000
273,237.97534000,19.19667000,Filler,0.015607,0.017044,257.9983,237.96509311,19.18335694,319.6985,-421.6038,4,106,49,0.296,0.657,-1.00000000,+2.79359365,+2.95823312,-2.00000000
282,237.98734000,19.18027000,Filler,-0.010477,0.027781,257.9983,237.96509311,19.18335694,351.0757,-357.0548,2,309,102,0.404,0.390,-1.00000000,+2.11128688,+2.27602148,-2.00000000
287,237.99248000,19.17427000,Filler,-0.020247,0.032711,257.9983,237.96509311,19.18335694,361.3007,-331.2174,2,216,126,0.323,0.600,-1.00000000,+1.85549402,+2.02026749,-2.00000000
330,237.94157000,19.20823000,Contaminant,0.040701,-0.022682,257.9983,237.96509311,19.18335694,339.8486,-542.0566,3,345,95,0.402,0.343,-1.00000000,-2.00000000,-2.00000000,-2.00000000
357,237.96900900,19.20924800,Filler,0.034751,0.012591,257.9983,237.96509311,19.18335694,290.8317,-462.5999,4,288,27,0.674,0.793,-1.00000000,-2.00000000,-2.00000000,-2.00000000
362,237.99498000,19.17291800,Filler,-0.022828,0.035566,257.9983,237.96509311,19.18335694,361.3624,-321.4213,2,191,140,0.729,0.626,-1.00000000,+1.78779638,+1.95259154,-2.00000000
393,237.94037500,19.19805830,Contaminant,0.027040,-0.027155,257.9983,237.96509311,19.18335694,373.7437,-527.6097,3,215,73,0.276,0.352,-1.00000000,+3.04210162,-2.00000000,-2.00000000
604,237.99070830,19.20010000,Filler,0.016137,0.037928,257.9983,237.96509311,19.18335694,283.2685,-382.1614,4,111,152,0.295,0.283,-1.00000000,+2.82803988,+2.99285245,-2.00000000
625,237.97595830,19.16497500,Filler,-0.028439,0.008722,257.9983,237.96509311,19.18335694,418.0535,-363.7082,2,138,8,0.361,0.704,-1.00000000,-1.00000000,+1.78239536,-2.00000000
679,237.94037500,19.19805830,Contaminant,0.027040,-0.027155,257.9983,237.96509311,19.18335694,373.7437,-527.6097,3,215,73,0.276,0.352,-1.00000000,+3.04210162,-2.00000000,-2.00000000
