ID, Source RA (Degrees), Source Dec (Degrees), Source Type, Source MSA Disp (meters), Source MSA Spat (meters), Aperture PA (Degrees), Fiducial RA (Degrees), Fiducial Dec (Degrees), V2 (arcsec), V3 (arcsec), Quadrant, Column (Disp), Row (Spat), Offset (x), Offset (y), NRS1 Min Wave, NRS1 Max Wave, NRS2 Min Wave, NRS2 Max Wave
174,237.97612500,19.19105560,Primary,-0.012880,0.027880,257.9945,237.95343363,19.19578389,355.4877,-352.8382,2,286,102,0.510,0.870,-1.00000000,+2.04707146,+2.21180606,-2.00000000
175,237.97541670,19.21785830,Primary,0.024542,0.034782,257.9945,237.95343363,19.19578389,272.6240,-402.3462,4,191,136,0.372,0.832,-1.00000000,+3.04782081,-2.00000000,-2.00000000
176,237.97620830,19.19629720,Primary,-0.005629,0.029504,257.9945,237.95343363,19.19578389,338.9121,-361.8633,2,355,110,0.575,0.864,-1.00000000,+2.24111795,+2.40586543,-2.00000000
183,237.93162500,19.19925280,Primary,0.010804,-0.026712,257.9945,237.95343363,19.19578389,404.1036,-499.1273,3,60,75,0.626,0.507,-1.00000000,+2.61584306,+2.77992845,-2.00000000
184,237.93316670,19.18396390,Primary,-0.010640,-0.029106,257.9945,237.95343363,19.19578389,449.4783,-467.5288,1,306,63,0.750,0.786,-1.00000000,+2.04894948,+2.21299481,-2.00000000
185,237.93433330,19.21542780,Primary,0.032329,-0.018606,257.9945,237.95343363,19.19578389,348.8536,-519.7054,3,265,115,0.639,0.358,-1.00000000,-2.00000000,-2.00000000,-2.00000000
186,237.93433330,19.21542780,Contaminant,0.032329,-0.018606,257.9945,237.95343363,19.19578389,348.8536,-519.7054,3,265,115,0.639,0.358,-1.00000000,-2.00000000,-2.00000000,-2.00000000
207,237.94157000,19.20823000,Filler,0.020455,-0.011511,257.9945,237.95343363,19.19578389,359.3437,-485.5470,3,152,150,0.522,0.197,-1.00000000,+2.88877630,+3.05308867,-2.00000000
216,237.98033000,19.20542000,Filler,0.005898,0.037508,257.9945,237.95343363,19.19578389,303.4201,-365.7952,4,13,150,0.764,0.207,-1.00000000,+2.55422473,+2.71903443,-2.00000000
330,237.94157000,19.20823000,Contaminant,0.020455,-0.011511,257.9945,237.95343363,19.19578389,359.3437,-485.5470,3,152,150,0.522,0.197,-1.00000000,+2.88877630,+3.05308867,-2.00000000
401,237.94270830,19.17541670,Filler,-0.025062,-0.019418,257.9945,237.95343363,19.19578389,460.3486,-424.1529,1,169,111,0.333,0.354,-1.00000000,-1.00000000,+1.84499419,-2.00000000
431,237.95516670,19.21904720,Filler,0.031707,0.009017,257.9945,237.95343363,19.19578389,302.7156,-464.4113,4,259,10,0.679,0.229,-1.00000000,-2.00000000,-2.00000000,-2.00000000
493,237.98433330,19.17212220,Filler,-0.041430,0.033088,257.9945,237.95343363,19.19578389,401.1434,-295.0361,2,14,128,0.549,0.422,-1.00000000,-1.00000000,-1.00000000,-2.00000000
498,237.97333330,19.19345000,Filler,-0.008775,0.024959,257.9945,237.95343363,19.19578389,352.6430,-365.3412,2,325,88,0.618,0.524,-1.00000000,+2.15345883,+2.31816959,-2.00000000
