ID, Source RA (Degrees), Source Dec (Degrees), Source Type, Source MSA Disp (meters), Source MSA Spat (meters), Aperture PA (Degrees), Fiducial RA (Degrees), Fiducial Dec (Degrees), V2 (arcsec), V3 (arcsec), Quadrant, Column (Disp), Row (Spat), Offset (x), Offset (y), NRS1 Min Wave, NRS1 Max Wave, NRS2 Min Wave, NRS2 Max Wave
256,237.94370000,19.16866000,Filler,0.018161,-0.014026,257.9957,237.95708971,19.15817917,368.0617,-486.6008,3,130,137,0.677,0.842,-1.00000000,+2.82475710,+2.98903275,-2.00000000
267,237.96489000,19.18969000,Filler,0.041476,0.019250,257.9957,237.95708971,19.15817917,266.7177,-461.0291,4,352,60,0.714,0.524,-1.00000000,-2.00000000,-2.00000000,-2.00000000
329,237.93839000,19.18475000,Contaminant,0.041754,-0.016077,257.9957,237.95708971,19.15817917,326.4700,-530.7806,3,355,127,0.412,0.794,-1.00000000,-2.00000000,-2.00000000,-2.00000000
402,237.94254170,19.18068610,Filler,0.035050,-0.011996,257.9957,237.95708971,19.15817917,332.2813,-511.2974,3,291,147,0.546,0.833,-1.00000000,-2.00000000,-2.00000000,-2.00000000
606,237.92325000,19.17212220,Filler,0.028454,-0.038869,257.9957,237.95708971,19.15817917,391.3565,-553.3007,3,228,15,0.779,0.805,-1.00000000,+3.06130266,-2.00000000,-2.00000000
616,237.98787500,19.13653610,Filler,-0.038608,0.033525,257.9957,237.95708971,19.15817917,394.9902,-298.9247,2,41,130,0.431,0.571,-1.00000000,-1.00000000,-1.00000000,-2.00000000
627,237.92370830,19.17266670,Filler,0.029078,-0.038136,257.9957,237.95708971,19.15817917,388.8835,-552.9057,3,234,19,0.719,0.408,-1.00000000,+3.07892179,-2.00000000,-2.00000000
636,237.98037500,19.14336110,Filler,-0.027033,0.025755,257.9957,237.95708971,19.15817917,386.1235,-333.2158,2,151,92,0.705,0.409,-1.00000000,-1.00000000,+1.83309329,-2.00000000
651,237.97583330,19.14732500,Filler,-0.020260,0.021019,257.9957,237.95708971,19.15817917,381.2833,-353.6814,2,216,69,0.232,0.144,-1.00000000,+1.84597409,+2.01065135,-2.00000000
682,237.93504170,19.14557500,Filler,-0.011219,-0.031583,257.9957,237.95708971,19.15817917,454.9212,-471.4311,1,301,51,0.242,0.617,-1.00000000,+2.03230906,+2.19631386,-2.00000000
934,237.92331250,19.17208580,Contaminant,0.028388,-0.038801,257.9957,237.95708971,19.15817917,391.3663,-553.0512,3,228,16,0.143,0.139,-1.00000000,+3.06159449,-2.00000000,-2.00000000
944,237.96152920,19.17613690,Filler,0.023630,0.010934,257.9957,237.95708971,19.15817917,314.8327,-447.0124,4,182,19,0.741,0.641,-1.00000000,+2.99796414,-2.00000000,-2.00000000
