group,name,final_weight,pre_footprint_weight,base_weight,type_override_weight,type_rule,downgraded,z_guess,footprint_ok,local_mean,stamp_bounds,ra_deg,dec_deg,ra_hms,dec_dms,shape,pointsym,color,text,comments,attrs_raw,order_in_file
Filler,BX45,5,5,5,,,0,2.0644,True,,,237.9473600,19.1735200,15:51:47.366,+19:10:24.672,circle,,red,BX45,2.0644,color=red  width=2 text={BX45} comment={2.0644},62
Filler,BX48,5,5,5,,,0,2.5167,True,,,237.9505000,19.1727400,15:51:48.120,+19:10:21.864,circle,,red,BX48,2.5167,color=red  width=2 text={BX48} comment={2.5167},63
Filler,BX51,5,5,5,,,0,2.2895,True,,,237.9539000,19.1866900,15:51:48.936,+19:11:12.084,circle,,red,BX51,2.2895,color=red  width=2 text={BX51} comment={2.2895},64
Filler,BX52,5,5,5,,,0,2.7359,True,,,237.9553400,19.1524200,15:51:49.282,+19:09:08.712,circle,,blue,BX52,2.7359,color=blue  width=2 text={BX52} comment={2.7359},65
Filler,BX54,5,5,5,,,0,2.3210,True,,,237.9573400,19.1857700,15:51:49.762,+19:11:08.772,circle,,red,BX54,2.321,color=red  width=2 text={BX54} comment={2.321},66
Filler,BX55,1,1,1,,,0,0.8263,True,,,237.9575700,19.1733700,15:51:49.817,+19:10:24.132,circle,,darkgreen,BX55,0.8263,color=darkgreen  width=2 text={BX55} comment={0.8263},67
Filler,BX59,1,1,1,,,0,1.8784,True,,,237.9620300,19.1817200,15:51:50.887,+19:10:54.192,circle,,blue,BX59,1.8784,color=blue  width=2 text={BX59} comment={1.8784},68
Filler,BX62,5,5,5,,,0,2.1929,True,,,237.9630900,19.1833500,15:51:51.142,+19:11:00.060,circle,,magenta,BX62,2.1929,color=magenta  width=2 text={BX62} comment={2.1929},69
Filler,BX63,1,1,1,,,0,1.9508,True,,,237.9631600,19.1896300,15:51:51.158,+19:11:22.668,circle,,red,BX63,1.9508,color=red  width=2 text={BX63} comment={1.9508},70
Filler,BX65,5,5,5,,,0,2.3800,True,,,237.9648900,19.1896900,15:51:51.574,+19:11:22.884,circle,,magenta,BX65,2.38,color=magenta  width=2 text={BX65} comment={2.38},71
Filler,BX67,1,1,1,,,0,1.8695,True,,,237.9657800,19.1907800,15:51:51.787,+19:11:26.808,circle,,blue,BX67,1.8695,color=blue  width=2 text={BX67} comment={1.8695},72
Filler,BX70,1,1,1,,,0,1.7739,True,,,237.9667400,19.1578300,15:51:52.018,+19:09:28.188,circle,,blue,BX70,1.7739,color=blue  width=2 text={BX70} comment={1.7739},73
Filler,BX73,5,5,5,,,0,2.1937,True,,,237.9677100,19.2054000,15:51:52.250,+19:12:19.440,circle,,blue,BX73,2.1937,color=blue  width=2 text={BX73} comment={2.1937},74
Filler,BX81,1,1,1,,,0,1.8014,True,,,237.9699200,19.1821200,15:51:52.781,+19:10:55.632,circle,,blue,BX81,1.8014,color=blue  width=2 text={BX81} comment={1.8014},75
Filler,BX84,5,5,5,,,0,2.8250,True,,,237.9737400,19.2068400,15:51:53.698,+19:12:24.624,circle,,blue,BX84,2.825,color=blue  width=2 text={BX84} comment={2.825},76
Filler,BX86,1,1,1,,,0,1.6782,True,,,237.9753400,19.1966700,15:51:54.082,+19:11:48.012,circle,,magenta,BX86,1.6782,color=magenta  width=2 text={BX86} comment={1.6782},77
Filler,BX89,5,5,5,,,0,2.1112,True,,,237.9763800,19.1766400,15:51:54.331,+19:10:35.904,circle,,magenta,BX89,2.1112,color=magenta  width=2 text={BX89} comment={2.1112},78
Filler,BX91,1,1,1,,,0,1.6714,True,,,237.9771300,19.1718000,15:51:54.511,+19:10:18.480,circle,,red,BX91,1.6714,color=red  width=2 text={BX91} comment={1.6714},79
Filler,BX94,5,5,5,,,0,2.0074,True,,,237.9802900,19.1719000,15:51:55.270,+19:10:18.840,circle,,red,BX94,2.0074,color=red  width=2 text={BX94} comment={2.0074},80
Filler,BX95,5,5,5,,,0,2.2997,True,,,237.9803500,19.2033000,15:51:55.284,+19:12:11.880,circle,,blue,BX95,2.2997,color=blue  width=2 text={BX95} comment={2.2997},81
Filler,BX101,5,5,5,,,0,2.3806,True,,,237.9805300,19.1589100,15:51:55.327,+19:09:32.076,circle,,darkgreen,BX101,2.3806,color=darkgreen  width=2 text={BX101} comment={2.3806},82
Filler,BX102,5,5,5,,,0,2.1934,True,,,237.9832600,19.2122800,15:51:55.982,+19:12:44.208,circle,,red,BX102,2.1934,color=red  width=2 text={BX102} comment={2.1934},83
Filler,BX104,5,5,5,,,0,2.0748,True,,,237.9836900,19.1947400,15:51:56.086,+19:11:41.064,circle,,magenta,BX104,2.0748,color=magenta  width=2 text={BX104} comment={2.0748},84
Filler,BX109,1,1,1,,,0,1.8155,True,,,237.9865900,19.2004500,15:51:56.782,+19:12:01.620,circle,,blue,BX109,1.8155,color=blue  width=2 text={BX109} comment={1.8155},85
Filler,BX113,5,5,5,,,0,2.0813,True,,,237.9873400,19.1802700,15:51:56.962,+19:10:48.972,circle,,blue,BX113,2.0813,color=blue  width=2 text={BX113} comment={2.0813},86
Filler,BX119,1,1,1,,,0,1.8780,True,,,237.9888100,19.1660700,15:51:57.314,+19:09:57.852,circle,,red,BX119,1.878,color=red  width=2 text={BX119} comment={1.878},87
Filler,BX121,5,5,5,,,0,2.4983,True,,,237.9896000,19.1821800,15:51:57.504,+19:10:55.848,circle,,red,BX121,2.4983,color=red  width=2 text={BX121} comment={2.4983},88
Filler,BX124,1,1,1,,,0,1.5773,True,,,237.9908700,19.1417800,15:51:57.809,+19:08:30.408,circle,,blue,BX124,1.5773,color=blue  width=2 text={BX124} comment={1.5773},89
Filler,BX126,5,5,5,,,0,2.3819,True,,,237.9910400,19.2055400,15:51:57.850,+19:12:19.944,circle,,blue,BX126,2.3819,color=blue  width=2 text={BX126} comment={2.3819},90
Filler,BX127,5,5,5,,,0,2.5336,True,,,237.9924800,19.1742700,15:51:58.195,+19:10:27.372,circle,,red,BX127,2.5336,color=red  width=2 text={BX127} comment={2.5336},91
Filler,BX128,1,1,1,,,0,1.8047,True,,,237.9927100,19.1890800,15:51:58.250,+19:11:20.688,circle,,blue,BX128,1.8047,color=blue  width=2 text={BX128} comment={1.8047},92
Filler,BX129,5,5,5,,,0,2.3019,True,,,237.9924600,19.2026900,15:51:58.190,+19:12:09.684,circle,,blue,BX129,2.3019,color=blue  width=2 text={BX129} comment={2.3019},93
Filler,BX130,1,1,1,,,0,1.5160,True,,,237.9958000,19.1735800,15:51:58.992,+19:10:24.888,circle,,red,BX130,1.516,color=red  width=2 text={BX130} comment={1.516},94
Filler,BX131,5,5,5,,,0,2.0471,True,,,237.9956800,19.2103200,15:51:58.963,+19:12:37.152,circle,,magenta,BX131,2.0471,color=magenta  width=2 text={BX131} comment={2.0471},95
Filler,BX133,5,5,5,,,0,2.0648,True,,,237.9963300,19.1809600,15:51:59.119,+19:10:51.456,circle,,magenta,BX133,2.0648,color=magenta  width=2 text={BX133} comment={2.0648},96
Filler,BX137,1,1,1,,,0,1.4625,True,,,237.9978500,19.1819000,15:51:59.484,+19:10:54.840,circle,,red,BX137,1.4625,color=red  width=2 text={BX137} comment={1.4625},97
Filler,BX139,1,1,1,,,0,1.8825,True,,,237.9991500,19.1700700,15:51:59.796,+19:10:12.252,circle,,blue,BX139,1.8825,color=blue  width=2 text={BX139} comment={1.8825},98
Filler,BX156,1,1,1,,,0,1.6655,True,,,238.0051200,19.1776100,15:52:01.229,+19:10:39.396,circle,,red,BX156,1.6655,color=red  width=2 text={BX156} comment={1.6655},99
Filler,BX157,1,1,1,,,0,1.8725,True,,,238.0050000,19.1646700,15:52:01.200,+19:09:52.812,circle,,blue,BX157,1.8725,color=blue  width=2 text={BX157} comment={1.8725},100
Filler,BX161,5,5,5,,,0,2.5030,True,,,238.0066900,19.1643700,15:52:01.606,+19:09:51.732,circle,,red,BX161,2.503,color=red  width=2 text={BX161} comment={2.503},101
Filler,BX162,1,1,1,,,0,1.5787,True,,,238.0077600,19.1682100,15:52:01.862,+19:10:05.556,circle,,blue,BX162,1.5787,color=blue  width=2 text={BX162} comment={1.5787},102
Filler,BX164,1,1,1,,,0,1.5785,True,,,238.0087000,19.2102800,15:52:02.088,+19:12:37.008,circle,,blue,BX164,1.5785,color=blue  width=2 text={BX164} comment={1.5785},103
Filler,BX170,5,5,5,,,0,2.3836,True,,,238.0107500,19.1638800,15:52:02.580,+19:09:49.968,circle,,red,BX170,2.3836,color=red  width=2 text={BX170} comment={2.3836},104
Filler,BX171,1,1,1,,,0,1.8044,True,,,238.0105000,19.2196300,15:52:02.520,+19:13:10.668,circle,,blue,BX171,1.8044,color=blue  width=2 text={BX171} comment={1.8044},105
Filler,BX173,1,1,1,,,0,1.6707,True,,,238.0114600,19.2051300,15:52:02.750,+19:12:18.468,circle,,blue,BX173,1.6707,color=blue  width=2 text={BX173} comment={1.6707},106
Filler,BX175,5,5,5,,,0,2.3437,True,,,238.0125100,19.1873200,15:52:03.002,+19:11:14.352,circle,,blue,BX175,2.3437,color=blue  width=2 text={BX175} comment={2.3437},107
Filler,BX180,5,5,5,,,0,2.3870,True,,,238.0148600,19.1672700,15:52:03.566,+19:10:02.172,circle,,red,BX180,2.387,color=red  width=2 text={BX180} comment={2.387},108
Filler,BX184,5,5,5,,,0,2.5599,True,,,238.0158100,19.2114600,15:52:03.794,+19:12:41.256,circle,,blue,BX184,2.5599,color=blue  width=2 text={BX184} comment={2.5599},109
Filler,BX187,5,5,5,,,0,2.2597,True,,,238.0175600,19.2078600,15:52:04.214,+19:12:28.296,circle,,blue,BX187,2.2597,color=blue  width=2 text={BX187} comment={2.2597},110
Filler,BX189,1,1,1,,,0,1.8755,True,,,238.0176500,19.1610100,15:52:04.236,+19:09:39.636,circle,,blue,BX189,1.8755,color=blue  width=2 text={BX189} comment={1.8755},111
Filler,BX190,5,5,5,,,0,2.0216,True,,,238.0189600,19.2183000,15:52:04.550,+19:13:05.880,circle,,blue,BX190,2.0216,color=blue  width=2 text={BX190} comment={2.0216},112
Filler,BX191,1,1,1,,,0,1.8805,True,,,238.0194700,19.2164900,15:52:04.673,+19:12:59.364,circle,,blue,BX191,1.8805,color=blue  width=2 text={BX191} comment={1.8805},113
Filler,BX193,1,1,1,,,0,1.6254,True,,,238.0198600,19.2074000,15:52:04.766,+19:12:26.640,circle,,blue,BX193,1.6254,color=blue  width=2 text={BX193} comment={1.6254},114
Filler,BX194,1,1,1,,,0,1.8735,True,,,238.0190500,19.1611000,15:52:04.572,+19:09:39.960,circle,,blue,BX194,1.8735,color=blue  width=2 text={BX194} comment={1.8735},115
Filler,BX197,5,5,5,,,0,2.4352,True,,,238.0203200,19.1955800,15:52:04.877,+19:11:44.088,circle,,red,BX197,2.4352,color=red  width=2 text={BX197} comment={2.4352},116
Filler,BX198,5,5,5,,,0,2.0676,True,,,238.0206300,19.1583200,15:52:04.951,+19:09:29.952,circle,,blue,BX198,2.0676,color=blue  width=2 text={BX198} comment={2.0676},117
Filler,BX200,5,5,5,,,0,2.3267,True,,,238.0215500,19.1952800,15:52:05.172,+19:11:43.008,circle,,blue,BX200,2.3267,color=blue  width=2 text={BX200} comment={2.3267},118
Filler,BX202,5,5,5,,,0,2.4831,True,,,238.0212200,19.2138200,15:52:05.093,+19:12:49.752,circle,,red,BX202,2.4831,color=red  width=2 text={BX202} comment={2.4831},119
Filler,BX207,5,5,5,,,0,2.3802,True,,,238.0232400,19.1674700,15:52:05.578,+19:10:02.892,circle,,red,BX207,2.3802,color=red  width=2 text={BX207} comment={2.3802},120
Filler,BX210,5,5,5,,,0,2.4448,True,,,238.0239200,19.2207700,15:52:05.741,+19:13:14.772,circle,,blue,BX210,2.4448,color=blue  width=2 text={BX210} comment={2.4448},121
Filler,BX219,1,1,1,,,0,1.9075,True,,,238.0272700,19.2126800,15:52:06.545,+19:12:45.648,circle,,blue,BX219,1.9075,color=blue  width=2 text={BX219} comment={1.9075},122
Filler,BX221,5,5,5,,,0,2.3408,True,,,238.0254400,19.1845400,15:52:06.106,+19:11:04.344,circle,,magenta,BX221,2.3408,color=magenta  width=2 text={BX221} comment={2.3408},123
Filler,BX223,5,5,5,,,0,2.3492,True,,,238.0261600,19.1833200,15:52:06.278,+19:10:59.952,circle,,red,BX223,2.3492,color=red  width=2 text={BX223} comment={2.3492},124
Filler,BX227,5,5,5,,,0,2.0573,True,,,238.0285000,19.1729100,15:52:06.840,+19:10:22.476,circle,,red,BX227,2.0573,color=red  width=2 text={BX227} comment={2.0573},125
Filler,BX229,5,5,5,,,0,2.0628,True,,,238.0296600,19.1700300,15:52:07.118,+19:10:12.108,circle,,magenta,BX229,2.0628,color=magenta  width=2 text={BX229} comment={2.0628},126
Filler,BX233,5,5,5,,,0,2.0559,True,,,238.0315800,19.1710500,15:52:07.579,+19:10:15.780,circle,,red,BX233,2.0559,color=red  width=2 text={BX233} comment={2.0559},127
Filler,BX240,1,1,1,,,0,1.3193,True,,,238.0348100,19.1660000,15:52:08.354,+19:09:57.600,circle,,red,BX240,1.3193,color=red  width=2 text={BX240} comment={1.3193},128
Filler,BX242,5,5,5,,,0,2.5198,True,,,238.0359200,19.2018400,15:52:08.621,+19:12:06.624,circle,,blue,BX242,2.5198,color=blue  width=2 text={BX242} comment={2.5198},129
Filler,MD1,5,5,5,,,0,2.7074,True,,,237.9287600,19.1590900,15:51:42.902,+19:09:32.724,circle,,blue,MD1,2.7074,color=blue  width=2 text={MD1} comment={2.7074},130
Filler,MD3,5,5,5,,,0,2.4998,True,,,237.9359600,19.2122100,15:51:44.630,+19:12:43.956,circle,,blue,MD3,2.4998,color=blue  width=2 text={MD3} comment={2.4998},131
Filler,MD4,5,5,5,,,0,2.5378,True,,,237.9369600,19.1547200,15:51:44.870,+19:09:16.992,circle,,blue,MD4,2.5378,color=blue  width=2 text={MD4} comment={2.5378},132
Filler,MD5,5,5,5,,,0,3.1426,True,,,237.9383900,19.1847500,15:51:45.214,+19:11:05.100,circle,,red,MD5,3.1426,color=red  width=2 text={MD5} comment={3.1426},133
Filler,MD6,5,5,5,,,0,2.7349,True,,,237.9415700,19.2082300,15:51:45.977,+19:12:29.628,circle,,blue,MD6,2.7349,color=blue  width=2 text={MD6} comment={2.7349},134
Filler,MD11,5,5,5,,,0,2.3557,True,,,237.9654200,19.2140500,15:51:51.701,+19:12:50.580,circle,,blue,MD11,2.3557,color=blue  width=2 text={MD11} comment={2.3557},135
Filler,MD16,5,5,5,,,0,2.3517,True,,,237.9738200,19.2112900,15:51:53.717,+19:12:40.644,circle,,blue,MD16,2.3517,color=blue  width=2 text={MD16} comment={2.3517},136
Filler,MD18,5,5,5,,,0,2.7663,True,,,237.9756958,19.1953139,15:51:54.167,+19:11:43.130,circle,,green,MD18,2.76632,color=green width=2 text={MD18} comment={2.76632},137
Filler,MD19,5,5,5,,,0,2.6935,True,,,237.9791400,19.1968300,15:51:54.994,+19:11:48.588,circle,,blue,MD19,2.6935,color=blue  width=2 text={MD19} comment={2.6935},138
Filler,MD20,5,5,5,,,0,2.5118,True,,,237.9792100,19.2091400,15:51:55.010,+19:12:32.904,circle,,blue,MD20,2.5118,color=blue  width=2 text={MD20} comment={2.5118},139
Filler,MD21,5,5,5,,,0,2.5338,True,,,237.9857400,19.1637800,15:51:56.578,+19:09:49.608,circle,,red,MD21,2.5338,color=red  width=2 text={MD21} comment={2.5338},140
Filler,MD22,5,5,5,,,0,2.5983,True,,,237.9874100,19.2119500,15:51:56.978,+19:12:43.020,circle,,blue,MD22,2.5983,color=blue  width=2 text={MD22} comment={2.5983},141
Filler,MD25,5,5,5,,,0,2.5374,True,,,238.0007800,19.1416600,15:52:00.187,+19:08:29.976,circle,,blue,MD25,2.5374,color=blue  width=2 text={MD25} comment={2.5374},142
Filler,MD26,5,5,5,,,0,2.0696,True,,,238.0046900,19.1819300,15:52:01.126,+19:10:54.948,circle,,blue,MD26,2.0696,color=blue  width=2 text={MD26} comment={2.0696},143
Filler,MD29,5,5,5,,,0,2.5048,True,,,238.0064800,19.1721300,15:52:01.555,+19:10:19.668,circle,,blue,MD29,2.5048,color=blue  width=2 text={MD29} comment={2.5048},144
Filler,MD30,5,5,5,,,0,2.7470,True,,,238.0142800,19.1881100,15:52:03.427,+19:11:17.196,circle,,blue,MD30,2.747,color=blue  width=2 text={MD30} comment={2.747},145
Filler,MD31,5,5,5,,,0,2.4408,True,,,238.0215100,19.1865200,15:52:05.162,+19:11:11.472,circle,,blue,MD31,2.4408,color=blue  width=2 text={MD31} comment={2.4408},146
Filler,MD33,5,5,5,,,0,2.4888,True,,,238.0239600,19.2039700,15:52:05.750,+19:12:14.292,circle,,blue,MD33,2.4888,color=blue  width=2 text={MD33} comment={2.4888},147
Filler,MD35,5,5,5,,,0,2.5108,True,,,238.0291800,19.1445100,15:52:07.003,+19:08:40.236,circle,,blue,MD35,2.5108,color=blue  width=2 text={MD35} comment={2.5108},148
Filler,MD36,5,5,5,,,0,2.5108,True,,,238.0289400,19.1440600,15:52:06.946,+19:08:38.616,circle,,blue,MD36,2.5108,color=blue  width=2 text={MD36} comment={2.5108},149
Filler,MD37,5,5,5,,,0,2.2277,True,,,238.0331200,19.1838800,15:52:07.949,+19:11:01.968,circle,,blue,MD37,2.2277,color=blue  width=2 text={MD37} comment={2.2277},150
Filler,MD38,5,5,5,,,0,2.7590,True,,,238.0342000,19.1940800,15:52:08.208,+19:11:38.688,circle,,blue,MD38,2.759,color=blue  width=2 text={MD38} comment={2.759},151
Filler,GNB1000,10,10,1,10,^GNB,0,,True,,,237.9348333,19.1672667,15:51:44.360,+19:10:02.160,circle,,red,GNB1000,,color=red width=2 text={GNB1000},152
Filler,GNB1019,5,10,1,10,^GNB,1,,False,,,237.9362500,19.2085417,15:51:44.700,+19:12:30.750,circle,,red,GNB1019,,color=red width=2 text={GNB1019},153
Filler,GNB1073,10,10,1,10,^GNB,0,,True,,,237.9359167,19.1726944,15:51:44.620,+19:10:21.700,circle,,red,GNB1073,,color=red width=2 text={GNB1073},154
Filler,GNB1082,5,10,1,10,^GNB,1,,False,,,237.9358333,19.2143778,15:51:44.600,+19:12:51.760,circle,,red,GNB1082,,color=red width=2 text={GNB1082},155
Filler,GNB1089,10,10,1,10,^GNB,0,,True,,,237.9360833,19.1801528,15:51:44.660,+19:10:48.550,circle,,red,GNB1089,,color=red width=2 text={GNB1089},156
Filler,GNB1119,5,10,1,10,^GNB,1,,False,,,237.9367083,19.2064056,15:51:44.810,+19:12:23.060,circle,,red,GNB1119,,color=red width=2 text={GNB1119},157
Filler,GNB1130,5,10,1,10,^GNB,1,,False,,,237.9375417,19.2106750,15:51:45.010,+19:12:38.430,circle,,red,GNB1130,,color=red width=2 text={GNB1130},158
Filler,GNB1151,5,10,1,10,^GNB,1,,False,,,237.9375833,19.2209944,15:51:45.020,+19:13:15.580,circle,,red,GNB1151,,color=red width=2 text={GNB1151},159
Filler,GNB1156,5,10,1,10,^GNB,1,,False,,,237.9380417,19.2121972,15:51:45.130,+19:12:43.910,circle,,red,GNB1156,,color=red width=2 text={GNB1156},160
Filler,GNB1180,10,10,1,10,^GNB,0,,True,,,237.9381667,19.1404806,15:51:45.160,+19:08:25.730,circle,,red,GNB1180,,color=red width=2 text={GNB1180},161
Filler,GNB1206,5,10,1,10,^GNB,1,,False,,,237.9403750,19.1357917,15:51:45.690,+19:08:08.850,circle,,red,GNB1206,,color=red width=2 text={GNB1206},162
Filler,GNB121,5,10,1,10,^GNB,1,,False,,,237.9137083,19.1919778,15:51:39.290,+19:11:31.120,circle,,red,GNB121,,color=red width=2 text={GNB121},163
Filler,GNB1219,5,10,1,10,^GNB,1,,False,,,237.9384583,19.2129111,15:51:45.230,+19:12:46.480,circle,,red,GNB1219,,color=red width=2 text={GNB1219},164
Filler,GNB1231,10,10,1,10,^GNB,0,,True,,,237.9390417,19.1606722,15:51:45.370,+19:09:38.420,circle,,red,GNB1231,,color=red width=2 text={GNB1231},165
Filler,GNB1259,10,10,1,10,^GNB,0,,True,,,237.9390417,19.1894444,15:51:45.370,+19:11:22.000,circle,,red,GNB1259,,color=red width=2 text={GNB1259},166
Filler,GNB1267,10,10,1,10,^GNB,0,,True,,,237.9394167,19.1573194,15:51:45.460,+19:09:26.350,circle,,red,GNB1267,,color=red width=2 text={GNB1267},167
Filler,GNB1300,5,10,1,10,^GNB,1,,False,,,237.9403750,19.1980583,15:51:45.690,+19:11:53.010,circle,,red,GNB1300,,color=red width=2 text={GNB1300},168
Filler,GNB1336,5,10,1,10,^GNB,1,,False,,,237.9411250,19.1988222,15:51:45.870,+19:11:55.760,circle,,red,GNB1336,,color=red width=2 text={GNB1336},169
Filler,GNB1339,5,10,1,10,^GNB,1,,False,,,237.9404583,19.2095722,15:51:45.710,+19:12:34.460,circle,,red,GNB1339,,color=red width=2 text={GNB1339},170
Filler,GNB1386,5,10,1,10,^GNB,1,,False,,,237.9425000,19.2047750,15:51:46.200,+19:12:17.190,circle,,red,GNB1386,,color=red width=2 text={GNB1386},171
Filler,GNB1388,5,10,1,10,^GNB,1,,False,,,237.9420000,19.2041889,15:51:46.080,+19:12:15.080,circle,,red,GNB1388,,color=red width=2 text={GNB1388},172
Filler,GNB1397,5,10,1,10,^GNB,1,,False,,,237.9421667,19.2156306,15:51:46.120,+19:12:56.270,circle,,red,GNB1397,,color=red width=2 text={GNB1397},173
Filler,GNB1401,5,10,1,10,^GNB,1,,False,,,237.9420833,19.2009611,15:51:46.100,+19:12:03.460,circle,,red,GNB1401,,color=red width=2 text={GNB1401},174
Filler,GNB1408,5,10,1,10,^GNB,1,,False,,,237.9427917,19.2093222,15:51:46.270,+19:12:33.560,circle,,red,GNB1408,,color=red width=2 text={GNB1408},175
Filler,GNB1413,10,10,1,10,^GNB,0,,True,,,237.9427083,19.1754167,15:51:46.250,+19:10:31.500,circle,,red,GNB1413,,color=red width=2 text={GNB1413},176
Filler,GNB1429,10,10,1,10,^GNB,0,,True,,,237.9425417,19.1806861,15:51:46.210,+19:10:50.470,circle,,red,GNB1429,,color=red width=2 text={GNB1429},177
Filler,GNB1434,5,10,1,10,^GNB,1,,False,,,237.9438333,19.2094111,15:51:46.520,+19:12:33.880,circle,,red,GNB1434,,color=red width=2 text={GNB1434},178
Filler,GNB1441,10,10,1,10,^GNB,0,,True,,,237.9428750,19.1865000,15:51:46.290,+19:11:11.400,circle,,red,GNB1441,,color=red width=2 text={GNB1441},179
Filler,GNB1455,10,10,1,10,^GNB,0,,True,,,237.9435417,19.1528306,15:51:46.450,+19:09:10.190,circle,,red,GNB1455,,color=red width=2 text={GNB1455},180
Filler,GNB1456,10,10,1,10,^GNB,0,,True,,,237.9432917,19.1705667,15:51:46.390,+19:10:14.040,circle,,red,GNB1456,,color=red width=2 text={GNB1456},181
Filler,GNB1465,10,10,1,10,^GNB,0,,True,,,237.9434583,19.1627056,15:51:46.430,+19:09:45.740,circle,,red,GNB1465,,color=red width=2 text={GNB1465},182
Filler,GNB1473,10,10,1,10,^GNB,0,,True,,,237.9433750,19.1508972,15:51:46.410,+19:09:03.230,circle,,red,GNB1473,,color=red width=2 text={GNB1473},183
Filler,GNB1492,5,10,1,10,^GNB,1,,False,,,237.9450417,19.2094028,15:51:46.810,+19:12:33.850,circle,,red,GNB1492,,color=red width=2 text={GNB1492},184
Filler,GNB1497,10,10,1,10,^GNB,0,,True,,,237.9438750,19.1629417,15:51:46.530,+19:09:46.590,circle,,red,GNB1497,,color=red width=2 text={GNB1497},185
Filler,GNB1508,5,10,1,10,^GNB,1,,False,,,237.9440417,19.1970806,15:51:46.570,+19:11:49.490,circle,,red,GNB1508,,color=red width=2 text={GNB1508},186
Filler,GNB1536,5,10,1,10,^GNB,1,,False,,,237.9457083,19.2188556,15:51:46.970,+19:13:07.880,circle,,red,GNB1536,,color=red width=2 text={GNB1536},187
Filler,GNB1557,5,10,1,10,^GNB,1,,False,,,237.9480417,19.1991556,15:51:47.530,+19:11:56.960,circle,,red,GNB1557,,color=red width=2 text={GNB1557},188
Filler,GNB1577,5,10,1,10,^GNB,1,,False,,,237.9450417,19.1981833,15:51:46.810,+19:11:53.460,circle,,red,GNB1577,,color=red width=2 text={GNB1577},189
Filler,GNB1586,5,10,1,10,^GNB,1,,False,,,237.9471667,19.2004167,15:51:47.320,+19:12:01.500,circle,,red,GNB1586,,color=red width=2 text={GNB1586},190
Filler,GNB1637,5,10,1,10,^GNB,1,,False,,,237.9470417,19.2182250,15:51:47.290,+19:13:05.610,circle,,red,GNB1637,,color=red width=2 text={GNB1637},191
Filler,GNB1644,10,10,1,10,^GNB,0,,True,,,237.9495000,19.1621778,15:51:47.880,+19:09:43.840,circle,,red,GNB1644,,color=red width=2 text={GNB1644},192
Filler,GNB1652,5,10,1,10,^GNB,1,,False,,,237.9477917,19.2105306,15:51:47.470,+19:12:37.910,circle,,red,GNB1652,,color=red width=2 text={GNB1652},193
Filler,GNB166,5,10,1,10,^GNB,1,,False,,,237.9151250,19.1677583,15:51:39.630,+19:10:03.930,circle,,red,GNB166,,color=red width=2 text={GNB166},194
Filler,GNB1689,5,10,1,10,^GNB,1,,False,,,237.9482083,19.2114667,15:51:47.570,+19:12:41.280,circle,,red,GNB1689,,color=red width=2 text={GNB1689},195
Filler,GNB1692,10,10,1,10,^GNB,0,,True,,,237.9489167,19.1754056,15:51:47.740,+19:10:31.460,circle,,red,GNB1692,,color=red width=2 text={GNB1692},196
Filler,GNB1710,10,10,1,10,^GNB,0,,True,,,237.9492083,19.1764111,15:51:47.810,+19:10:35.080,circle,,red,GNB1710,,color=red width=2 text={GNB1710},197
Filler,GNB1828,10,10,1,10,^GNB,0,,True,,,237.9518333,19.1767917,15:51:48.440,+19:10:36.450,circle,,red,GNB1828,,color=red width=2 text={GNB1828},198
Filler,GNB184,5,10,1,10,^GNB,1,,False,,,237.9155417,19.1949056,15:51:39.730,+19:11:41.660,circle,,red,GNB184,,color=red width=2 text={GNB184},199
Filler,GNB1866,5,10,1,10,^GNB,1,,False,,,237.9529167,19.2176083,15:51:48.700,+19:13:03.390,circle,,red,GNB1866,,color=red width=2 text={GNB1866},200
Filler,GNB1879,5,10,1,10,^GNB,1,,False,,,237.9525833,19.2006278,15:51:48.620,+19:12:02.260,circle,,red,GNB1879,,color=red width=2 text={GNB1879},201
Filler,GNB1907,10,10,1,10,^GNB,0,,True,,,237.9531667,19.1732083,15:51:48.760,+19:10:23.550,circle,,red,GNB1907,,color=red width=2 text={GNB1907},202
Filler,GNB1913,5,10,1,10,^GNB,1,,False,,,237.9531667,19.2188000,15:51:48.760,+19:13:07.680,circle,,red,GNB1913,,color=red width=2 text={GNB1913},203
Filler,GNB1964,10,10,1,10,^GNB,0,,True,,,237.9545417,19.1834583,15:51:49.090,+19:11:00.450,circle,,red,GNB1964,,color=red width=2 text={GNB1964},204
Filler,GNB1983,10,10,1,10,^GNB,0,,True,,,237.9546667,19.1544972,15:51:49.120,+19:09:16.190,circle,,red,GNB1983,,color=red width=2 text={GNB1983},205
Filler,GNB1986,5,10,1,10,^GNB,1,,False,,,237.9551667,19.2190472,15:51:49.240,+19:13:08.570,circle,,red,GNB1986,,color=red width=2 text={GNB1986},206
Filler,GNB1994,10,10,1,10,^GNB,0,,True,,,237.9550417,19.1768250,15:51:49.210,+19:10:36.570,circle,,red,GNB1994,,color=red width=2 text={GNB1994},207
Filler,GNB2018,10,10,1,10,^GNB,0,,True,,,237.9566250,19.1705944,15:51:49.590,+19:10:14.140,circle,,red,GNB2018,,color=red width=2 text={GNB2018},208
Filler,GNB2032,5,10,1,10,^GNB,1,,False,,,237.9563750,19.2096639,15:51:49.530,+19:12:34.790,circle,,red,GNB2032,,color=red width=2 text={GNB2032},209
