group,name,final_weight,pre_footprint_weight,base_weight,type_override_weight,type_rule,downgraded,z_guess,footprint_ok,local_mean,stamp_bounds,ra_deg,dec_deg,ra_hms,dec_dms,shape,pointsym,color,text,comments,attrs_raw,order_in_file
Filler,LAE934,1,1,1,,,0,,True,,,237.9011125,19.0079364,15:51:36.267,+19:00:28.571,point,cross,cyan,'LAE934',,point=cross 14 color=cyan width=2 text={'LAE934'},480
Filler,LAE939,1,1,1,,,0,,True,,,238.0425917,19.0105569,15:52:10.222,+19:00:38.005,point,cross,cyan,'LAE939',,point=cross 14 color=cyan width=2 text={'LAE939'},481
Filler,LAE940,1,1,1,,,0,,True,,,237.9993583,19.0123619,15:51:59.846,+19:00:44.503,point,cross,cyan,'LAE940',,point=cross 14 color=cyan width=2 text={'LAE940'},482
Filler,LAE941,1,1,1,,,0,,True,,,238.0810292,19.0125914,15:52:19.447,+19:00:45.329,point,cross,cyan,'LAE941',,point=cross 14 color=cyan width=2 text={'LAE941'},483
Filler,LAE942,1,1,1,,,0,,True,,,238.0829125,19.0127486,15:52:19.899,+19:00:45.895,point,cross,cyan,'LAE942',,point=cross 14 color=cyan width=2 text={'LAE942'},484
Filler,LAE943,1,1,1,,,0,,True,,,238.0886708,19.0125689,15:52:21.281,+19:00:45.248,point,cross,cyan,'LAE943',,point=cross 14 color=cyan width=2 text={'LAE943'},485
Filler,LAE947,1,1,1,,,0,,True,,,237.8229708,19.0129261,15:51:17.513,+19:00:46.534,point,cross,cyan,'LAE947',,point=cross 14 color=cyan width=2 text={'LAE947'},486
Filler,LAE948,1,1,1,,,0,,True,,,237.8825542,19.0138444,15:51:31.813,+19:00:49.840,point,cross,cyan,'LAE948',,point=cross 14 color=cyan width=2 text={'LAE948'},487
Filler,LAE949,1,1,1,,,0,,True,,,238.0474375,19.0135717,15:52:11.385,+19:00:48.858,point,cross,cyan,'LAE949',,point=cross 14 color=cyan width=2 text={'LAE949'},488
Filler,LAE950,1,1,1,,,0,,True,,,237.8724375,19.0147258,15:51:29.385,+19:00:53.013,point,cross,cyan,'LAE950',,point=cross 14 color=cyan width=2 text={'LAE950'},489
Filler,LAE951,1,1,1,,,0,,True,,,237.8308875,19.0149433,15:51:19.413,+19:00:53.796,point,cross,cyan,'LAE951',,point=cross 14 color=cyan width=2 text={'LAE951'},490
Filler,LAE952,1,1,1,,,0,,True,,,237.7990958,19.0149778,15:51:11.783,+19:00:53.920,point,cross,cyan,'LAE952',,point=cross 14 color=cyan width=2 text={'LAE952'},491
Filler,LAE963,1,1,1,,,0,,True,,,238.1128333,19.0203178,15:52:27.080,+19:01:13.144,point,cross,cyan,'LAE963',,point=cross 14 color=cyan width=2 text={'LAE963'},492
Filler,LAE965,1,1,1,,,0,,True,,,237.7930833,19.0209689,15:51:10.340,+19:01:15.488,point,cross,cyan,'LAE965',,point=cross 14 color=cyan width=2 text={'LAE965'},493
Filler,LAE969,1,1,1,,,0,,True,,,237.7555125,19.0237772,15:51:01.323,+19:01:25.598,point,cross,cyan,'LAE969',,point=cross 14 color=cyan width=2 text={'LAE969'},494
Filler,LAE970,1,1,1,,,0,,True,,,237.8061417,19.0238103,15:51:13.474,+19:01:25.717,point,cross,cyan,'LAE970',,point=cross 14 color=cyan width=2 text={'LAE970'},495
Filler,LAE974,1,1,1,,,0,,True,,,238.1342083,19.0240906,15:52:32.210,+19:01:26.726,point,cross,cyan,'LAE974',,point=cross 14 color=cyan width=2 text={'LAE974'},496
Filler,LAE975,1,1,1,,,0,,True,,,237.8688542,19.0254478,15:51:28.525,+19:01:31.612,point,cross,cyan,'LAE975',,point=cross 14 color=cyan width=2 text={'LAE975'},497
Filler,LAE979,1,1,1,,,0,,True,,,237.7985250,19.0269717,15:51:11.646,+19:01:37.098,point,cross,cyan,'LAE979',,point=cross 14 color=cyan width=2 text={'LAE979'},498
Filler,LAE984,1,1,1,,,0,,True,,,238.0903750,19.0287200,15:52:21.690,+19:01:43.392,point,cross,cyan,'LAE984',,point=cross 14 color=cyan width=2 text={'LAE984'},499
Filler,LAE987,1,1,1,,,0,,True,,,237.8652917,19.0297669,15:51:27.670,+19:01:47.161,point,cross,cyan,'LAE987',,point=cross 14 color=cyan width=2 text={'LAE987'},500
Filler,LAE992,1,1,1,,,0,,True,,,237.7485917,19.0314500,15:50:59.662,+19:01:53.220,point,cross,cyan,'LAE992',,point=cross 14 color=cyan width=2 text={'LAE992'},501
Filler,LAE995,1,1,1,,,0,,True,,,237.8828167,19.0303417,15:51:31.876,+19:01:49.230,point,cross,cyan,'LAE995',,point=cross 14 color=cyan width=2 text={'LAE995'},502
Filler,LAE997,1,1,1,,,0,,True,,,238.0475792,19.0322442,15:52:11.419,+19:01:56.079,point,cross,cyan,'LAE997',,point=cross 14 color=cyan width=2 text={'LAE997'},503
Filler,LAE999,1,1,1,,,0,,True,,,238.0023875,19.0332103,15:52:00.573,+19:01:59.557,point,cross,cyan,'LAE999',,point=cross 14 color=cyan width=2 text={'LAE999'},504
Filler,LAE1001,1,1,1,,,0,,True,,,237.8011000,19.0335769,15:51:12.264,+19:02:00.877,point,cross,cyan,'LAE1001',,point=cross 14 color=cyan width=2 text={'LAE1001'},505
Filler,LAE1003,1,1,1,,,0,,True,,,237.7904125,19.0343828,15:51:09.699,+19:02:03.778,point,cross,cyan,'LAE1003',,point=cross 14 color=cyan width=2 text={'LAE1003'},506
Filler,LAE1004,1,1,1,,,0,,True,,,238.0916750,19.0345225,15:52:22.002,+19:02:04.281,point,cross,cyan,'LAE1004',,point=cross 14 color=cyan width=2 text={'LAE1004'},507
Filler,LAE1006,1,1,1,,,0,,True,,,237.9578250,19.0373208,15:51:49.878,+19:02:14.355,point,cross,cyan,'LAE1006',,point=cross 14 color=cyan width=2 text={'LAE1006'},508
Filler,LAE1010,1,1,1,,,0,,True,,,237.8116792,19.0389725,15:51:14.803,+19:02:20.301,point,cross,cyan,'LAE1010',,point=cross 14 color=cyan width=2 text={'LAE1010'},509
Filler,LAE1013,1,1,1,,,0,,True,,,238.0820583,19.0388303,15:52:19.694,+19:02:19.789,point,cross,cyan,'LAE1013',,point=cross 14 color=cyan width=2 text={'LAE1013'},510
Filler,LAE1015,1,1,1,,,0,,True,,,238.0898917,19.0398256,15:52:21.574,+19:02:23.372,point,cross,cyan,'LAE1015',,point=cross 14 color=cyan width=2 text={'LAE1015'},511
Filler,LAE1022,1,1,1,,,0,,True,,,237.7987083,19.0412336,15:51:11.690,+19:02:28.441,point,cross,cyan,'LAE1022',,point=cross 14 color=cyan width=2 text={'LAE1022'},512
Filler,LAE1028,1,1,1,,,0,,True,,,237.9131167,19.0419289,15:51:39.148,+19:02:30.944,point,cross,cyan,'LAE1028',,point=cross 14 color=cyan width=2 text={'LAE1028'},513
Filler,LAE1034,1,1,1,,,0,,True,,,237.8624292,19.0432903,15:51:26.983,+19:02:35.845,point,cross,cyan,'LAE1034',,point=cross 14 color=cyan width=2 text={'LAE1034'},514
Filler,LAE1039,1,1,1,,,0,,True,,,238.1131625,19.0434286,15:52:27.159,+19:02:36.343,point,cross,cyan,'LAE1039',,point=cross 14 color=cyan width=2 text={'LAE1039'},515
Filler,LAE1041,1,1,1,,,0,,True,,,237.8136333,19.0431369,15:51:15.272,+19:02:35.293,point,cross,cyan,'LAE1041',,point=cross 14 color=cyan width=2 text={'LAE1041'},516
Filler,LAE1045,1,1,1,,,0,,True,,,238.0091750,19.0434928,15:52:02.202,+19:02:36.574,point,cross,cyan,'LAE1045',,point=cross 14 color=cyan width=2 text={'LAE1045'},517
Filler,LAE1048,1,1,1,,,0,,True,,,238.1632625,19.0465194,15:52:39.183,+19:02:47.470,point,cross,cyan,'LAE1048',,point=cross 14 color=cyan width=2 text={'LAE1048'},518
Filler,LAE1051,1,1,1,,,0,,True,,,237.8618917,19.0476431,15:51:26.854,+19:02:51.515,point,cross,cyan,'LAE1051',,point=cross 14 color=cyan width=2 text={'LAE1051'},519
Filler,LAE1054,1,1,1,,,0,,True,,,237.9224250,19.0496022,15:51:41.382,+19:02:58.568,point,cross,cyan,'LAE1054',,point=cross 14 color=cyan width=2 text={'LAE1054'},520
Filler,LAE1057,1,1,1,,,0,,True,,,238.1533958,19.0503933,15:52:36.815,+19:03:01.416,point,cross,cyan,'LAE1057',,point=cross 14 color=cyan width=2 text={'LAE1057'},521
Filler,LAE1061,1,1,1,,,0,,True,,,238.1684667,19.0532961,15:52:40.432,+19:03:11.866,point,cross,cyan,'LAE1061',,point=cross 14 color=cyan width=2 text={'LAE1061'},522
Filler,LAE1062,1,1,1,,,0,,True,,,237.7615625,19.0535856,15:51:02.775,+19:03:12.908,point,cross,cyan,'LAE1062',,point=cross 14 color=cyan width=2 text={'LAE1062'},523
Filler,LAE1063,1,1,1,,,0,,True,,,237.9771417,19.0539353,15:51:54.514,+19:03:14.167,point,cross,cyan,'LAE1063',,point=cross 14 color=cyan width=2 text={'LAE1063'},524
Filler,LAE1064,1,1,1,,,0,,True,,,238.1787042,19.0540244,15:52:42.889,+19:03:14.488,point,cross,cyan,'LAE1064',,point=cross 14 color=cyan width=2 text={'LAE1064'},525
Filler,LAE1069,1,1,1,,,0,,True,,,237.7956500,19.0568439,15:51:10.956,+19:03:24.638,point,cross,cyan,'LAE1069',,point=cross 14 color=cyan width=2 text={'LAE1069'},526
Filler,LAE1070,1,1,1,,,0,,True,,,237.8822750,19.0574403,15:51:31.746,+19:03:26.785,point,cross,cyan,'LAE1070',,point=cross 14 color=cyan width=2 text={'LAE1070'},527
Filler,LAE1071,1,1,1,,,0,,True,,,237.9603708,19.0578678,15:51:50.489,+19:03:28.324,point,cross,cyan,'LAE1071',,point=cross 14 color=cyan width=2 text={'LAE1071'},528
Filler,LAE1074,1,1,1,,,0,,True,,,237.7808458,19.0574411,15:51:07.403,+19:03:26.788,point,cross,cyan,'LAE1074',,point=cross 14 color=cyan width=2 text={'LAE1074'},529
Filler,LAE1076,1,1,1,,,0,,True,,,238.1522875,19.0591428,15:52:36.549,+19:03:32.914,point,cross,cyan,'LAE1076',,point=cross 14 color=cyan width=2 text={'LAE1076'},530
Filler,LAE1078,1,1,1,,,0,,True,,,238.0504500,19.0589642,15:52:12.108,+19:03:32.271,point,cross,cyan,'LAE1078',,point=cross 14 color=cyan width=2 text={'LAE1078'},531
Filler,LAE1085,1,1,1,,,0,,True,,,237.8159583,19.0617467,15:51:15.830,+19:03:42.288,point,cross,cyan,'LAE1085',,point=cross 14 color=cyan width=2 text={'LAE1085'},532
Filler,LAE1088,1,1,1,,,0,,True,,,237.8112792,19.0626881,15:51:14.707,+19:03:45.677,point,cross,cyan,'LAE1088',,point=cross 14 color=cyan width=2 text={'LAE1088'},533
Filler,LAE1090,1,1,1,,,0,,True,,,238.0347458,19.0633978,15:52:08.339,+19:03:48.232,point,cross,cyan,'LAE1090',,point=cross 14 color=cyan width=2 text={'LAE1090'},534
Filler,LAE1093,1,1,1,,,0,,True,,,237.9056333,19.0636875,15:51:37.352,+19:03:49.275,point,cross,cyan,'LAE1093',,point=cross 14 color=cyan width=2 text={'LAE1093'},535
Filler,LAE1095,1,1,1,,,0,,True,,,237.8060375,19.0648358,15:51:13.449,+19:03:53.409,point,cross,cyan,'LAE1095',,point=cross 14 color=cyan width=2 text={'LAE1095'},536
Filler,LAE1096,1,1,1,,,0,,True,,,237.9013542,19.0655806,15:51:36.325,+19:03:56.090,point,cross,cyan,'LAE1096',,point=cross 14 color=cyan width=2 text={'LAE1096'},537
Filler,LAE1099,1,1,1,,,0,,True,,,237.7686750,19.0656811,15:51:04.482,+19:03:56.452,point,cross,cyan,'LAE1099',,point=cross 14 color=cyan width=2 text={'LAE1099'},538
Filler,LAE1100,1,1,1,,,0,,True,,,237.9896208,19.0669856,15:51:57.509,+19:04:01.148,point,cross,cyan,'LAE1100',,point=cross 14 color=cyan width=2 text={'LAE1100'},539
Filler,LAE1102,1,1,1,,,0,,True,,,237.8382375,19.0667939,15:51:21.177,+19:04:00.458,point,cross,cyan,'LAE1102',,point=cross 14 color=cyan width=2 text={'LAE1102'},540
Filler,LAE1104,1,1,1,,,0,,True,,,237.8430333,19.0678044,15:51:22.328,+19:04:04.096,point,cross,cyan,'LAE1104',,point=cross 14 color=cyan width=2 text={'LAE1104'},541
Filler,LAE1107,1,1,1,,,0,,True,,,237.7586417,19.0684281,15:51:02.074,+19:04:06.341,point,cross,cyan,'LAE1107',,point=cross 14 color=cyan width=2 text={'LAE1107'},542
Filler,LAE1108,1,1,1,,,0,,True,,,238.0604792,19.0687067,15:52:14.515,+19:04:07.344,point,cross,cyan,'LAE1108',,point=cross 14 color=cyan width=2 text={'LAE1108'},543
Filler,LAE1109,1,1,1,,,0,,True,,,237.8167958,19.0678772,15:51:16.031,+19:04:04.358,point,cross,cyan,'LAE1109',,point=cross 14 color=cyan width=2 text={'LAE1109'},544
Filler,LAE1114,1,1,1,,,0,,True,,,237.8227208,19.0704886,15:51:17.453,+19:04:13.759,point,cross,cyan,'LAE1114',,point=cross 14 color=cyan width=2 text={'LAE1114'},545
Filler,LAE1117,1,1,1,,,0,,True,,,237.9033750,19.0694900,15:51:36.810,+19:04:10.164,point,cross,cyan,'LAE1117',,point=cross 14 color=cyan width=2 text={'LAE1117'},546
Filler,LAE1118,1,1,1,,,0,,True,,,237.9651125,19.0711164,15:51:51.627,+19:04:16.019,point,cross,cyan,'LAE1118',,point=cross 14 color=cyan width=2 text={'LAE1118'},547
Filler,LAE1125,1,1,1,,,0,,True,,,238.0379417,19.0722922,15:52:09.106,+19:04:20.252,point,cross,cyan,'LAE1125',,point=cross 14 color=cyan width=2 text={'LAE1125'},548
Filler,LAE1126,1,1,1,,,0,,True,,,237.9845750,19.0741669,15:51:56.298,+19:04:27.001,point,cross,cyan,'LAE1126',,point=cross 14 color=cyan width=2 text={'LAE1126'},549
Filler,LAE1130,1,1,1,,,0,,True,,,237.9720375,19.0751819,15:51:53.289,+19:04:30.655,point,cross,cyan,'LAE1130',,point=cross 14 color=cyan width=2 text={'LAE1130'},550
Filler,LAE1132,1,1,1,,,0,,True,,,237.7502125,19.0739628,15:51:00.051,+19:04:26.266,point,cross,cyan,'LAE1132',,point=cross 14 color=cyan width=2 text={'LAE1132'},551
Filler,LAE1136,1,1,1,,,0,,True,,,237.8179167,19.0754894,15:51:16.300,+19:04:31.762,point,cross,cyan,'LAE1136',,point=cross 14 color=cyan width=2 text={'LAE1136'},552
Filler,LAE1138,1,1,1,,,0,,True,,,238.0759333,19.0762428,15:52:18.224,+19:04:34.474,point,cross,cyan,'LAE1138',,point=cross 14 color=cyan width=2 text={'LAE1138'},553
Filler,LAE1141,1,1,1,,,0,,True,,,238.0499708,19.0764839,15:52:11.993,+19:04:35.342,point,cross,cyan,'LAE1141',,point=cross 14 color=cyan width=2 text={'LAE1141'},554
Filler,LAE1142,1,1,1,,,0,,True,,,237.8299750,19.0766269,15:51:19.194,+19:04:35.857,point,cross,cyan,'LAE1142',,point=cross 14 color=cyan width=2 text={'LAE1142'},555
Filler,LAE1152,1,1,1,,,0,,True,,,238.0459958,19.0806289,15:52:11.039,+19:04:50.264,point,cross,cyan,'LAE1152',,point=cross 14 color=cyan width=2 text={'LAE1152'},556
Filler,LAE1155,1,1,1,,,0,,True,,,237.8957250,19.0807944,15:51:34.974,+19:04:50.860,point,cross,cyan,'LAE1155',,point=cross 14 color=cyan width=2 text={'LAE1155'},557
Filler,LAE1157,1,1,1,,,0,,True,,,237.7666000,19.0829956,15:51:03.984,+19:04:58.784,point,cross,cyan,'LAE1157',,point=cross 14 color=cyan width=2 text={'LAE1157'},558
Filler,LAE1160,1,1,1,,,0,,True,,,237.7880083,19.0837650,15:51:09.122,+19:05:01.554,point,cross,cyan,'LAE1160',,point=cross 14 color=cyan width=2 text={'LAE1160'},559
Filler,LAE1167,1,1,1,,,0,,True,,,237.9587000,19.0851153,15:51:50.088,+19:05:06.415,point,cross,cyan,'LAE1167',,point=cross 14 color=cyan width=2 text={'LAE1167'},560
Filler,LAE1172,1,1,1,,,0,,True,,,238.1018875,19.0875758,15:52:24.453,+19:05:15.273,point,cross,cyan,'LAE1172',,point=cross 14 color=cyan width=2 text={'LAE1172'},561
Filler,LAE1175,1,1,1,,,0,,True,,,237.7459958,19.0869353,15:50:59.039,+19:05:12.967,point,cross,cyan,'LAE1175',,point=cross 14 color=cyan width=2 text={'LAE1175'},562
Filler,LAE1180,1,1,1,,,0,,True,,,237.7582917,19.0884414,15:51:01.990,+19:05:18.389,point,cross,cyan,'LAE1180',,point=cross 14 color=cyan width=2 text={'LAE1180'},563
Filler,LAE1181,1,1,1,,,0,,True,,,237.8344625,19.0896308,15:51:20.271,+19:05:22.671,point,cross,cyan,'LAE1181',,point=cross 14 color=cyan width=2 text={'LAE1181'},564
Filler,LAE1185,1,1,1,,,0,,True,,,238.1240000,19.0903453,15:52:29.760,+19:05:25.243,point,cross,cyan,'LAE1185',,point=cross 14 color=cyan width=2 text={'LAE1185'},565
Filler,LAE1189,1,1,1,,,0,,True,,,238.1316167,19.0917033,15:52:31.588,+19:05:30.132,point,cross,cyan,'LAE1189',,point=cross 14 color=cyan width=2 text={'LAE1189'},566
Filler,LAE1195,1,1,1,,,0,,True,,,238.1372083,19.0925789,15:52:32.930,+19:05:33.284,point,cross,cyan,'LAE1195',,point=cross 14 color=cyan width=2 text={'LAE1195'},567
Filler,LAE1199,1,1,1,,,0,,True,,,237.7833333,19.0932356,15:51:08.000,+19:05:35.648,point,cross,cyan,'LAE1199',,point=cross 14 color=cyan width=2 text={'LAE1199'},568
Filler,LAE1203,1,1,1,,,0,,True,,,237.8117208,19.0942019,15:51:14.813,+19:05:39.127,point,cross,cyan,'LAE1203',,point=cross 14 color=cyan width=2 text={'LAE1203'},569
Filler,LAE1205,1,1,1,,,0,,True,,,238.0026625,19.0947383,15:52:00.639,+19:05:41.058,point,cross,cyan,'LAE1205',,point=cross 14 color=cyan width=2 text={'LAE1205'},570
Filler,LAE1206,1,1,1,,,0,,True,,,238.1502083,19.0940903,15:52:36.050,+19:05:38.725,point,cross,cyan,'LAE1206',,point=cross 14 color=cyan width=2 text={'LAE1206'},571
Filler,LAE1207,1,1,1,,,0,,True,,,238.1226417,19.0944417,15:52:29.434,+19:05:39.990,point,cross,cyan,'LAE1207',,point=cross 14 color=cyan width=2 text={'LAE1207'},572
Filler,LAE1208,1,1,1,,,0,,True,,,237.8221542,19.0947106,15:51:17.317,+19:05:40.958,point,cross,cyan,'LAE1208',,point=cross 14 color=cyan width=2 text={'LAE1208'},573
Filler,LAE1209,1,1,1,,,0,,True,,,237.8791917,19.0955042,15:51:31.006,+19:05:43.815,point,cross,cyan,'LAE1209',,point=cross 14 color=cyan width=2 text={'LAE1209'},574
Filler,LAE1211,1,1,1,,,0,,True,,,237.8228417,19.0963406,15:51:17.482,+19:05:46.826,point,cross,cyan,'LAE1211',,point=cross 14 color=cyan width=2 text={'LAE1211'},575
Filler,LAE1212,1,1,1,,,0,,True,,,237.9642875,19.0954889,15:51:51.429,+19:05:43.760,point,cross,cyan,'LAE1212',,point=cross 14 color=cyan width=2 text={'LAE1212'},576
Filler,LAE1213,1,1,1,,,0,,True,,,238.0697625,19.0962753,15:52:16.743,+19:05:46.591,point,cross,cyan,'LAE1213',,point=cross 14 color=cyan width=2 text={'LAE1213'},577
Filler,LAE1215,1,1,1,,,0,,True,,,237.8975500,19.0970758,15:51:35.412,+19:05:49.473,point,cross,cyan,'LAE1215',,point=cross 14 color=cyan width=2 text={'LAE1215'},578
Filler,LAE1216,1,1,1,,,0,,True,,,238.0168500,19.0975558,15:52:04.044,+19:05:51.201,point,cross,cyan,'LAE1216',,point=cross 14 color=cyan width=2 text={'LAE1216'},579
Filler,LAE1220,1,1,1,,,0,,True,,,237.8488167,19.0986258,15:51:23.716,+19:05:55.053,point,cross,cyan,'LAE1220',,point=cross 14 color=cyan width=2 text={'LAE1220'},580
Filler,LAE1221,1,1,1,,,0,,True,,,237.9897292,19.0976044,15:51:57.535,+19:05:51.376,point,cross,cyan,'LAE1221',,point=cross 14 color=cyan width=2 text={'LAE1221'},581
Filler,LAE1222,1,1,1,,,0,,True,,,237.9978375,19.0992142,15:51:59.481,+19:05:57.171,point,cross,cyan,'LAE1222',,point=cross 14 color=cyan width=2 text={'LAE1222'},582
Filler,LAE1223,1,1,1,,,0,,True,,,237.9643292,19.0993978,15:51:51.439,+19:05:57.832,point,cross,cyan,'LAE1223',,point=cross 14 color=cyan width=2 text={'LAE1223'},583
Filler,LAE1224,1,1,1,,,0,,True,,,238.1147750,19.0986825,15:52:27.546,+19:05:55.257,point,cross,cyan,'LAE1224',,point=cross 14 color=cyan width=2 text={'LAE1224'},584
Filler,LAE1227,1,1,1,,,0,,True,,,238.0616375,19.0996206,15:52:14.793,+19:05:58.634,point,cross,cyan,'LAE1227',,point=cross 14 color=cyan width=2 text={'LAE1227'},585
Filler,LAE1228,1,1,1,,,0,,True,,,238.1144917,19.0980817,15:52:27.478,+19:05:53.094,point,cross,cyan,'LAE1228',,point=cross 14 color=cyan width=2 text={'LAE1228'},586
Filler,LAE1229,1,1,1,,,0,,True,,,238.0046208,19.0999939,15:52:01.109,+19:05:59.978,point,cross,cyan,'LAE1229',,point=cross 14 color=cyan width=2 text={'LAE1229'},587
Filler,LAE1233,1,1,1,,,0,,True,,,237.9099458,19.1006464,15:51:38.387,+19:06:02.327,point,cross,cyan,'LAE1233',,point=cross 14 color=cyan width=2 text={'LAE1233'},588
Filler,LAE1237,1,1,1,,,0,,True,,,237.9835583,19.1014650,15:51:56.054,+19:06:05.274,point,cross,cyan,'LAE1237',,point=cross 14 color=cyan width=2 text={'LAE1237'},589
Filler,LAE1241,1,1,1,,,0,,True,,,237.8000833,19.1025192,15:51:12.020,+19:06:09.069,point,cross,cyan,'LAE1241',,point=cross 14 color=cyan width=2 text={'LAE1241'},590
Filler,LAE1242,1,1,1,,,0,,True,,,238.1385208,19.1026486,15:52:33.245,+19:06:09.535,point,cross,cyan,'LAE1242',,point=cross 14 color=cyan width=2 text={'LAE1242'},591
Filler,LAE1243,1,1,1,,,0,,True,,,237.9235917,19.1027811,15:51:41.662,+19:06:10.012,point,cross,cyan,'LAE1243',,point=cross 14 color=cyan width=2 text={'LAE1243'},592
Filler,LAE1245,1,1,1,,,0,,True,,,237.8431792,19.1032606,15:51:22.363,+19:06:11.738,point,cross,cyan,'LAE1245',,point=cross 14 color=cyan width=2 text={'LAE1245'},593
Filler,LAE1246,1,1,1,,,0,,True,,,237.9098708,19.1042108,15:51:38.369,+19:06:15.159,point,cross,cyan,'LAE1246',,point=cross 14 color=cyan width=2 text={'LAE1246'},594
Filler,LAE1247,1,1,1,,,0,,True,,,237.9738583,19.1034542,15:51:53.726,+19:06:12.435,point,cross,cyan,'LAE1247',,point=cross 14 color=cyan width=2 text={'LAE1247'},595
Filler,LAE1251,1,1,1,,,0,,True,,,237.7753542,19.1050225,15:51:06.085,+19:06:18.081,point,cross,cyan,'LAE1251',,point=cross 14 color=cyan width=2 text={'LAE1251'},596
Filler,LAE1252,1,1,1,,,0,,True,,,237.9833583,19.1027389,15:51:56.006,+19:06:09.860,point,cross,cyan,'LAE1252',,point=cross 14 color=cyan width=2 text={'LAE1252'},597
Filler,LAE1253,1,1,1,,,0,,True,,,237.9875958,19.1049847,15:51:57.023,+19:06:17.945,point,cross,cyan,'LAE1253',,point=cross 14 color=cyan width=2 text={'LAE1253'},598
Filler,LAE1257,1,1,1,,,0,,True,,,238.1386042,19.1060603,15:52:33.265,+19:06:21.817,point,cross,cyan,'LAE1257',,point=cross 14 color=cyan width=2 text={'LAE1257'},599
Filler,LAE1260,1,1,1,,,0,,True,,,238.0185208,19.1067800,15:52:04.445,+19:06:24.408,point,cross,cyan,'LAE1260',,point=cross 14 color=cyan width=2 text={'LAE1260'},600
Filler,LAE1261,1,1,1,,,0,,True,,,238.1513958,19.1067817,15:52:36.335,+19:06:24.414,point,cross,cyan,'LAE1261',,point=cross 14 color=cyan width=2 text={'LAE1261'},601
Filler,LAE1263,1,1,1,,,0,,True,,,238.0438917,19.1076769,15:52:10.534,+19:06:27.637,point,cross,cyan,'LAE1263',,point=cross 14 color=cyan width=2 text={'LAE1263'},602
Filler,LAE1266,1,1,1,,,0,,True,,,237.8169750,19.1082892,15:51:16.074,+19:06:29.841,point,cross,cyan,'LAE1266',,point=cross 14 color=cyan width=2 text={'LAE1266'},603
Filler,LAE1267,1,1,1,,,0,,True,,,237.7836167,19.1079472,15:51:08.068,+19:06:28.610,point,cross,cyan,'LAE1267',,point=cross 14 color=cyan width=2 text={'LAE1267'},604
Filler,LAE1277,1,1,1,,,0,,True,,,237.7550542,19.1082336,15:51:01.213,+19:06:29.641,point,cross,cyan,'LAE1277',,point=cross 14 color=cyan width=2 text={'LAE1277'},605
Filler,LAE1281,1,1,1,,,0,,True,,,238.0273208,19.1112831,15:52:06.557,+19:06:40.619,point,cross,cyan,'LAE1281',,point=cross 14 color=cyan width=2 text={'LAE1281'},606
Filler,LAE1282,1,1,1,,,0,,True,,,237.8950250,19.1117903,15:51:34.806,+19:06:42.445,point,cross,cyan,'LAE1282',,point=cross 14 color=cyan width=2 text={'LAE1282'},607
Filler,LAE1285,1,1,1,,,0,,True,,,237.7426750,19.1130253,15:50:58.242,+19:06:46.891,point,cross,cyan,'LAE1285',,point=cross 14 color=cyan width=2 text={'LAE1285'},608
Filler,LAE1286,1,1,1,,,0,,True,,,238.1753708,19.1123814,15:52:42.089,+19:06:44.573,point,cross,cyan,'LAE1286',,point=cross 14 color=cyan width=2 text={'LAE1286'},609
Filler,LAE1288,1,1,1,,,0,,True,,,237.9296375,19.1130831,15:51:43.113,+19:06:47.099,point,cross,cyan,'LAE1288',,point=cross 14 color=cyan width=2 text={'LAE1288'},610
Filler,LAE1290,1,1,1,,,0,,True,,,237.7405458,19.1130956,15:50:57.731,+19:06:47.144,point,cross,cyan,'LAE1290',,point=cross 14 color=cyan width=2 text={'LAE1290'},611
Filler,LAE1291,1,1,1,,,0,,True,,,237.8017042,19.1138919,15:51:12.409,+19:06:50.011,point,cross,cyan,'LAE1291',,point=cross 14 color=cyan width=2 text={'LAE1291'},612
Filler,LAE1292,1,1,1,,,0,,True,,,237.8797125,19.1141133,15:51:31.131,+19:06:50.808,point,cross,cyan,'LAE1292',,point=cross 14 color=cyan width=2 text={'LAE1292'},613
Filler,LAE1294,1,1,1,,,0,,True,,,237.8375083,19.1150675,15:51:21.002,+19:06:54.243,point,cross,cyan,'LAE1294',,point=cross 14 color=cyan width=2 text={'LAE1294'},614
Filler,LAE1296,1,1,1,,,0,,True,,,237.9375917,19.1159336,15:51:45.022,+19:06:57.361,point,cross,cyan,'LAE1296',,point=cross 14 color=cyan width=2 text={'LAE1296'},615
Filler,LAE1299,1,1,1,,,0,,True,,,237.9743750,19.1158092,15:51:53.850,+19:06:56.913,point,cross,cyan,'LAE1299',,point=cross 14 color=cyan width=2 text={'LAE1299'},616
Filler,LAE1301,1,1,1,,,0,,True,,,238.0540375,19.1165072,15:52:12.969,+19:06:59.426,point,cross,cyan,'LAE1301',,point=cross 14 color=cyan width=2 text={'LAE1301'},617
Filler,LAE1302,1,1,1,,,0,,True,,,237.8914958,19.1165192,15:51:33.959,+19:06:59.469,point,cross,cyan,'LAE1302',,point=cross 14 color=cyan width=2 text={'LAE1302'},618
Filler,LAE1305,1,1,1,,,0,,True,,,237.7807208,19.1175378,15:51:07.373,+19:07:03.136,point,cross,cyan,'LAE1305',,point=cross 14 color=cyan width=2 text={'LAE1305'},619
