name,ra_deg,dec_deg,ra_hms,dec_dms,shape,pointsym,color,text,comments,attrs_raw,order_in_file
LAE1524,237.9669750,19.1618522,15:51:52.074,+19:09:42.668,point,cross,cyan,'LAE1524',,point=cross 14 color=cyan width=2 text={'LAE1524'},175
LAE1525,238.0010667,19.1611486,15:52:00.256,+19:09:40.135,point,cross,cyan,'LAE1525',,point=cross 14 color=cyan width=2 text={'LAE1525'},176
LAE1527,237.9987083,19.1608761,15:51:59.690,+19:09:39.154,point,cross,cyan,'LAE1527',,point=cross 14 color=cyan width=2 text={'LAE1527'},177
LAE1528,237.8685333,19.1616869,15:51:28.448,+19:09:42.073,point,cross,cyan,'LAE1528',,point=cross 14 color=cyan width=2 text={'LAE1528'},178
LAE1530,237.9141833,19.1618367,15:51:39.404,+19:09:42.612,point,cross,cyan,'LAE1530',,point=cross 14 color=cyan width=2 text={'LAE1530'},179
LAE1533,237.9437708,19.1628917,15:51:46.505,+19:09:46.410,point,cross,cyan,'LAE1533',,point=cross 14 color=cyan width=2 text={'LAE1533'},180
LAE1534,238.1019667,19.1621583,15:52:24.472,+19:09:43.770,point,cross,cyan,'LAE1534',,point=cross 14 color=cyan width=2 text={'LAE1534'},181
LAE1535,237.9410833,19.1624486,15:51:45.860,+19:09:44.815,point,cross,cyan,'LAE1535',,point=cross 14 color=cyan width=2 text={'LAE1535'},182
LAE1536,237.9038958,19.1630353,15:51:36.935,+19:09:46.927,point,cross,cyan,'LAE1536',,point=cross 14 color=cyan width=2 text={'LAE1536'},183
LAE1537,237.9065958,19.1632186,15:51:37.583,+19:09:47.587,point,cross,cyan,'LAE1537',,point=cross 14 color=cyan width=2 text={'LAE1537'},184
LAE1539,237.8924458,19.1635519,15:51:34.187,+19:09:48.787,point,cross,cyan,'LAE1539',,point=cross 14 color=cyan width=2 text={'LAE1539'},185
LAE1540,237.8618625,19.1633883,15:51:26.847,+19:09:48.198,point,cross,cyan,'LAE1540',,point=cross 14 color=cyan width=2 text={'LAE1540'},186
LAE1541,238.0043708,19.1632603,15:52:01.049,+19:09:47.737,point,cross,cyan,'LAE1541',,point=cross 14 color=cyan width=2 text={'LAE1541'},187
LAE1543,237.8695042,19.1642800,15:51:28.681,+19:09:51.408,point,cross,cyan,'LAE1543',,point=cross 14 color=cyan width=2 text={'LAE1543'},188
LAE1544,237.7847458,19.1634422,15:51:08.339,+19:09:48.392,point,cross,cyan,'LAE1544',,point=cross 14 color=cyan width=2 text={'LAE1544'},189
LAE1549,237.8314333,19.1645472,15:51:19.544,+19:09:52.370,point,cross,cyan,'LAE1549',,point=cross 14 color=cyan width=2 text={'LAE1549'},190
LAE1550,237.8247125,19.1626697,15:51:17.931,+19:09:45.611,point,cross,cyan,'LAE1550',,point=cross 14 color=cyan width=2 text={'LAE1550'},191
LAE1551,238.0205583,19.1647197,15:52:04.934,+19:09:52.991,point,cross,cyan,'LAE1551',,point=cross 14 color=cyan width=2 text={'LAE1551'},192
LAE1554,237.9889708,19.1647789,15:51:57.353,+19:09:53.204,point,cross,cyan,'LAE1554',,point=cross 14 color=cyan width=2 text={'LAE1554'},193
LAE1560,238.0294167,19.1664053,15:52:07.060,+19:09:59.059,point,cross,cyan,'LAE1560',,point=cross 14 color=cyan width=2 text={'LAE1560'},194
LAE1565,238.0089125,19.1652208,15:52:02.139,+19:09:54.795,point,cross,cyan,'LAE1565',,point=cross 14 color=cyan width=2 text={'LAE1565'},195
LAE1567,238.0761292,19.1676844,15:52:18.271,+19:10:03.664,point,cross,cyan,'LAE1567',,point=cross 14 color=cyan width=2 text={'LAE1567'},196
LAE1568,238.0441625,19.1677478,15:52:10.599,+19:10:03.892,point,cross,cyan,'LAE1568',,point=cross 14 color=cyan width=2 text={'LAE1568'},197
LAE1569,238.0694542,19.1615933,15:52:16.669,+19:09:41.736,point,cross,cyan,'LAE1569',,point=cross 14 color=cyan width=2 text={'LAE1569'},198
LAE1571,238.1161000,19.1679550,15:52:27.864,+19:10:04.638,point,cross,cyan,'LAE1571',,point=cross 14 color=cyan width=2 text={'LAE1571'},199
LAE1576,237.9750208,19.1682961,15:51:54.005,+19:10:05.866,point,cross,cyan,'LAE1576',,point=cross 14 color=cyan width=2 text={'LAE1576'},200
LAE1577,237.9110333,19.1679428,15:51:38.648,+19:10:04.594,point,cross,cyan,'LAE1577',,point=cross 14 color=cyan width=2 text={'LAE1577'},201
LAE1583,238.0913625,19.1698389,15:52:21.927,+19:10:11.420,point,cross,cyan,'LAE1583',,point=cross 14 color=cyan width=2 text={'LAE1583'},202
LAE1587,237.9565333,19.1705558,15:51:49.568,+19:10:14.001,point,cross,cyan,'LAE1587',,point=cross 14 color=cyan width=2 text={'LAE1587'},203
LAE1588,237.9245792,19.1712572,15:51:41.899,+19:10:16.526,point,cross,cyan,'LAE1588',,point=cross 14 color=cyan width=2 text={'LAE1588'},204
LAE1589,237.8263167,19.1716181,15:51:18.316,+19:10:17.825,point,cross,cyan,'LAE1589',,point=cross 14 color=cyan width=2 text={'LAE1589'},205
LAE1591,237.9233125,19.1720858,15:51:41.595,+19:10:19.509,point,cross,cyan,'LAE1591',,point=cross 14 color=cyan width=2 text={'LAE1591'},206
LAE1592,237.8749500,19.1722417,15:51:29.988,+19:10:20.070,point,cross,cyan,'LAE1592',,point=cross 14 color=cyan width=2 text={'LAE1592'},207
LAE1593,237.8447833,19.1725100,15:51:22.748,+19:10:21.036,point,cross,cyan,'LAE1593',,point=cross 14 color=cyan width=2 text={'LAE1593'},208
LAE1595,238.0003875,19.1713733,15:52:00.093,+19:10:16.944,point,cross,cyan,'LAE1595',,point=cross 14 color=cyan width=2 text={'LAE1595'},209
LAE1596,237.9638750,19.1721133,15:51:51.330,+19:10:19.608,point,cross,cyan,'LAE1596',,point=cross 14 color=cyan width=2 text={'LAE1596'},210
LAE1597,238.0468167,19.1720736,15:52:11.236,+19:10:19.465,point,cross,cyan,'LAE1597',,point=cross 14 color=cyan width=2 text={'LAE1597'},211
LAE1600,238.1092167,19.1733936,15:52:26.212,+19:10:24.217,point,cross,cyan,'LAE1600',,point=cross 14 color=cyan width=2 text={'LAE1600'},212
LAE1603,237.8595875,19.1737219,15:51:26.301,+19:10:25.399,point,cross,cyan,'LAE1603',,point=cross 14 color=cyan width=2 text={'LAE1603'},213
LAE1609,238.0637750,19.1751253,15:52:15.306,+19:10:30.451,point,cross,cyan,'LAE1609',,point=cross 14 color=cyan width=2 text={'LAE1609'},214
LAE1610,238.0546750,19.1754050,15:52:13.122,+19:10:31.458,point,cross,cyan,'LAE1610',,point=cross 14 color=cyan width=2 text={'LAE1610'},215
LAE1612,238.0088750,19.1761289,15:52:02.130,+19:10:34.064,point,cross,cyan,'LAE1612',,point=cross 14 color=cyan width=2 text={'LAE1612'},216
LAE1616,237.9615292,19.1761369,15:51:50.767,+19:10:34.093,point,cross,cyan,'LAE1616',,point=cross 14 color=cyan width=2 text={'LAE1616'},217
LAE1618,237.9970917,19.1763644,15:51:59.302,+19:10:34.912,point,cross,cyan,'LAE1618',,point=cross 14 color=cyan width=2 text={'LAE1618'},218
LAE1619,238.0228750,19.1767883,15:52:05.490,+19:10:36.438,point,cross,cyan,'LAE1619',,point=cross 14 color=cyan width=2 text={'LAE1619'},219
LAE1623,237.9269958,19.1761350,15:51:42.479,+19:10:34.086,point,cross,cyan,'LAE1623',,point=cross 14 color=cyan width=2 text={'LAE1623'},220
LAE1627,237.8501292,19.1778733,15:51:24.031,+19:10:40.344,point,cross,cyan,'LAE1627',,point=cross 14 color=cyan width=2 text={'LAE1627'},221
LAE1631,237.7962167,19.1766953,15:51:11.092,+19:10:36.103,point,cross,cyan,'LAE1631',,point=cross 14 color=cyan width=2 text={'LAE1631'},222
LAE1633,237.9666917,19.1779878,15:51:52.006,+19:10:40.756,point,cross,cyan,'LAE1633',,point=cross 14 color=cyan width=2 text={'LAE1633'},223
LAE1638,238.0369083,19.1794253,15:52:08.858,+19:10:45.931,point,cross,cyan,'LAE1638',,point=cross 14 color=cyan width=2 text={'LAE1638'},224
LAE1642,238.0643375,19.1798464,15:52:15.441,+19:10:47.447,point,cross,cyan,'LAE1642',,point=cross 14 color=cyan width=2 text={'LAE1642'},225
LAE1643,238.0587542,19.1802411,15:52:14.101,+19:10:48.868,point,cross,cyan,'LAE1643',,point=cross 14 color=cyan width=2 text={'LAE1643'},226
LAE1644,237.9646208,19.1796367,15:51:51.509,+19:10:46.692,point,cross,cyan,'LAE1644',,point=cross 14 color=cyan width=2 text={'LAE1644'},227
LAE1645,238.0629208,19.1798031,15:52:15.101,+19:10:47.291,point,cross,cyan,'LAE1645',,point=cross 14 color=cyan width=2 text={'LAE1645'},228
LAE1646,238.0184875,19.1800106,15:52:04.437,+19:10:48.038,point,cross,cyan,'LAE1646',,point=cross 14 color=cyan width=2 text={'LAE1646'},229
LAE1651,238.0642750,19.1802222,15:52:15.426,+19:10:48.800,point,cross,cyan,'LAE1651',,point=cross 14 color=cyan width=2 text={'LAE1651'},230
LAE1656,238.0030750,19.1814231,15:52:00.738,+19:10:53.123,point,cross,cyan,'LAE1656',,point=cross 14 color=cyan width=2 text={'LAE1656'},231
LAE1664,237.9569792,19.1823022,15:51:49.675,+19:10:56.288,point,cross,cyan,'LAE1664',,point=cross 14 color=cyan width=2 text={'LAE1664'},232
LAE1666,237.9191708,19.1827550,15:51:40.601,+19:10:57.918,point,cross,cyan,'LAE1666',,point=cross 14 color=cyan width=2 text={'LAE1666'},233
LAE1668,237.9646542,19.1828158,15:51:51.517,+19:10:58.137,point,cross,cyan,'LAE1668',,point=cross 14 color=cyan width=2 text={'LAE1668'},234
LAE1674,237.7896750,19.1838214,15:51:09.522,+19:11:01.757,point,cross,cyan,'LAE1674',,point=cross 14 color=cyan width=2 text={'LAE1674'},235
LAE1675,237.9332500,19.1840114,15:51:43.980,+19:11:02.441,point,cross,cyan,'LAE1675',,point=cross 14 color=cyan width=2 text={'LAE1675'},236
LAE1677,238.0855958,19.1810581,15:52:20.543,+19:10:51.809,point,cross,cyan,'LAE1677',,point=cross 14 color=cyan width=2 text={'LAE1677'},237
LAE1679,237.9544792,19.1834264,15:51:49.075,+19:11:00.335,point,cross,cyan,'LAE1679',,point=cross 14 color=cyan width=2 text={'LAE1679'},238
LAE1680,237.9643917,19.1826375,15:51:51.454,+19:10:57.495,point,cross,cyan,'LAE1680',,point=cross 14 color=cyan width=2 text={'LAE1680'},239
LAE1681,237.9457417,19.1840842,15:51:46.978,+19:11:02.703,point,cross,cyan,'LAE1681',,point=cross 14 color=cyan width=2 text={'LAE1681'},240
LAE1684,237.8032000,19.1843958,15:51:12.768,+19:11:03.825,point,cross,cyan,'LAE1684',,point=cross 14 color=cyan width=2 text={'LAE1684'},241
LAE1687,237.9369125,19.1838483,15:51:44.859,+19:11:01.854,point,cross,cyan,'LAE1687',,point=cross 14 color=cyan width=2 text={'LAE1687'},242
LAE1688,237.8556292,19.1840097,15:51:25.351,+19:11:02.435,point,cross,cyan,'LAE1688',,point=cross 14 color=cyan width=2 text={'LAE1688'},243
LAE1690,237.9893583,19.1840736,15:51:57.446,+19:11:02.665,point,cross,cyan,'LAE1690',,point=cross 14 color=cyan width=2 text={'LAE1690'},244
LAE1691,237.9149833,19.1848067,15:51:39.596,+19:11:05.304,point,cross,cyan,'LAE1691',,point=cross 14 color=cyan width=2 text={'LAE1691'},245
LAE1693,237.9043875,19.1847003,15:51:37.053,+19:11:04.921,point,cross,cyan,'LAE1693',,point=cross 14 color=cyan width=2 text={'LAE1693'},246
LAE1695,238.1157792,19.1850708,15:52:27.787,+19:11:06.255,point,cross,cyan,'LAE1695',,point=cross 14 color=cyan width=2 text={'LAE1695'},247
LAE1696,237.9755833,19.1847344,15:51:54.140,+19:11:05.044,point,cross,cyan,'LAE1696',,point=cross 14 color=cyan width=2 text={'LAE1696'},248
LAE1702,237.8939792,19.1857400,15:51:34.555,+19:11:08.664,point,cross,cyan,'LAE1702',,point=cross 14 color=cyan width=2 text={'LAE1702'},249
LAE1703,238.1202917,19.1858244,15:52:28.870,+19:11:08.968,point,cross,cyan,'LAE1703',,point=cross 14 color=cyan width=2 text={'LAE1703'},250
LAE1704,237.9427833,19.1863950,15:51:46.268,+19:11:11.022,point,cross,cyan,'LAE1704',,point=cross 14 color=cyan width=2 text={'LAE1704'},251
LAE1706,237.9847750,19.1850286,15:51:56.346,+19:11:06.103,point,cross,cyan,'LAE1706',,point=cross 14 color=cyan width=2 text={'LAE1706'},252
LAE1709,237.8991042,19.1859778,15:51:35.785,+19:11:09.520,point,cross,cyan,'LAE1709',,point=cross 14 color=cyan width=2 text={'LAE1709'},253
LAE1713,237.9393000,19.1865092,15:51:45.432,+19:11:11.433,point,cross,cyan,'LAE1713',,point=cross 14 color=cyan width=2 text={'LAE1713'},254
LAE1716,238.0040958,19.1875731,15:52:00.983,+19:11:15.263,point,cross,cyan,'LAE1716',,point=cross 14 color=cyan width=2 text={'LAE1716'},255
LAE1717,238.1113917,19.1877589,15:52:26.734,+19:11:15.932,point,cross,cyan,'LAE1717',,point=cross 14 color=cyan width=2 text={'LAE1717'},256
LAE1721,237.8149250,19.1894025,15:51:15.582,+19:11:21.849,point,cross,cyan,'LAE1721',,point=cross 14 color=cyan width=2 text={'LAE1721'},257
LAE1726,237.9545167,19.1895422,15:51:49.084,+19:11:22.352,point,cross,cyan,'LAE1726',,point=cross 14 color=cyan width=2 text={'LAE1726'},258
LAE1735,237.9350250,19.1900739,15:51:44.406,+19:11:24.266,point,cross,cyan,'LAE1735',,point=cross 14 color=cyan width=2 text={'LAE1735'},259
LAE1736,237.8291750,19.1912897,15:51:19.002,+19:11:28.643,point,cross,cyan,'LAE1736',,point=cross 14 color=cyan width=2 text={'LAE1736'},260
LAE1741,237.8119625,19.1920678,15:51:14.871,+19:11:31.444,point,cross,cyan,'LAE1741',,point=cross 14 color=cyan width=2 text={'LAE1741'},261
LAE1742,238.1344250,19.1922950,15:52:32.262,+19:11:32.262,point,cross,cyan,'LAE1742',,point=cross 14 color=cyan width=2 text={'LAE1742'},262
LAE1743,238.0645792,19.1914958,15:52:15.499,+19:11:29.385,point,cross,cyan,'LAE1743',,point=cross 14 color=cyan width=2 text={'LAE1743'},263
LAE1744,237.8444125,19.1926178,15:51:22.659,+19:11:33.424,point,cross,cyan,'LAE1744',,point=cross 14 color=cyan width=2 text={'LAE1744'},264
LAE1752,238.0253500,19.1934650,15:52:06.084,+19:11:36.474,point,cross,cyan,'LAE1752',,point=cross 14 color=cyan width=2 text={'LAE1752'},265
LAE1757,237.9087500,19.1931794,15:51:38.100,+19:11:35.446,point,cross,cyan,'LAE1757',,point=cross 14 color=cyan width=2 text={'LAE1757'},266
LAE1758,237.9323292,19.1944797,15:51:43.759,+19:11:40.127,point,cross,cyan,'LAE1758',,point=cross 14 color=cyan width=2 text={'LAE1758'},267
LAE1759,237.8926417,19.1949633,15:51:34.234,+19:11:41.868,point,cross,cyan,'LAE1759',,point=cross 14 color=cyan width=2 text={'LAE1759'},268
LAE1760,238.0426875,19.1949464,15:52:10.245,+19:11:41.807,point,cross,cyan,'LAE1760',,point=cross 14 color=cyan width=2 text={'LAE1760'},269
LAE1762,238.0704500,19.1947125,15:52:16.908,+19:11:40.965,point,cross,cyan,'LAE1762',,point=cross 14 color=cyan width=2 text={'LAE1762'},270
LAE1774,238.0460667,19.1970117,15:52:11.056,+19:11:49.242,point,cross,cyan,'LAE1774',,point=cross 14 color=cyan width=2 text={'LAE1774'},271
LAE1775,238.0645750,19.1971756,15:52:15.498,+19:11:49.832,point,cross,cyan,'LAE1775',,point=cross 14 color=cyan width=2 text={'LAE1775'},272
LAE1779,237.9353125,19.1964597,15:51:44.475,+19:11:47.255,point,cross,cyan,'LAE1779',,point=cross 14 color=cyan width=2 text={'LAE1779'},273
LAE1784,237.9403458,19.1979744,15:51:45.683,+19:11:52.708,point,cross,cyan,'LAE1784',,point=cross 14 color=cyan width=2 text={'LAE1784'},274
LAE1787,237.9210667,19.1985047,15:51:41.056,+19:11:54.617,point,cross,cyan,'LAE1787',,point=cross 14 color=cyan width=2 text={'LAE1787'},275
LAE1789,237.8461125,19.1984869,15:51:23.067,+19:11:54.553,point,cross,cyan,'LAE1789',,point=cross 14 color=cyan width=2 text={'LAE1789'},276
LAE1790,237.8361333,19.1989600,15:51:20.672,+19:11:56.256,point,cross,cyan,'LAE1790',,point=cross 14 color=cyan width=2 text={'LAE1790'},277
LAE1791,237.9316292,19.1991869,15:51:43.591,+19:11:57.073,point,cross,cyan,'LAE1791',,point=cross 14 color=cyan width=2 text={'LAE1791'},278
LAE1795,238.0504542,19.1995372,15:52:12.109,+19:11:58.334,point,cross,cyan,'LAE1795',,point=cross 14 color=cyan width=2 text={'LAE1795'},279
LAE1803,237.9521333,19.2008303,15:51:48.512,+19:12:02.989,point,cross,cyan,'LAE1803',,point=cross 14 color=cyan width=2 text={'LAE1803'},280
LAE1804,237.9472667,19.2004833,15:51:47.344,+19:12:01.740,point,cross,cyan,'LAE1804',,point=cross 14 color=cyan width=2 text={'LAE1804'},281
LAE1805,238.1011375,19.2009350,15:52:24.273,+19:12:03.366,point,cross,cyan,'LAE1805',,point=cross 14 color=cyan width=2 text={'LAE1805'},282
LAE1808,237.7926250,19.2016431,15:51:10.230,+19:12:05.915,point,cross,cyan,'LAE1808',,point=cross 14 color=cyan width=2 text={'LAE1808'},283
LAE1813,237.8736417,19.2019864,15:51:29.674,+19:12:07.151,point,cross,cyan,'LAE1813',,point=cross 14 color=cyan width=2 text={'LAE1813'},284
LAE1818,238.0965458,19.2025606,15:52:23.171,+19:12:09.218,point,cross,cyan,'LAE1818',,point=cross 14 color=cyan width=2 text={'LAE1818'},285
LAE1822,237.8342542,19.2034244,15:51:20.221,+19:12:12.328,point,cross,cyan,'LAE1822',,point=cross 14 color=cyan width=2 text={'LAE1822'},286
LAE1824,238.0452792,19.2031347,15:52:10.867,+19:12:11.285,point,cross,cyan,'LAE1824',,point=cross 14 color=cyan width=2 text={'LAE1824'},287
LAE1836,238.0716583,19.2039461,15:52:17.198,+19:12:14.206,point,cross,cyan,'LAE1836',,point=cross 14 color=cyan width=2 text={'LAE1836'},288
LAE1846,237.9411625,19.2064003,15:51:45.879,+19:12:23.041,point,cross,cyan,'LAE1846',,point=cross 14 color=cyan width=2 text={'LAE1846'},289
LAE1851,237.9857333,19.2073344,15:51:56.576,+19:12:26.404,point,cross,cyan,'LAE1851',,point=cross 14 color=cyan width=2 text={'LAE1851'},290
LAE1854,238.0748500,19.2076342,15:52:17.964,+19:12:27.483,point,cross,cyan,'LAE1854',,point=cross 14 color=cyan width=2 text={'LAE1854'},291
LAE1855,237.8940667,19.2071131,15:51:34.576,+19:12:25.607,point,cross,cyan,'LAE1855',,point=cross 14 color=cyan width=2 text={'LAE1855'},292
LAE1861,238.1044208,19.2087889,15:52:25.061,+19:12:31.640,point,cross,cyan,'LAE1861',,point=cross 14 color=cyan width=2 text={'LAE1861'},293
LAE1862,237.9429958,19.2090639,15:51:46.319,+19:12:32.630,point,cross,cyan,'LAE1862',,point=cross 14 color=cyan width=2 text={'LAE1862'},294
LAE1863,238.0762417,19.2089472,15:52:18.298,+19:12:32.210,point,cross,cyan,'LAE1863',,point=cross 14 color=cyan width=2 text={'LAE1863'},295
LAE1864,238.1324542,19.2091600,15:52:31.789,+19:12:32.976,point,cross,cyan,'LAE1864',,point=cross 14 color=cyan width=2 text={'LAE1864'},296
LAE1865,237.8837833,19.2087939,15:51:32.108,+19:12:31.658,point,cross,cyan,'LAE1865',,point=cross 14 color=cyan width=2 text={'LAE1865'},297
LAE1866,237.8454542,19.2085744,15:51:22.909,+19:12:30.868,point,cross,cyan,'LAE1866',,point=cross 14 color=cyan width=2 text={'LAE1866'},298
LAE1871,238.0674125,19.2100961,15:52:16.179,+19:12:36.346,point,cross,cyan,'LAE1871',,point=cross 14 color=cyan width=2 text={'LAE1871'},299
LAE1872,237.9437125,19.2106542,15:51:46.491,+19:12:38.355,point,cross,cyan,'LAE1872',,point=cross 14 color=cyan width=2 text={'LAE1872'},300
LAE1876,237.9848333,19.2115914,15:51:56.360,+19:12:41.729,point,cross,cyan,'LAE1876',,point=cross 14 color=cyan width=2 text={'LAE1876'},301
LAE1882,237.8930792,19.2111117,15:51:34.339,+19:12:40.002,point,cross,cyan,'LAE1882',,point=cross 14 color=cyan width=2 text={'LAE1882'},302
LAE1883,237.9919583,19.2072736,15:51:58.070,+19:12:26.185,point,cross,cyan,'LAE1883',,point=cross 14 color=cyan width=2 text={'LAE1883'},303
LAE1889,237.9573667,19.2131783,15:51:49.768,+19:12:47.442,point,cross,cyan,'LAE1889',,point=cross 14 color=cyan width=2 text={'LAE1889'},304
LAE1890,238.0604875,19.2133578,15:52:14.517,+19:12:48.088,point,cross,cyan,'LAE1890',,point=cross 14 color=cyan width=2 text={'LAE1890'},305
LAE1892,238.0078417,19.2138069,15:52:01.882,+19:12:49.705,point,cross,cyan,'LAE1892',,point=cross 14 color=cyan width=2 text={'LAE1892'},306
LAE1897,237.8016500,19.2142961,15:51:12.396,+19:12:51.466,point,cross,cyan,'LAE1897',,point=cross 14 color=cyan width=2 text={'LAE1897'},307
LAE1901,237.8922917,19.2139825,15:51:34.150,+19:12:50.337,point,cross,cyan,'LAE1901',,point=cross 14 color=cyan width=2 text={'LAE1901'},308
LAE1902,238.0655875,19.2155683,15:52:15.741,+19:12:56.046,point,cross,cyan,'LAE1902',,point=cross 14 color=cyan width=2 text={'LAE1902'},309
LAE1904,238.0145042,19.2160583,15:52:03.481,+19:12:57.810,point,cross,cyan,'LAE1904',,point=cross 14 color=cyan width=2 text={'LAE1904'},310
LAE1906,237.9948417,19.2166794,15:51:58.762,+19:13:00.046,point,cross,cyan,'LAE1906',,point=cross 14 color=cyan width=2 text={'LAE1906'},311
LAE1907,237.8853875,19.2162442,15:51:32.493,+19:12:58.479,point,cross,cyan,'LAE1907',,point=cross 14 color=cyan width=2 text={'LAE1907'},312
LAE1911,238.1183292,19.2169378,15:52:28.399,+19:13:00.976,point,cross,cyan,'LAE1911',,point=cross 14 color=cyan width=2 text={'LAE1911'},313
LAE1914,237.9064583,19.2172814,15:51:37.550,+19:13:02.213,point,cross,cyan,'LAE1914',,point=cross 14 color=cyan width=2 text={'LAE1914'},314
LAE1917,237.9753750,19.2178086,15:51:54.090,+19:13:04.111,point,cross,cyan,'LAE1917',,point=cross 14 color=cyan width=2 text={'LAE1917'},315
LAE1918,238.0791333,19.2178428,15:52:18.992,+19:13:04.234,point,cross,cyan,'LAE1918',,point=cross 14 color=cyan width=2 text={'LAE1918'},316
LAE1922,237.8200292,19.2181425,15:51:16.807,+19:13:05.313,point,cross,cyan,'LAE1922',,point=cross 14 color=cyan width=2 text={'LAE1922'},317
LAE1923,237.9870000,19.2184214,15:51:56.880,+19:13:06.317,point,cross,cyan,'LAE1923',,point=cross 14 color=cyan width=2 text={'LAE1923'},318
LAE1924,238.1183333,19.2186803,15:52:28.400,+19:13:07.249,point,cross,cyan,'LAE1924',,point=cross 14 color=cyan width=2 text={'LAE1924'},319
LAE1925,238.1028708,19.2177694,15:52:24.689,+19:13:03.970,point,cross,cyan,'LAE1925',,point=cross 14 color=cyan width=2 text={'LAE1925'},320
LAE1926,238.0831333,19.2190050,15:52:19.952,+19:13:08.418,point,cross,cyan,'LAE1926',,point=cross 14 color=cyan width=2 text={'LAE1926'},321
LAE1931,237.8234042,19.2184983,15:51:17.617,+19:13:06.594,point,cross,cyan,'LAE1931',,point=cross 14 color=cyan width=2 text={'LAE1931'},322
LAE1933,237.8071292,19.2191853,15:51:13.711,+19:13:09.067,point,cross,cyan,'LAE1933',,point=cross 14 color=cyan width=2 text={'LAE1933'},323
LAE1936,237.9512833,19.2203656,15:51:48.308,+19:13:13.316,point,cross,cyan,'LAE1936',,point=cross 14 color=cyan width=2 text={'LAE1936'},324
LAE1937,237.8731000,19.2202369,15:51:29.544,+19:13:12.853,point,cross,cyan,'LAE1937',,point=cross 14 color=cyan width=2 text={'LAE1937'},325
LAE1938,237.9153958,19.2208053,15:51:39.695,+19:13:14.899,point,cross,cyan,'LAE1938',,point=cross 14 color=cyan width=2 text={'LAE1938'},326
LAE1940,238.0536583,19.2217575,15:52:12.878,+19:13:18.327,point,cross,cyan,'LAE1940',,point=cross 14 color=cyan width=2 text={'LAE1940'},327
LAE1943,238.0864583,19.2219344,15:52:20.750,+19:13:18.964,point,cross,cyan,'LAE1943',,point=cross 14 color=cyan width=2 text={'LAE1943'},328
LAE1944,237.9308625,19.2220828,15:51:43.407,+19:13:19.498,point,cross,cyan,'LAE1944',,point=cross 14 color=cyan width=2 text={'LAE1944'},329
LAE1945,238.1360167,19.2223306,15:52:32.644,+19:13:20.390,point,cross,cyan,'LAE1945',,point=cross 14 color=cyan width=2 text={'LAE1945'},330
LAE1946,237.9829500,19.2233469,15:51:55.908,+19:13:24.049,point,cross,cyan,'LAE1946',,point=cross 14 color=cyan width=2 text={'LAE1946'},331
LAE1948,237.9905583,19.2242986,15:51:57.734,+19:13:27.475,point,cross,cyan,'LAE1948',,point=cross 14 color=cyan width=2 text={'LAE1948'},332
LAE1953,237.9260125,19.2248489,15:51:42.243,+19:13:29.456,point,cross,cyan,'LAE1953',,point=cross 14 color=cyan width=2 text={'LAE1953'},333
LAE1954,237.8082042,19.2251039,15:51:13.969,+19:13:30.374,point,cross,cyan,'LAE1954',,point=cross 14 color=cyan width=2 text={'LAE1954'},334
LAE1957,237.9183458,19.2256519,15:51:40.403,+19:13:32.347,point,cross,cyan,'LAE1957',,point=cross 14 color=cyan width=2 text={'LAE1957'},335
LAE1958,237.8500667,19.2260047,15:51:24.016,+19:13:33.617,point,cross,cyan,'LAE1958',,point=cross 14 color=cyan width=2 text={'LAE1958'},336
LAE1959,238.0582583,19.2259264,15:52:13.982,+19:13:33.335,point,cross,cyan,'LAE1959',,point=cross 14 color=cyan width=2 text={'LAE1959'},337
LAE1961,237.9443375,19.2266064,15:51:46.641,+19:13:35.783,point,cross,cyan,'LAE1961',,point=cross 14 color=cyan width=2 text={'LAE1961'},338
LAE1963,237.9038250,19.2266858,15:51:36.918,+19:13:36.069,point,cross,cyan,'LAE1963',,point=cross 14 color=cyan width=2 text={'LAE1963'},339
LAE1970,237.9290500,19.2273903,15:51:42.972,+19:13:38.605,point,cross,cyan,'LAE1970',,point=cross 14 color=cyan width=2 text={'LAE1970'},340
LAE1978,237.9544250,19.2291397,15:51:49.062,+19:13:44.903,point,cross,cyan,'LAE1978',,point=cross 14 color=cyan width=2 text={'LAE1978'},341
LAE1979,238.0701708,19.2295389,15:52:16.841,+19:13:46.340,point,cross,cyan,'LAE1979',,point=cross 14 color=cyan width=2 text={'LAE1979'},342
LAE1980,237.8233000,19.2290747,15:51:17.592,+19:13:44.669,point,cross,cyan,'LAE1980',,point=cross 14 color=cyan width=2 text={'LAE1980'},343
LAE1981,237.9850958,19.2293728,15:51:56.423,+19:13:45.742,point,cross,cyan,'LAE1981',,point=cross 14 color=cyan width=2 text={'LAE1981'},344
LAE1982,238.0633208,19.2286917,15:52:15.197,+19:13:43.290,point,cross,cyan,'LAE1982',,point=cross 14 color=cyan width=2 text={'LAE1982'},345
LAE1991,238.1181250,19.2306989,15:52:28.350,+19:13:50.516,point,cross,cyan,'LAE1991',,point=cross 14 color=cyan width=2 text={'LAE1991'},346
LAE1994,238.1027750,19.2319269,15:52:24.666,+19:13:54.937,point,cross,cyan,'LAE1994',,point=cross 14 color=cyan width=2 text={'LAE1994'},347
LAE1997,238.0551208,19.2318339,15:52:13.229,+19:13:54.602,point,cross,cyan,'LAE1997',,point=cross 14 color=cyan width=2 text={'LAE1997'},348
