obs_wav,fnu_50,fnu_16,fnu_84
37.994386007327684,2.7876605604236452e-157,1.1149064264959735e-207,2.744981907687755e-101
38.94424565751087,3.99453044320498e-153,4.752057113314715e-202,8.317056911714322e-99
39.91785179894864,2.4629839566115373e-149,7.884232130247173e-197,1.2158074593387454e-96
40.915798093922355,9.397516599412764e-146,7.344678355456355e-192,1.2290147258665188e-94
41.938693046270416,1.7338713210040487e-142,3.0858567199554694e-187,6.691329912114782e-93
42.98716037242717,4.467472893089178e-149,6.558935621753203e-192,2.4952862772502235e-100
44.06183938173784,3.0651836056648268e-145,8.420296400716201e-187,6.069270582329204e-98
45.16338536628129,1.1641758576281132e-141,5.029683023823327e-182,9.023234652520324e-96
46.292470000438314,1.807437154992752e-126,3.7835770047504586e-166,1.4693541281410046e-82
47.44978175044927,2.3919380061020188e-122,7.482999382584003e-161,9.392454966112011e-80
48.636026294210495,5.354768748413921e-119,2.31110041579358e-156,1.1112224616846252e-77
49.85192695156576,9.484279155009243e-116,5.249558522095509e-152,1.135969395284233e-75
51.098225125354894,2.148638761142783e-112,1.4162635313747347e-147,1.6181921777135097e-73
52.37568075348876,2.295571002477645e-109,1.6718590055927239e-143,1.178494785711296e-71
53.685072772325974,2.2392101239423893e-106,1.6781494094272048e-139,8.488209298537002e-70
55.02719959163412,1.921978856972398e-103,1.3830490485850847e-135,5.8119068167542765e-68
56.402879581424976,1.0583881984332582e-100,6.836384022792123e-132,2.751221908040791e-66
57.8129515709606,5.911964209280765e-98,3.2113098903195656e-128,1.421008928046081e-64
59.258275360234606,2.4076922855965205e-95,1.0324437917729297e-124,5.742308904290535e-63
60.739732244240464,8.002410133549976e-93,2.547501468496212e-121,2.028031130480997e-61
62.258225550346474,2.4126447710133102e-90,5.371745349099935e-118,6.943719327782393e-60
63.81468118910513,5.399647511075908e-88,7.744779844719678e-115,1.8825727121533603e-58
65.41004821883276,1.1603019174681748e-85,9.828766104635032e-112,5.216097142296355e-57
67.04529942430356,1.9158638886520866e-83,9.095441922535536e-109,1.1802689235616416e-55
68.72143190991116,2.8422831042459627e-81,7.185353252349881e-106,2.5445424908821265e-54
70.43946770765892,3.462680061981519e-79,4.4372015433911227e-103,4.770783142439589e-53
72.20045440035038,4.534658645084663e-77,4.0169001358608744e-100,1.0502386771019209e-51
74.00546576035914,4.817047038851232e-75,2.1616587394192826e-97,1.9555625150553548e-50
75.8556024043681,3.908200054578473e-73,7.996556614784337e-95,2.8348936808378104e-49
77.7519924644773,2.617806341645489e-71,2.3328366606446465e-92,3.5848548931610123e-48
79.69579227608922,1.5234295796935102e-69,5.619030415886505e-90,4.120612129575569e-47
81.68818708299145,7.684316509174643e-68,1.1356650914755647e-87,4.347424659812296e-46
83.73039176006623,3.273534079152768e-66,1.9307521742287962e-85,4.219214322852755e-45
85.82365155406787,2.4715840669145303e-64,5.44076054447458e-83,7.498882680067218e-44
87.96924284291957,2.1138846708003025e-62,1.6496398147463097e-80,1.5651975789649142e-42
90.16847391399256,9.593163723396232e-61,2.514716671635566e-78,1.8286820294279274e-41
92.42268576184236,3.3138237546641695e-59,2.8153151793955025e-76,1.692358260916596e-40
94.7332529058884,7.523091250508677e-58,1.987733292033248e-74,1.0787254451284678e-39
97.1015842285356,1.5867761760739103e-56,1.2601778057021025e-72,6.632548364988769e-39
99.52912383424899,3.1086267821708156e-55,7.422972278915889e-71,3.925385034237424e-38
102.01735193010522,5.384546474612014e-54,3.8644075603066345e-69,2.169706482416999e-37
104.56778572835783,8.245332322033994e-53,1.7651371246919512e-67,1.1255176416968805e-36
107.18198037156677,1.1242734553950156e-51,7.073824410922118e-66,5.476333039370043e-36
109.86152988085593,1.398203226938271e-50,2.5044238819804205e-64,2.5153714282808844e-35
112.60806812787732,1.7002251840228073e-49,8.069865202157281e-63,1.1190348492909576e-34
115.42326983107424,1.889237740894306e-48,2.2014551057435705e-61,4.601875076560455e-34
118.30885157685108,1.8510277776903559e-47,4.970713259747042e-60,1.7835938173555683e-33
121.26657286627236,1.6931737951535832e-46,1.0139821749199854e-58,6.307891805156094e-33
124.29823718792916,1.503012257721219e-45,1.9040356769527303e-57,2.1551427181122117e-32
127.4056931176274,1.26430576706201e-44,3.1599810274253873e-56,6.927545773477643e-32
130.59083544556808,9.959062945621593e-44,4.841180329375308e-55,2.144669173854338e-31
133.85560633170726,6.840448003899908e-43,7.092957335608585e-54,6.435668390411829e-31
137.20199648999994,4.167933251309776e-42,9.05997911940813e-53,1.830978223694209e-30
140.63204640224993,2.377144913486903e-41,1.047526373710966e-51,5.055829831404185e-30
144.14784756230617,1.3954353828339553e-40,1.1439275592573666e-50,1.3570457776888712e-29
147.7515437513638,8.082449354229866e-40,1.186994516242784e-49,3.541921229425121e-29
151.44533234514788,4.5177395840275715e-39,1.1869969448654141e-48,9.050973375606234e-29
155.23146565377655,2.4157221464224635e-38,1.145565091211243e-47,2.2707532961296043e-28
159.11225229512095,1.1241306449702826e-37,1.024332867258814e-46,5.188826700429013e-28
163.09005860249897,5.032996490401284e-37,8.046195946027185e-46,1.1268524500708365e-27
167.16731006756143,2.2418433221500948e-36,5.611974596546068e-45,2.395515026691229e-27
171.34649281925044,8.772996590310288e-36,4.0142775622599032e-44,4.968779069557549e-27
175.6301551397317,3.054655420606575e-35,2.7709792960126264e-43,1.0308056575765973e-26
180.02090901822498,1.0319062071273784e-34,1.773278460983484e-42,2.0904903041323473e-26
184.52143174368058,3.7166851423259203e-34,1.0036391621299526e-41,4.220584819462893e-26
189.1344675372726,2.0963253067565238e-32,8.159987589557199e-40,1.5856461504565383e-24
193.8628292257044,1.97440925213578e-31,1.3581168047472004e-38,9.627185433265567e-24
198.709399956347,4.060947205152226e-31,4.821494023957223e-38,1.1672063039450415e-23
203.67713495525567,8.645421925145763e-31,1.7538360598559538e-37,1.472703778663297e-23
208.76906332913703,2.446555690290773e-30,8.246639775675455e-37,2.551544806493438e-23
213.98828991236545,8.543506826669522e-30,4.528609618487815e-36,5.450967827347939e-23
219.33799716017455,1.341571797574695e-29,1.1175953347245333e-35,5.567662700314434e-23
224.82144708917892,4.9932178329436114e-29,5.979009316092007e-35,1.3495941936064613e-22
230.44198326640836,2.753590013191757e-28,4.6704153595784775e-34,4.781977243020333e-22
236.20303284806855,4.408171236042669e-28,1.0253745147634485e-33,6.264556476999172e-22
242.10810866927025,3.221701270380753e-28,1.095515011931293e-33,3.212109676766649e-22
248.160811386002,4.337139369944809e-28,2.0756021617821658e-33,2.7381862662539575e-22
254.36483167065202,1.582841668807133e-27,1.053876977821155e-32,6.583841937621259e-22
260.7239524624183,6.4880484903815e-27,5.801894038881332e-32,1.7547328278121545e-21
267.24205127397875,2.9669589777635906e-26,3.5308988389795857e-31,5.2375309130388086e-21
273.92310255582817,7.380830538111284e-26,1.1456147219694502e-30,8.584258596322945e-21
280.7711801197239,1.6179114737880253e-25,3.343525204847842e-30,1.2887781026671508e-20
287.790459622717,5.398435773611183e-25,1.524639357944363e-29,2.9062219463580126e-20
294.9852211132849,2.1244700732578372e-24,8.860808340580413e-29,7.88488082159766e-20
302.359851641117,2.8822718784306677e-24,1.9582315801347269e-28,8.769078769984541e-20
309.9188479321449,1.2840354161961625e-23,8.312766488648888e-28,2.425504727765327e-19
317.6668191304485,5.04880836574353e-23,4.40757629485981e-27,6.4426627651695875e-19
325.6084896087097,8.837445904223647e-23,1.1700456485230977e-26,9.901136257043907e-19
333.7487018489274,1.7713537117207596e-22,3.054552779603785e-26,1.4915880802487227e-18
342.09241939515056,6.788576366614997e-22,1.3375745304963915e-25,3.757020826637943e-18
350.64472988002933,2.1258867684487015e-21,4.996841458233742e-25,8.67627594939111e-18
359.41084812703,8.134561328169849e-21,2.7531443245714913e-24,2.586697804294136e-17
368.39611933020575,2.9717961055323964e-20,1.518200344091869e-23,8.856367729219118e-17
377.60602231346087,2.0870013996116016e-19,1.16802288299089e-22,4.0014987725492944e-16
387.0461728712974,1.4218625461013602e-18,1.043205723604578e-21,2.0780121078675063e-15
396.7223271930798,1.702684128906466e-18,1.578387777330754e-21,2.3222080556078744e-15
406.6403853729068,8.436129555547488e-19,9.116166516129045e-22,8.909607992335489e-16
416.8063950072294,8.414951858602995e-19,1.2521351860327714e-21,8.565424162608312e-16
427.2265548824101,3.808470412815812e-18,6.405972184546281e-21,2.9039866253712146e-15
437.90721875447036,4.112853286851245e-17,8.048683057035637e-20,2.3085881600651166e-14
448.85489922333204,2.5113801516683633e-16,5.518037427157071e-19,1.1225147211730511e-13
460.07627170391527,3.6760930139626857e-16,8.95568224664198e-19,1.3148341372915857e-13
471.5781784965131,8.536053037236479e-16,2.6307139333181657e-18,2.60275279345696e-13
483.36763295892587,2.3133579683643582e-15,8.477705237773433e-18,6.150474139776008e-13
495.45182378289894,2.0107998191408905e-15,8.168707944319109e-18,4.593551455521036e-13
507.8381193774714,5.526586458247989e-15,2.8028249749761873e-17,1.0559889935158124e-12
520.5340723619081,3.8790739300931544e-15,2.3461630229344825e-17,6.555699434571465e-13
533.5474241709558,3.8164158923944695e-15,2.8244213083989837e-17,5.769812930001994e-13
546.8861097752296,4.547797124249764e-15,3.917973336159647e-17,6.19829359017612e-13
560.5582625196103,2.2585690665532958e-14,2.157668626231124e-16,2.5361085936335016e-12
574.5722190826006,3.9876192163488665e-14,4.34451872284697e-16,3.906775595916224e-12
588.9365245596655,6.498390892020378e-14,7.98514679119197e-16,5.5270508914501744e-12
603.659937673657,4.8331305467935236e-14,6.583944329109121e-16,3.5193688279106627e-12
618.7514361154983,9.122850635428219e-14,1.450953172030314e-15,6.00107269629581e-12
634.2202220183857,1.2152418807934275e-13,2.1672702964464354e-15,7.02357806267274e-12
650.0757275688453,1.1875599221405235e-13,2.3320546204699983e-15,6.126963640507303e-12
666.3276207580664,2.6631037710222507e-13,5.8682843232550854e-15,1.2043630362289834e-11
682.985811277018,5.632890821762004e-13,1.4439982405529858e-14,2.3704924893612158e-11
700.0604565589434,6.891676683520477e-13,1.8999275778821078e-14,2.51731783281854e-11
717.5619679729169,1.997320156776465e-12,5.947193792052094e-14,6.657601368971601e-11
735.5010171722398,1.5990559396480383e-12,5.1195028398680436e-14,4.7832713568921255e-11
753.8885426015457,1.853693134730032e-12,6.715552783244703e-14,5.0210846954063925e-11
772.7357561665842,3.59441994328705e-12,1.3646413683088103e-13,8.657600931267638e-11
792.0541500707488,5.460895451510745e-12,2.275413194065327e-13,1.1852688802459975e-10
811.8555038225174,5.2406010268344345e-11,2.85664296175748e-12,9.305516365394491e-10
832.1518914180803,1.3343873506571822e-11,7.294964282253548e-13,2.2350397910718372e-10
852.9556887035322,6.933642387706229e-11,4.159148185882105e-12,1.0935327187190506e-09
874.2795809211204,1.9973410885929563e-10,1.340875423749505e-11,2.7850848605489028e-09
896.1365704441484,3.709349810501873e-10,2.7944949691333807e-11,4.854114695606848e-09
918.5399847052521,1.3473127829241872e-10,1.0642810655689024e-11,1.708746877338308e-09
941.5034843228834,1.3379967012740675e-10,1.1355190324535612e-11,1.4698581821408897e-09
965.0410714309554,1.9071239301029223e-10,1.8362738963845738e-11,1.989038602804081e-09
989.1670982167291,1.7979957860816295e-10,1.8159012512912997e-11,1.7847793261814237e-09
1013.8962756721472,2.6375522642743214e-10,2.8139285368850983e-11,2.3748129032733622e-09
1039.2436825639506,2.0189759720029486e-10,2.382500945754945e-11,1.7096583998318548e-09
1065.2247746280493,3.893230331075771e-10,4.598658651928852e-11,2.9733832846267682e-09
1091.8553939937503,8.094060357562804e-10,1.0702732538036239e-10,6.038661746610332e-09
1119.151778843594,7.239349969346657e-10,1.0234215723474103e-10,5.0369643793238655e-09
1147.130573314684,7.937972877040816e-10,1.1380865626987532e-10,5.03242948726847e-09
1175.8088376475507,1.2241491593300149e-09,1.8409478841667433e-10,7.192248343001621e-09
1205.2040585887394,1.7893793204645253e-09,2.8900446674346395e-10,9.857584091973027e-09
1211.2300788816829,1.876962831507619e-09,3.124807796610157e-10,1.0156777928883724e-08
1217.2862292760913,1.7586498272427233e-09,2.927858212685771e-10,9.349520740737989e-09
1223.3726604224717,1.4033901480951572e-09,2.207228285416222e-10,7.259711956772361e-09
1229.4895237245837,1.5860564027499933e-09,2.7569632718787494e-10,8.267901416896332e-09
1235.6369713432066,1.5654263471036158e-09,2.6893303117925714e-10,8.105857312838524e-09
1241.8151561999223,1.3922237963961564e-09,2.2344873642326347e-10,7.251146969343709e-09
1248.024231980922,1.8679810785991922e-09,3.2226539267139225e-10,9.48950047142136e-09
1254.2643531408264,1.6204990825677971e-09,2.6485016168895424e-10,8.075181869536074e-09
1260.5356749065304,1.762541792569892e-09,3.007451654364145e-10,8.773008405892351e-09
1266.8383532810628,1.7840694226248123e-09,2.934199420045573e-10,8.6862266149043e-09
1273.172545047468,2.0634832451395548e-09,3.66344518814341e-10,9.993590589258099e-09
1279.538407772705,2.2452117782680062e-09,4.1015672693409204e-10,1.060222342812456e-08
1285.9360998115685,1.8808751917572874e-09,3.1872755718201184e-10,8.903815250065876e-09
1292.3657803106262,1.7276981280794195e-09,2.9526645120011247e-10,8.221587610593537e-09
1298.8276092121791,1.92598063461746e-09,3.3273202688410224e-10,8.926162975663318e-09
1305.32174725824,2.262703177373e-09,4.148547871946671e-10,1.0609577651252984e-08
1311.848355994531,2.739311063663331e-09,5.243909140213087e-10,1.2467118447888204e-08
1318.4075977745035,2.7760863659539546e-09,5.197360534175128e-10,1.2270149234661193e-08
1324.9996357633759,2.599198747997858e-09,4.863404267310963e-10,1.1473922409479582e-08
1331.6246339421925,2.1260745629617714e-09,3.8912474008902874e-10,9.174642512020668e-09
1338.2827571119033,2.224103635325006e-09,4.1045926590646854e-10,9.894429218430893e-09
1344.9741708974627,2.251543754947942e-09,4.161069853221029e-10,9.756363563643136e-09
1351.6990417519496,2.5827290826595166e-09,4.908829239738455e-10,1.1139196439837105e-08
1358.4575369607094,2.3814400880017134e-09,4.6020348282099543e-10,1.0306621983657207e-08
1365.249824645513,2.3907358562925646e-09,4.675788957840325e-10,1.013421893413253e-08
1372.0760737687403,2.1447177232778068e-09,4.3178336646062816e-10,9.221063323470501e-09
1378.936454137584,2.5476649318389024e-09,5.212370990626629e-10,1.0830773321290866e-08
1385.8311364082717,3.0009075620208395e-09,6.188944983099321e-10,1.2415672497599889e-08
1392.760292090313,3.304239569814788e-09,6.689180941495329e-10,1.3146112963709344e-08
1399.7240935507643,2.5692048115227943e-09,5.449930594905742e-10,1.0784449750533203e-08
1406.722714018518,3.535296705542674e-09,7.370941184853933e-10,1.3893591299863723e-08
1413.7563275886105,3.5935670316605513e-09,7.632012684883408e-10,1.3878583980563536e-08
1420.8251092265534,4.0057585641071315e-09,8.4803904103034e-10,1.5209316916191218e-08
1427.929234772686,3.738973985594321e-09,8.160395018471727e-10,1.430951388100071e-08
1435.0688809465494,4.3854263732986275e-09,9.755042954295745e-10,1.6770427546957958e-08
1442.2442253512818,4.534998337246633e-09,1.0035416505191728e-09,1.7127632991142757e-08
1449.455446478038,4.0109713321725185e-09,8.815272103416763e-10,1.496941631382841e-08
1456.702723710428,4.711326396351161e-09,1.0536561243440307e-09,1.7307516753034098e-08
1463.9862373289802,5.199773000965074e-09,1.1960470024668285e-09,1.9587433015112012e-08
1471.306168515625,5.274545873662944e-09,1.1893837074956574e-09,1.9341634520498343e-08
1478.6626993582029,4.309015441822934e-09,9.318701259796795e-10,1.5916880394141405e-08
1486.0560128549937,4.629329281842771e-09,1.0844788882211847e-09,1.6564895583532313e-08
1493.4862929192686,5.008234428522399e-09,1.2231994725187151e-09,1.8191820348334756e-08
1500.953724383865,5.504113152100467e-09,1.3224617690325922e-09,1.9477879779056355e-08
1508.458493005784,5.896148755120523e-09,1.4031301836795182e-09,2.0800100538375038e-08
1516.0007854708126,4.761216926295676e-09,1.1125052540967522e-09,1.7070478671331087e-08
1523.5807893981666,6.055662194519343e-09,1.477631642354342e-09,2.0995731293812137e-08
1531.1986933451572,6.125038241588571e-09,1.4980746722166214e-09,2.125866091562403e-08
1538.8546868118829,5.442336259529894e-09,1.3177921723604724e-09,1.9180874307662703e-08
1546.5489602459422,6.415586042557709e-09,1.5720577918270942e-09,2.1865673232292615e-08
1554.2817050471717,7.045267101800438e-09,1.7671647711079409e-09,2.419202469895525e-08
1562.0531135724075,5.849126020977248e-09,1.4202729401601942e-09,2.038570588716185e-08
1569.8633791402694,7.108069113363507e-09,1.7946992569817352e-09,2.428780248605779e-08
1577.7126960359706,6.356651350135817e-09,1.5845390912191828e-09,2.2490097459779085e-08
1585.6012595161503,7.152047024228106e-09,1.7952565234049023e-09,2.3806967770186018e-08
1593.5292658137307,6.611447975312453e-09,1.6691096964854946e-09,2.201020580895428e-08
1601.4969121427994,7.598310648064929e-09,1.934912556363349e-09,2.5539529508180796e-08
1609.504396703513,7.575435161682128e-09,1.9684819950057205e-09,2.4642349427124465e-08
1617.5519186870304,7.781067730107573e-09,1.960204438638197e-09,2.506098063128655e-08
1625.6396782804654,7.237280021483115e-09,1.8269471199904624e-09,2.3896003545153818e-08
1633.7678766718675,8.237903556706013e-09,2.112603452467389e-09,2.592452573182504e-08
1641.9367160552267,8.34840872367323e-09,2.177688694144687e-09,2.6893031211309258e-08
1650.1463996355026,9.42979741552577e-09,2.5000825074899437e-09,2.958055875348322e-08
1658.39713163368,9.91048126410793e-09,2.656665330466439e-09,3.024792662928452e-08
1666.689117291848,9.615824194469907e-09,2.5567257438158625e-09,2.95670766834188e-08
1675.022562878307,9.551117702216919e-09,2.5583926082171153e-09,2.9132194113144737e-08
1683.3976756926984,9.811631657107427e-09,2.666697770762034e-09,2.959419879839666e-08
1691.8146640711618,9.75220966311753e-09,2.6310216854159182e-09,2.9484716337732832e-08
1700.2737373915174,1.0012137523181258e-08,2.6900781807312476e-09,2.9854944512631004e-08
1708.7751060784747,1.0456066866544282e-08,2.8182853935861453e-09,3.074893983171917e-08
1717.3189816088668,1.109816608205062e-08,3.104750643396725e-09,3.195932186413221e-08
1725.905576516911,1.082795036761758e-08,2.9850626182085726e-09,3.1357858259570556e-08
1734.5351043994954,1.0288635382486505e-08,2.896267155523416e-09,3.005832251721368e-08
1743.2077799214926,1.1587342998648068e-08,3.298439525508756e-09,3.2736105424736e-08
1751.9238188210998,1.204109853798743e-08,3.398189064520091e-09,3.3880239207285145e-08
1760.683437915205,1.2304534230728971e-08,3.480755257791502e-09,3.428848806033369e-08
1769.486855104781,1.2057750988665276e-08,3.460794675759993e-09,3.358767515665158e-08
1778.3342893803047,1.2874784575443746e-08,3.6718413888187164e-09,3.5375018745935505e-08
1787.2259608272059,1.3347383331041954e-08,3.834772262502481e-09,3.657115607664881e-08
1796.1620906313417,1.3802502664044523e-08,4.082617619942763e-09,3.898382455307068e-08
1805.1429010844984,1.556721372329434e-08,4.553751272818368e-09,4.188224643610134e-08
1814.1686155899206,1.5259642153741067e-08,4.529555170126547e-09,4.114883111108769e-08
1823.2394586678702,1.5645247263157415e-08,4.73028478286628e-09,4.2365963924953184e-08
1832.355655961209,1.5900951305978405e-08,4.805697845713609e-09,4.248932078780092e-08
1841.5174342410148,1.525717911747866e-08,4.680981931330953e-09,4.1786239978934454e-08
1850.7250214122198,1.5934625180517828e-08,4.906656921969708e-09,4.34043846335168e-08
1859.9786465192806,1.694375082259885e-08,5.346443041549806e-09,4.5523040444952214e-08
1869.2785397518767,1.6380489253054334e-08,5.211349075963259e-09,4.490862192949652e-08
1878.624932450636,1.782641387962449e-08,5.715650180004452e-09,4.698273542140958e-08
1888.0180571128892,1.8862406942422463e-08,5.962618802829271e-09,4.838093220493549e-08
1897.4581473984533,1.7713495671859036e-08,5.703169572159495e-09,4.6649745212884955e-08
1906.9454381354456,1.7819927005603788e-08,5.85347252112506e-09,4.727522153421312e-08
1916.4801653261225,1.6475244137185978e-08,5.393820456820617e-09,4.3958550043612375e-08
1926.062566152753,1.6051190455062092e-08,5.242474742828696e-09,4.326125577196425e-08
1935.6928789835167,1.88523207575369e-08,6.317940747549363e-09,4.859745205794664e-08
1945.3713433784342,1.783824609548325e-08,5.98443866692891e-09,4.619090012652917e-08
1955.098200095326,1.866389382320444e-08,6.292451305753234e-09,4.891671661218673e-08
1964.8736910958023,1.8073438464427043e-08,6.064169650072296e-09,4.623580456071529e-08
1974.6980595512812,2.299894046393519e-08,7.986070642615057e-09,5.658986640528435e-08
1984.5715498490372,2.1538242757237845e-08,7.605914856572298e-09,5.444670770307711e-08
1994.4944075982821,2.095691725035903e-08,7.341118599017228e-09,5.324401756402823e-08
2004.4668796362735,2.3025663490250575e-08,8.252943108792521e-09,5.745709556385302e-08
2014.4892140344543,2.2052827372706445e-08,7.896155461976492e-09,5.6074708633010105e-08
2024.5616601046263,2.420745055625294e-08,8.709019190238339e-09,5.980622342761701e-08
2034.6844684051493,2.563568522452351e-08,9.297776558371672e-09,6.21153215691537e-08
2044.857890747175,2.5270807694245534e-08,9.178333600978402e-09,6.209942926932286e-08
2055.0821802009104,2.539894802890083e-08,9.224670043990619e-09,6.225399935579744e-08
2065.357591101915,2.544331936121782e-08,9.220271097255975e-09,6.279446883964059e-08
2075.6843790574244,2.5294743088160536e-08,9.26645854948977e-09,6.24040048752924e-08
2086.0628009527113,2.7770736570434067e-08,1.0256937376285296e-08,6.655797304624154e-08
2096.493114957475,2.869858798843931e-08,1.0620156301095687e-08,6.851018006462961e-08
2106.975580532262,2.8935236565778188e-08,1.0694032165651146e-08,6.925339710045177e-08
2117.5104584349233,2.89918157752686e-08,1.0693088652655454e-08,6.960575078942487e-08
2128.0980107270975,2.8123279778126866e-08,1.0474417584492886e-08,6.792259125522736e-08
2138.738500780733,3.006294755728244e-08,1.1276397512067371e-08,7.167244257977387e-08
2149.4321932846365,2.8323677464658286e-08,1.0676202881339799e-08,6.933827762772354e-08
2160.1793542510595,2.749967575244227e-08,1.0314857834222607e-08,6.675501336395775e-08
2170.9802510223144,3.142658397541483e-08,1.1963913643719206e-08,7.382953264344255e-08
2181.8351522774255,3.31960874457471e-08,1.270700435621132e-08,7.749259263733518e-08
2192.7443280388125,3.358936937974314e-08,1.2999265021442394e-08,7.873617058031031e-08
2203.7080496790063,3.231158292709137e-08,1.2457710190736097e-08,7.565381292880642e-08
2214.726589927401,3.1615098512969446e-08,1.224561647226157e-08,7.557529998547727e-08
2225.8002228770374,3.151567230590624e-08,1.2218374430363885e-08,7.431425715581334e-08
2236.9292239914225,3.929150833351848e-08,1.5415931281071467e-08,8.580603920082245e-08
2248.113870111379,3.724738097107975e-08,1.4880631621041987e-08,8.658853803515376e-08
2259.3544394619357,3.930836449333829e-08,1.578565514132744e-08,8.956202346279688e-08
2270.6512116592453,3.983532547088582e-08,1.6104367173272806e-08,9.031368576465025e-08
2282.004467717541,4.0864122717199056e-08,1.6435477963014563e-08,9.059717514756439e-08
2293.4144900561287,4.076718426801437e-08,1.652080579033269e-08,9.194966464531182e-08
2304.881562506409,4.2748706894643994e-08,1.7379399337934228e-08,9.544817393511286e-08
